Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O43169	O43169	3	3	3	Cytochrome b5 type B	CYB5B	sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3	1	3	3	3	36.7	36.7	36.7	16.694	150	150	0.0	20.855	4074900	3	63	1331;1651;2151	True;True;True	1355;1680;2186	1441;1774;2309	1537;1890;2471	1537;1890;2471		
O43175	O43175	10	10	10	D-3-phosphoglycerate dehydrogenase	PHGDH	sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	1	10	10	10	22.9	22.9	22.9	56.65	533	533	0.0	63.165	13796000	10	64	339;832;1957;2201;2653;3802;4210;4898;5360;5497	True;True;True;True;True;True;True;True;True;True	342;847;1991;2236;2695;3883;4298;4995;5465;5606	368;902;2103;2359;2861;4102;4539;5277;5768;5913	390;955;2248;2522;3082;4411;4868;5671;6210;6365	390;955;2248;2522;3082;4411;4868;5671;6210;6365		
O43237;Q9Y6G9	O43237;Q9Y6G9	1;1	1;1	1;1	Cytoplasmic dynein 1 light intermediate chain 2;Cytoplasmic dynein 1 light intermediate chain 1	DYNC1LI2;DYNC1LI1	sp|O43237|DC1L2_HUMAN Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1;sp|Q9Y6G9|DC1L1_HUMAN Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3	2	1	1	1	2.6	2.6	2.6	54.099	492	492;523	0.0	6.9279	589380	1	65	614	True	623	661	704	704		
O43242	O43242	4	4	4	26S proteasome non-ATPase regulatory subunit 3	PSMD3	sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2	1	4	4	4	8.4	8.4	8.4	60.977	534	534	0.0	26.379	2236000	3	66	228;1260;2307;2762	True;True;True;True	231;1282;2342;2810	245;1367;2473;2980	258;1458;2641;3214	258;1458;2641;3214		
O43252	O43252	1	1	1	Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase	PAPSS1	sp|O43252|PAPS1_HUMAN Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2	1	1	1	1	4.0	4.0	4.0	70.832	624	624	0.0	9.8884	678560	1	67	4215	True	4303	4544	4873	4873		
O43324	O43324	2	2	2	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1	sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1	1	2	2	2	12.1	12.1	12.1	19.81	174	174	0.0	12.934	1132300	2	68	1;1626	True;True	1;1655	1;1749	1;1864	1;1864		
O43390	O43390	13	13	12	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	1	13	13	12	23.5	23.5	21.8	70.942	633	633	0.0	78.781	15037000	13	69	850;981;1154;1200;1344;1908;2266;3246;3911;4482;4670;4902;5508	True;True;True;True;True;True;True;True;True;True;True;True;True	867;1000;1173;1220;1369;1941;2301;3301;3992;4573;4763;4999;5617	927;1067;1248;1298;1455;2050;2431;3499;4217;4821;5025;5282;5924	985;1134;1322;1378;1552;2185;2595;3778;4529;5162;5383;5677;6376	985;1134;1322;1378;1552;2185;2595;3778;4529;5162;5383;5677;6376		
O43396	O43396	1	1	1	Thioredoxin-like protein 1	TXNL1	sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3	1	1	1	1	2.4	2.4	2.4	32.251	289	289	0.0095163	5.7331	790790	1	70	2539	True	2579	2732	2941	2941		
O43399	O43399	5	5	5	Tumor protein D54	TPD52L2	sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2	1	5	5	5	27.7	27.7	27.7	22.237	206	206	0.0	34.222	5290900	5	71	4730;4950;4951;4982;5177	True;True;True;True;True	4823;5050;5051;5082;5278	5086;5336;5337;5370;5576	5445;5740;5741;5774;5999	5445;5740;5741;5774;5999		
O43615	O43615	1	1	1	Mitochondrial import inner membrane translocase subunit TIM44	TIMM44	sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2	1	1	1	1	3.3	3.3	3.3	51.355	452	452	0.0	9.072	0	1	72	5224	True	5327	5627	6054	6054		
O43670	O43670	1	1	1	BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	50.75	478	478	0.0016667	5.9124	806980	1	73	3211	True	3266	3461	3736	3736		
O43681	O43681	4	4	4	ATPase ASNA1	ASNA1	sp|O43681|GET3_HUMAN ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2	1	4	4	4	16.1	16.1	16.1	38.792	348	348	0.0	24.766	2872000	4	74	1407;3083;3323;5778	True;True;True;True	1432;3137;3379;5889	1518;3331;3579;6209	1617;3602;3860;6680	1617;3602;3860;6680		
O43684	O43684	3	3	3	Mitotic checkpoint protein BUB3	BUB3	sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	1	3	3	3	11.3	11.3	11.3	37.154	328	328	0.0	20.071	1849100	3	75	3396;5111;5604	True;True;True	3455;5212;5715	3658;5505;6027	3943;5924;6491	3943;5924;6491		
O43707;Q08043;Q9H254	O43707	29;4;1	29;4;1	20;0;1	Alpha-actinin-4	ACTN4	sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	3	29	29	20	43.7	43.7	32.9	104.85	911	911;901;2564	0.0	214.9	61747000	32	76	61;185;255;451;619;729;738;825;1431;2022;2275;2454;2867;2990;3520;3532;3668;3756;3865;4042;4195;4236;4524;4829;4874;4875;5199;5258;5325	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	61;187;258;455;628;741;750;840;1456;2056;2310;2493;2915;3041;3579;3591;3728;3830;3946;4128;4283;4324;4617;4924;4971;4972;5301;5362;5430	69;199;275;486;666;787;797;895;1543;2173;2440;2640;3093;3230;3786;3798;3939;4044;4169;4362;4524;4566;4869;5197;5250;5251;5601;5662;5733	72;209;291;514;709;837;847;948;1644;2326;2604;2605;2606;2607;2841;3348;3498;4079;4091;4240;4349;4480;4685;4852;4896;5214;5576;5640;5641;6025;6092;6175	72;209;291;514;709;837;847;948;1644;2326;2605;2841;3348;3498;4079;4091;4240;4349;4480;4685;4852;4896;5214;5576;5640;5641;6025;6092;6175		
O43760	O43760	1	1	1	Synaptogyrin-2	SYNGR2	sp|O43760|SNG2_HUMAN Synaptogyrin-2 OS=Homo sapiens OX=9606 GN=SYNGR2 PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	24.81	224	224	0.0	7.6462	0	1	77	960	True	979	1045	1111	1111		
O43768	O43768	1	1	1	Alpha-endosulfine	ENSA	sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1	1	1	1	1	14.0	14.0	14.0	13.389	121	121	0.0008673	6.1747	945550	1	78	3942	True	4024	4250	4566	4566		
O43776	O43776	6	6	6	Asparagine--tRNA ligase, cytoplasmic	NARS	sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1	1	6	6	6	15.7	15.7	15.7	62.942	548	548	0.0	42.93	6778000	6	79	1358;2347;2873;3074;3771;5317	True;True;True;True;True;True	1383;2382;2921;3128;3848;5422	1469;2520;3099;3322;4062;5725	1566;2701;3354;3593;4367;6167	1566;2701;3354;3593;4367;6167		
O43795;Q9UBC5	O43795;Q9UBC5	2;1	2;1	2;1	Unconventional myosin-Ib;Unconventional myosin-Ia	MYO1B;MYO1A	sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;sp|Q9UBC5|MYO1A_HUMAN Unconventional myosin-Ia OS=Homo sapiens OX=9606 GN=MYO1A PE=1 SV=1	2	2	2	2	1.6	1.6	1.6	131.98	1136	1136;1043	0.0	11.656	918050	2	80	2588;5786	True;True	2628;5897	2786;6217	3000;6688	3000;6688		
O43809	O43809	3	3	3	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	1	3	3	3	17.2	17.2	17.2	26.227	227	227	0.0	19.094	3569900	3	81	3149;3425;5027	True;True;True	3203;3484;5127	3397;3687;5416	3670;3974;5823	3670;3974;5823		
O43847	O43847	1	1	1	Nardilysin	NRD1	sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3	1	1	1	1	0.7	0.7	0.7	131.7	1151	1151	0.0016736	5.9516	741380	1	82	3311	True	3367	3566	3847	3847		
O43852	O43852	7	7	7	Calumenin	CALU	sp|O43852|CALU_HUMAN Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2	1	7	7	7	32.7	32.7	32.7	37.106	315	315	0.0	45.742	8941400	7	83	778;976;1114;1122;1365;1972;4818	True;True;True;True;True;True;True	792;995;1133;1141;1390;2006;4913	841;1061;1208;1216;1476;2118;5185	893;1128;1282;1290;1573;2264;5562	893;1128;1282;1290;1573;2264;5562		
O60256	O60256	1	1	1	Phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP2	sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	1	1	1	1	4.6	4.6	4.6	40.925	369	369	0.0	10.031	954110	1	84	461	True	465	496	524	524		
O60264;P28370	O60264;P28370	3;2	3;2	3;2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Probable global transcription activator SNF2L1	SMARCA5;SMARCA1	sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1;sp|P28370|SMCA1_HUMAN Probable global transcription activator SNF2L1 OS=Homo sapiens OX=9606 GN	2	3	3	3	2.9	2.9	2.9	121.9	1052	1052;1054	0.0	20.228	1695200	3	85	364;613;3046	True;True;True	368;622;3100	394;660;3293	417;703;3564	417;703;3564		
O60313	O60313	1	1	1	Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	OPA1	sp|O60313|OPA1_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3	1	1	1	1	1.6	1.6	1.6	111.63	960	960	0.0	8.2252	997910	1	86	512	True	518	550	582	582		
O60493	O60493	1	1	1	Sorting nexin-3	SNX3	sp|O60493|SNX3_HUMAN Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3	1	1	1	1	4.9	4.9	4.9	18.762	162	162	0.0033058	5.8864	745020	1	87	5857	True	5972	6293	6771	6771		
O60506	O60506	9	8	8	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	1	9	8	8	19.4	17.7	17.7	69.602	623	623	0.0	56.135	17899000	10	88	802;980;1153;1369;1908;2269;3026;3910;5507	True;True;True;True;False;True;True;True;True	817;999;1172;1394;1941;2304;3080;3991;5616	870;1065;1066;1247;1480;2050;2434;3271;4216;5923	922;923;1132;1133;1321;1577;2185;2598;3541;4528;6375	922;1133;1321;1577;2185;2598;3541;4528;6375		
O60610	O60610	3	3	3	Protein diaphanous homolog 1	DIAPH1	sp|O60610|DIAP1_HUMAN Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2	1	3	3	3	3.0	3.0	3.0	141.35	1272	1272	0.0	21.131	2409700	3	89	1278;3549;4761	True;True;True	1301;3608;4855	1386;3816;5124	1479;4111;5489	1479;4111;5489		
O60664	O60664	6	6	6	Perilipin-3	PLIN3	sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	1	6	6	6	23.5	23.5	23.5	47.074	434	434	0.0	42.495	6456700	6	90	2448;3080;3111;4306;4725;4919	True;True;True;True;True;True	2487;3134;3165;4394;4818;5019	2634;3328;3359;4637;5081;5302	2835;3599;3630;4970;5440;5699	2835;3599;3630;4970;5440;5699		
O60678	O60678	1	1	1	Protein arginine N-methyltransferase 3	PRMT3	sp|O60678|ANM3_HUMAN Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4	1	1	1	1	2.1	2.1	2.1	59.902	531	531	0.00088731	6.3416	507780	1	91	2427	True	2465	2610	2810	2810		
O60701	O60701	17	17	17	UDP-glucose 6-dehydrogenase	UGDH	sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1	1	17	17	17	45.1	45.1	45.1	55.023	494	494	0.0	118.2	57895000	18	92	541;1023;1372;1402;1716;2429;2532;2576;2577;2680;2719;2957;3760;5331;5358;5528;5901	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	549;1042;1397;1427;1747;2467;2572;2616;2617;2727;2766;3005;3835;5436;5463;5637;6016	584;1111;1483;1513;1844;2612;2725;2772;2773;2894;2935;3191;4049;5739;5766;5944;6341	619;620;1181;1580;1611;1965;2812;2934;2986;2987;3118;3164;3452;4354;6181;6208;6397;6824	620;1181;1580;1611;1965;2812;2934;2986;2987;3118;3164;3452;4354;6181;6208;6397;6824		
O60716	O60716	4	4	4	Catenin delta-1	CTNND1	sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1	1	4	4	4	5.2	5.2	5.2	108.17	968	968	0.0	27.174	2400400	4	93	319;1611;2180;2276	True;True;True;True	322;1640;2215;2311	346;1734;2338;2441	364;1848;2501;2608	364;1848;2501;2608		
O60749	O60749	1	1	1	Sorting nexin-2	SNX2	sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2	1	1	1	1	2.7	2.7	2.7	58.47	519	519	0.00092507	6.545	521420	1	94	536	True	544	578	612	612		
O60762	O60762	1	1	1	Dolichol-phosphate mannosyltransferase subunit 1	DPM1	sp|O60762|DPM1_HUMAN Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1	1	1	1	1	8.5	8.5	8.5	29.634	260	260	0.00089526	6.3988	665680	1	95	1812	True	1844	1945	2074	2074		
Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08;A0A2R8Y619	Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08	5;5;5;5;5;5;5;5;5;3;1	1;1;1;1;1;1;1;1;1;0;0	1;1;1;1;1;1;1;1;1;0;0	Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA	sp|Q99880|H2B1L_HUMAN Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 SV=3;sp|Q99879|H2B1M_HUMAN Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 	11	5	1	1	41.3	7.9	7.9	13.952	126	126;126;126;126;126;126;126;126;126;127;122	0.00085034	6.0768	754170	1	96	351;1222;2883;3320;4311	False;False;True;False;False	354;355;1242;2931;3376;4399	380;381;1322;3111;3576;4642	403;404;1404;3368;3857;4975	404;1404;3368;3857;4975	4	60
O60841	O60841	1	1	1	Eukaryotic translation initiation factor 5B	EIF5B	sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4	1	1	1	1	1.6	1.6	1.6	138.83	1220	1220	0.00091324	6.4815	545760	1	97	2707	True	2754	2922	3150	3150		
O60869	O60869	2	2	2	Endothelial differentiation-related factor 1	EDF1	sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1	1	2	2	2	18.2	18.2	18.2	16.368	148	148	0.0	13.685	1893900	2	98	130;2684	True;True	131;2731	141;2899	148;3123	148;3123		
O60884	O60884	4	4	4	DnaJ homolog subfamily A member 2	DNAJA2	sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	1	4	4	4	15.0	15.0	15.0	45.745	412	412	0.0	25.096	3800200	4	99	1223;1551;2787;5274	True;True;True;True	1243;1579;2835;5378	1323;1669;3005;5679	1405;1779;3241;6113	1405;1779;3241;6113		
O60888	O60888	3	3	3	Protein CutA	CUTA	sp|O60888|CUTA_HUMAN Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2	1	3	3	3	33.0	33.0	33.0	19.116	179	179	0.0	19.619	3461300	3	100	2949;4705;4980	True;True;True	2997;4798;5080	3183;5060;5368	3444;5419;5772	3444;5419;5772		
O60925	O60925	1	1	1	Prefoldin subunit 1	PFDN1	sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2	1	1	1	1	9.0	9.0	9.0	14.21	122	122	0.0	7.2997	809480	1	101	2963	True	3011	3197	3458	3458		
O75083	O75083	14	14	14	WD repeat-containing protein 1	WDR1	sp|O75083|WDR1_HUMAN WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	1	14	14	14	34.2	34.2	34.2	66.193	606	606	0.0	91.449	14856000	14	102	189;595;1002;1524;1594;2111;2450;3713;3714;4739;5217;5295;5684;5720	True;True;True;True;True;True;True;True;True;True;True;True;True;True	191;603;1021;1550;1623;2145;2489;3773;3774;4832;5319;5400;5795;5831	203;204;640;1089;1639;1716;2266;2636;3985;3986;5097;5619;5703;6111;6148	213;214;680;1158;1748;1829;2424;2837;4286;4287;5458;6044;6142;6577;6616	214;680;1158;1748;1829;2424;2837;4286;4287;5458;6044;6142;6577;6616		
O75131	O75131	1	1	1	Copine-3	CPNE3	sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	60.13	537	537	0.0032922	5.8849	422930	1	103	4619	True	4712	4969	5324	5324		
O75190	O75190	1	1	1	DnaJ homolog subfamily B member 6	DNAJB6	sp|O75190|DNJB6_HUMAN DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2	1	1	1	1	3.4	3.4	3.4	36.087	326	326	0.0	7.3376	576790	1	104	5169	True	5270	5568	5990	5990		
O75340	O75340	2	2	2	Programmed cell death protein 6	PDCD6	sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1	1	2	2	2	11.0	11.0	11.0	21.868	191	191	0.0	13.839	2096200	2	105	3508;5758	True;True	3567;5869	3773;6187	4064;6658	4064;6658		
O75347	O75347	5	5	5	Tubulin-specific chaperone A	TBCA	sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3	1	5	5	5	30.6	30.6	30.6	12.855	108	108	0.0	30.221	5855200	5	106	798;2632;3062;3641;4358	True;True;True;True;True	813;2674;3116;3701;4447	864;2840;3310;3911;4692	916;3058;3581;4211;5030	916;3058;3581;4211;5030		
O75351	O75351	1	1	1	Vacuolar protein sorting-associated protein 4B	VPS4B	sp|O75351|VPS4B_HUMAN Vacuolar protein sorting-associated protein 4B OS=Homo sapiens OX=9606 GN=VPS4B PE=1 SV=2	1	1	1	1	4.3	4.3	4.3	49.301	444	444	0.0	7.4809	1333100	1	107	1347	True	1372	1458	1555	1555		
O75352	O75352	1	1	1	Mannose-P-dolichol utilization defect 1 protein	MPDU1	sp|O75352|MPU1_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens OX=9606 GN=MPDU1 PE=1 SV=2	1	1	1	1	4.0	4.0	4.0	26.638	247	247	0.0072289	5.7929	592240	1	108	3358	True	3414	3614	3897	3897		
O75369	O75369	54	54	50	Filamin-B	FLNB	sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2	1	54	54	50	30.9	30.9	29.0	278.16	2602	2602	0.0	323.31	86021000	53	109	184;192;277;383;391;559;642;648;711;788;792;884;1034;1037;1061;1359;1505;1670;1674;1797;1802;2049;2069;2154;2396;2405;2428;2535;2560;2702;2720;3052;3300;3607;3672;4096;4231;4612;4614;4820;4840;5152;5207;5345;5383;5385;5429;5494;5500;5525;5672;5685;5733;5865	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	186;194;280;387;395;567;651;657;722;802;806;901;1053;1056;1080;1384;1531;1700;1704;1829;1834;2083;2103;2189;2433;2442;2466;2575;2600;2749;2767;3106;3355;3667;3732;4182;4319;4705;4707;4915;4936;5253;5309;5450;5488;5490;5538;5603;5609;5634;5783;5796;5844;5980	198;207;299;414;422;602;690;696;766;852;856;962;1124;1127;1151;1470;1619;1795;1799;1929;1934;2202;2223;2312;2578;2587;2611;2728;2754;2917;2936;3299;3554;3877;3943;4417;4560;4962;4964;5187;5210;5550;5609;5753;5791;5793;5843;5910;5916;5941;6099;6112;6161;6301	208;217;316;440;448;638;734;741;816;904;908;1023;1197;1200;1224;1567;1725;1912;1916;2058;2063;2355;2380;2474;2777;2786;2811;2937;2965;3145;3165;3570;3835;4175;4244;4740;4890;5317;5319;5564;5590;5971;6034;6195;6233;6235;6290;6362;6368;6394;6565;6578;6630;6779	208;217;316;440;448;638;734;741;816;904;908;1023;1197;1200;1224;1567;1725;1912;1916;2058;2063;2355;2380;2474;2777;2786;2811;2937;2965;3145;3165;3570;3835;4175;4244;4740;4890;5317;5319;5564;5590;5971;6034;6195;6233;6235;6290;6362;6368;6394;6565;6578;6630;6779		
O75390	O75390	8	8	8	Citrate synthase, mitochondrial	CS	sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2	1	8	8	8	15.7	15.7	15.7	51.712	466	466	0.0	49.803	9494600	8	110	280;281;761;994;1942;2099;2825;3613	True;True;True;True;True;True;True;True	283;284;775;1013;1976;2133;2873;3673	302;303;824;1080;2088;2254;3043;3883	319;320;875;1148;2232;2412;3280;4181	319;320;875;1148;2232;2412;3280;4181		
O75400	O75400	2	2	2	Pre-mRNA-processing factor 40 homolog A	PRPF40A	sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2	1	2	2	2	2.6	2.6	2.6	108.8	957	957	0.0	13.121	1177700	2	111	2967;4145	True;True	3015;4233	3201;4471	3462;4797	3462;4797		
O75436	O75436	2	2	2	Vacuolar protein sorting-associated protein 26A	VPS26A	sp|O75436|VP26A_HUMAN Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2	1	2	2	2	6.7	6.7	6.7	38.169	327	327	0.0	11.956	816950	2	112	4276;5726	True;True	4364;5837	4607;6154	4940;6623	4940;6623		
O75475	O75475	3	3	3	PC4 and SFRS1-interacting protein	PSIP1	sp|O75475|PSIP1_HUMAN PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1	1	3	3	3	6.4	6.4	6.4	60.103	530	530	0.0	20.087	1817800	3	113	749;2481;3430	True;True;True	762;2520;3489	809;2668;3692	859;2871;3979	859;2871;3979		
O94905;O75477	O94905;O75477	2;2	2;2	2;2	Erlin-2;Erlin-1	ERLIN2;ERLIN1	sp|O94905|ERLN2_HUMAN Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1;sp|O75477|ERLN1_HUMAN Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2	2	2	2	2	5.6	5.6	5.6	37.839	339	339;348	0.0	15.65	377090	2	114	2751;3305	True;True	2798;3360	2968;3559	3198;3840	3198;3840		
O75489	O75489	1	1	1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	sp|O75489|NDUS3_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1	1	1	1	1	5.3	5.3	5.3	30.241	264	264	0.0	6.6195	781510	1	115	1545	True	1573	1663	1773	1773		
O75494	O75494	1	1	1	Serine/arginine-rich splicing factor 10	SRSF10	sp|O75494|SRS10_HUMAN Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1	1	1	1	1	6.1	6.1	6.1	31.3	262	262	0.0	6.7703	798750	1	116	5737	True	5848	6165	6634	6634		
