Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O43324	O43324	2	2	2	Eukaryotic translation elongation factor 1 epsilon-1	EEF1E1	sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1	1	2	2	2	20.1	20.1	20.1	19.81	174	174	0.0	10.912	1278500	2	65	1559;4092	True;True	1586;4180	1666;4417	1766;4720	1766;4720		
O43390	O43390	12	12	11	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	1	12	12	11	22.4	22.4	20.7	70.942	633	633	0.0	79.055	20349000	13	66	810;942;1105;1151;1152;1835;2194;2910;3783;4544;4777;5368	True;True;True;True;True;True;True;True;True;True;True;True	821;956;1122;1169;1170;1868;2230;2962;3865;4636;4873;5477	867;1012;1184;1235;1236;1960;1961;2345;3138;4085;4893;5149;5778	917;1068;1250;1307;1308;2083;2084;2487;3371;4371;5220;5516;6192	917;1068;1250;1307;1308;2084;2487;3371;4371;5220;5516;6192		
O43396	O43396	1	1	1	Thioredoxin-like protein 1	TXNL1	sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3	1	1	1	1	2.4	2.4	2.4	32.251	289	289	0.0033898	5.9346	869290	1	67	2454	True	2493	2628	2811	2811		
O43399	O43399	4	4	4	Tumor protein D54	TPD52L2	sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2	1	4	4	4	21.4	21.4	21.4	22.237	206	206	0.0	26.93	4300700	4	68	4820;4821;4851;5046	True;True;True;True	4919;4920;4950;5147	5197;5198;5230;5434	5570;5571;5603;5822	5570;5571;5603;5822		
O43488	O43488	1	1	1	Aflatoxin B1 aldehyde reductase member 2	AKR7A2	sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3	1	1	1	1	8.1	8.1	8.1	39.589	359	359	0.0017197	5.9918	753810	1	69	3335	True	3391	3589	3840	3840		
O43598	O43598	1	1	1	2-deoxynucleoside 5-phosphate N-hydrolase 1	DNPH1	sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1	1	1	1	1	8.6	8.6	8.6	19.108	174	174	0.0096154	5.6635	762000	1	70	1819	True	1852	1942	2063	2063		
O43615	O43615	3	3	3	Mitochondrial import inner membrane translocase subunit TIM44	TIMM44	sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2	1	3	3	3	8.2	8.2	8.2	51.355	452	452	0.0	19.836	1643700	3	71	1864;5096;5365	True;True;True	1899;5199;5474	1993;5489;5775	2120;5881;6189	2120;5881;6189		
O43670	O43670	1	1	1	BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	50.75	478	478	0.006689	5.8561	847480	1	72	3093	True	3147	3334	3573	3573		
O43681	O43681	3	3	3	ATPase ASNA1	ASNA1	sp|O43681|GET3_HUMAN ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2	1	3	3	3	13.5	13.5	13.5	38.792	348	348	0.0	18.116	2348000	3	73	1356;3201;5632	True;True;True	1378;3256;5745	1450;3448;6055	1539;3695;6483	1539;3695;6483		
O43684	O43684	3	3	3	Mitotic checkpoint protein BUB3	BUB3	sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	1	3	3	3	11.3	11.3	11.3	37.154	328	328	0.0	21.433	1671700	3	74	3270;4978;5463	True;True;True	3326;5079;5575	3520;5365;5879	3769;5750;6302	3769;5750;6302		
O43707;P35609;Q08043;Q9H254	O43707	30;5;5;1	30;5;5;1	21;0;0;1	Alpha-actinin-4	ACTN4	sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	4	30	30	21	43.9	43.9	32.9	104.85	911	911;894;901;2564	0.0	212.4	61855000	31	75	55;167;250;432;597;695;704;788;946;1381;1458;1944;2203;2374;2780;2888;3398;3411;3549;3634;3667;3738;3927;4065;4109;4705;4749;4750;5069;5189	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	55;168;251;436;602;703;712;797;960;1403;1481;1979;2239;2412;2828;2939;3454;3467;3606;3704;3745;3819;4014;4153;4197;4799;4845;4846;5171;5295	61;176;260;456;627;735;745;839;1016;1475;1557;2080;2354;2544;2984;3114;3652;3665;3813;3914;3959;4037;4242;4390;4435;5067;5120;5121;5460;5589	62;183;271;482;666;779;789;885;1072;1565;1651;2213;2496;2497;2718;3210;3345;3907;3921;4083;4189;4240;4320;4537;4691;4738;5415;5483;5484;5850;5991	62;183;271;482;666;779;789;885;1072;1565;1651;2213;2496;2718;3210;3345;3907;3921;4083;4189;4240;4320;4537;4691;4738;5415;5483;5484;5850;5991		
O43708	O43708	1	1	1	Maleylacetoacetate isomerase	GSTZ1	sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3	1	1	1	1	6.5	6.5	6.5	24.212	216	216	0.00087873	6.1167	531740	1	76	3233	True	3288	3481	3730	3730		
O43760	O43760	1	1	1	Synaptogyrin-2	SYNGR2	sp|O43760|SNG2_HUMAN Synaptogyrin-2 OS=Homo sapiens OX=9606 GN=SYNGR2 PE=1 SV=1	1	1	1	1	4.5	4.5	4.5	24.81	224	224	0.00089366	6.2007	0	1	77	921	True	934	990	1045	1045		
O43768	O43768	1	1	1	Alpha-endosulfine	ENSA	sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1	1	1	1	1	14.0	14.0	14.0	13.389	121	121	0.0	7.5943	979490	1	78	3819	True	3902	4125	4414	4414		
O43776	O43776	7	7	7	Asparagine--tRNA ligase, cytoplasmic	NARS	sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1	1	7	7	7	17.9	17.9	17.9	62.942	548	548	0.0	50.143	8305100	7	79	1313;2275;2446;2786;2968;3647;5181	True;True;True;True;True;True;True	1335;2311;2485;2834;3020;3721;5287	1407;2434;2620;2990;3199;3931;5581	1493;2588;2803;3216;3434;4207;5983	1493;2588;2803;3216;3434;4207;5983		
O43795;Q9UBC5	O43795;Q9UBC5	2;1	2;1	2;1	Unconventional myosin-Ib;Unconventional myosin-Ia	MYO1B;MYO1A	sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;sp|Q9UBC5|MYO1A_HUMAN Unconventional myosin-Ia OS=Homo sapiens OX=9606 GN=MYO1A PE=1 SV=1	2	2	2	2	1.6	1.6	1.6	131.98	1136	1136;1043	0.0	11.217	910290	2	80	2502;5637	True;True	2541;5750	2682;6060	2869;6488	2869;6488		
O43809	O43809	1	1	1	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	1	1	1	1	5.3	5.3	5.3	26.227	227	227	0.00089526	6.2074	1158200	1	81	4894	True	4994	5276	5651	5651		
O43837	O43837	1	1	1	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B	sp|O43837|IDH3B_HUMAN Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2	1	1	1	1	2.6	2.6	2.6	42.183	385	385	0.00093023	6.4302	963400	1	82	2291	True	2328	2454	2615	2615		
O43847	O43847	1	1	1	Nardilysin	NRD1	sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3	1	1	1	1	0.7	0.7	0.7	131.7	1151	1151	0.0009058	6.2704	717070	1	83	3187	True	3242	3432	3679	3679		
O43852	O43852	7	7	7	Calumenin	CALU	sp|O43852|CALU_HUMAN Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2	1	7	7	7	36.5	36.5	36.5	37.106	315	315	0.0	48.33	9610400	8	84	738;937;1063;1070;1900;5135;5489	True;True;True;True;True;True;True	746;951;1079;1086;1935;5239;5602	783;1007;1141;1148;2031;5530;5906	828;1063;1205;1212;1213;2159;5927;6332	828;1063;1205;1213;2159;5927;6332		
O60256	O60256	1	1	1	Phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP2	sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	1	1	1	1	4.6	4.6	4.6	40.925	369	369	0.0	10.054	769350	1	85	440	True	444	464	490	490		
O60264;P28370	O60264;P28370	2;1	2;1	2;1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Probable global transcription activator SNF2L1	SMARCA5;SMARCA1	sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1;sp|P28370|SMCA1_HUMAN Probable global transcription activator SNF2L1 OS=Homo sapiens OX=9606 GN	2	2	2	2	1.9	1.9	1.9	121.9	1052	1052;1054	0.0	13.554	1237200	2	86	350;590	True;True	353;595	372;620	390;659	390;659		
O60313	O60313	1	1	1	Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	OPA1	sp|O60313|OPA1_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3	1	1	1	1	1.6	1.6	1.6	111.63	960	960	0.0	6.6222	865860	1	87	494	True	499	521	550	550		
O60493	O60493	1	1	1	Sorting nexin-3	SNX3	sp|O60493|SNX3_HUMAN Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3	1	1	1	1	4.9	4.9	4.9	18.762	162	162	0.0089943	5.7296	681970	1	88	5708	True	5826	6137	6570	6570		
O60506	O60506	10	9	9	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	1	10	9	9	21.5	19.7	19.7	69.602	623	623	0.0	60.16	21343000	10	89	763;771;941;1104;1323;1835;2197;2924;3782;5367	True;True;True;True;True;False;True;True;True;True	772;780;955;1121;1345;1868;2233;2976;3864;5476	813;821;1011;1183;1417;1960;1961;2348;3153;4084;5777	858;859;867;1067;1249;1504;2083;2084;2490;3387;4370;6191	858;867;1067;1249;1504;2084;2490;3387;4370;6191		
O60610	O60610	2	2	2	Protein diaphanous homolog 1	DIAPH1	sp|O60610|DIAP1_HUMAN Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2	1	2	2	2	2.1	2.1	2.1	141.35	1272	1272	0.0	13.772	1351600	2	90	3424;4639	True;True	3480;4732	3679;4996	3937;5329	3937;5329		
O60664	O60664	6	6	6	Perilipin-3	PLIN3	sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	1	6	6	6	23.5	23.5	23.5	47.074	434	434	0.0	45.698	5742800	6	91	2369;2973;2997;4187;4607;4792	True;True;True;True;True;True	2407;3025;3050;4275;4699;4891	2539;3204;3230;4515;4958;5167	2713;3439;3465;4820;5288;5534	2713;3439;3465;4820;5288;5534		
O60701	O60701	17	17	17	UDP-glucose 6-dehydrogenase	UGDH	sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1	1	17	17	17	44.9	44.9	44.9	55.023	494	494	0.0	116.37	49870000	17	92	524;1326;1352;1642;2350;2444;2487;2488;2591;2633;2854;3638;3795;5195;5220;5392;5749	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	529;1348;1374;1671;2388;2483;2526;2527;2636;2678;2902;3709;3877;5301;5326;5502;5867	553;1420;1446;1754;2519;2618;2665;2666;2781;2824;3073;3919;4097;5595;5620;5804;6183	585;1507;1534;1860;2692;2801;2852;2853;2978;3022;3300;4195;4384;5997;6024;6219;6621	585;1507;1534;1860;2692;2801;2852;2853;2978;3022;3300;4195;4384;5997;6024;6219;6621		
O60716	O60716	2	2	2	Catenin delta-1	CTNND1	sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1	1	2	2	2	2.8	2.8	2.8	108.17	968	968	0.0	13.913	1666100	2	93	308;2204	True;True	310;2240	324;2355	339;2498	339;2498		
P41567;O60739	P41567;O60739	3;3	3;3	3;3	Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b	EIF1;EIF1B	sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;sp|O60739|EIF1B_HUMAN Eukaryotic translation initiation factor 1b OS=Homo sapiens OX=9606 GN=EIF1B PE=1 SV=2	2	3	3	3	47.8	47.8	47.8	12.732	113	113;113	0.0	25.031	3349100	3	94	1448;1766;4798	True;True;True	1471;1798;4897	1545;1887;5174	1638;2004;5543	1638;2004;5543		
O60749	O60749	1	1	1	Sorting nexin-2	SNX2	sp|O60749|SNX2_HUMAN Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2	1	1	1	1	2.7	2.7	2.7	58.47	519	519	0.0	6.8347	446370	1	95	519	True	524	547	578	578		
Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08	Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814	4;4;4;4;4;4;4;4;4;1	4;4;4;4;4;4;4;4;4;1	2;2;2;2;2;2;2;2;2;0	Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK	sp|Q99880|H2B1L_HUMAN Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 SV=3;sp|Q99879|H2B1M_HUMAN Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 	10	4	4	2	25.4	25.4	7.9	13.952	126	126;126;126;126;126;126;126;126;126;127	0.0	32.025	30163000	8	96	338;1171;1361;2794	True;True;True;True	340;341;1189;1383;2842	357;358;359;1257;1455;3001;3002	374;375;376;377;1331;1544;3228;3229	376;1331;1544;3229	3	60
O60841	O60841	1	1	1	Eukaryotic translation initiation factor 5B	EIF5B	sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4	1	1	1	1	1.6	1.6	1.6	138.83	1220	1220	0.0	7.0678	512380	1	97	2621	True	2666	2811	3009	3009		
O60869	O60869	3	3	3	Endothelial differentiation-related factor 1	EDF1	sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1	1	3	3	3	25.0	25.0	25.0	16.368	148	148	0.0	18.907	2221300	3	98	119;214;2594	True;True;True	119;215;2639	127;223;2784	130;231;2981	130;231;2981		
O60884	O60884	3	3	3	DnaJ homolog subfamily A member 2	DNAJA2	sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	1	3	3	3	13.1	13.1	13.1	45.745	412	412	0.0	19.684	3741200	3	99	1173;1489;2695	True;True;True	1191;1514;2741	1259;1590;2890	1333;1686;3092	1333;1686;3092		
O60888	O60888	3	3	3	Protein CutA	CUTA	sp|O60888|CUTA_HUMAN Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2	1	3	3	3	33.0	33.0	33.0	19.116	179	179	0.0	20.411	3655700	3	100	2848;4584;4849	True;True;True	2896;4676;4948	3067;4934;5228	3294;5263;5601	3294;5263;5601		
O60925	O60925	1	1	1	Prefoldin subunit 1	PFDN1	sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2	1	1	1	1	9.0	9.0	9.0	14.21	122	122	0.0	7.197	639740	1	101	2861	True	2909	3080	3307	3307		
O60936	O60936	1	1	1	Nucleolar protein 3	NOL3	sp|O60936|NOL3_HUMAN Nucleolar protein 3 OS=Homo sapiens OX=9606 GN=NOL3 PE=1 SV=2	1	1	1	1	3.8	3.8	3.8	22.629	208	208	0.0095694	5.6535	415900	1	102	3196	True	3251	3442	3689	3689		
O75083	O75083	15	15	15	WD repeat-containing protein 1	WDR1	sp|O75083|WDR1_HUMAN WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	1	15	15	15	40.1	40.1	40.1	66.193	606	606	0.0	93.462	15351000	15	103	172;571;1466;1526;2036;2370;3593;3594;3757;4619;5089;5162;5434;5539;5573	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	173;576;1489;1553;2071;2408;3650;3651;3838;4711;5191;5267;5546;5652;5686	181;601;1565;1631;2177;2540;3858;3859;4057;4972;5480;5560;5850;5958;5994	188;638;1659;1730;2314;2714;4128;4129;4341;5304;5870;5961;6273;6385;6421	188;638;1659;1730;2314;2714;4128;4129;4341;5304;5870;5961;6273;6385;6421		
O75131;Q96FN4;Q8IYJ1;Q96A23;O95741;Q86YQ8;Q9HCH3;Q9UBL6	O75131;Q96FN4;Q8IYJ1;Q96A23;O95741;Q86YQ8;Q9HCH3;Q9UBL6	2;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1	Copine-3;Copine-2;Copine-9;Copine-4;Copine-6;Copine-8;Copine-5;Copine-7	CPNE3;CPNE2;CPNE9;CPNE4;CPNE6;CPNE8;CPNE5;CPNE7	sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1;sp|Q96FN4|CPNE2_HUMAN Copine-2 OS=Homo sapiens OX=9606 GN=CPNE2 PE=1 SV=3;sp|Q8IYJ1|CPNE9_HUMAN Copine-9 OS=Homo sapiens OX=9606 GN=CPNE9 PE=1 SV=3;sp|Q96A23|CPNE4_HUMAN Copine-4 OS=	8	2	2	2	3.4	3.4	3.4	60.13	537	537;548;553;557;557;564;593;633	0.0	13.469	1440500	2	104	735;4492	True;True	743;4584	780;4837	825;5160	825;5160		
O75190	O75190	1	1	1	DnaJ homolog subfamily B member 6	DNAJB6	sp|O75190|DNJB6_HUMAN DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2	1	1	1	1	3.4	3.4	3.4	36.087	326	326	0.00091408	6.3353	535070	1	105	5039	True	5140	5427	5814	5814		
O75340	O75340	2	2	2	Programmed cell death protein 6	PDCD6	sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1	1	2	2	2	11.0	11.0	11.0	21.868	191	191	0.0	12.559	2260600	2	106	3388;5611	True;True	3444;5724	3642;6032	3896;6460	3896;6460		
O75347	O75347	6	6	6	Tubulin-specific chaperone A	TBCA	sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3	1	6	6	6	38.9	38.9	38.9	12.855	108	108	0.0	37.627	6451800	6	107	758;2548;2958;3520;4023;4234	True;True;True;True;True;True	767;2589;3010;3577;4111;4323	806;2734;3189;3782;4344;4564	851;2927;3424;4050;4643;4871	851;2927;3424;4050;4643;4871		
O75352	O75352	1	1	1	Mannose-P-dolichol utilization defect 1 protein	MPDU1	sp|O75352|MPU1_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens OX=9606 GN=MPDU1 PE=1 SV=2	1	1	1	1	4.0	4.0	4.0	26.638	247	247	0.0034159	5.9506	619990	1	108	3234	True	3289	3482	3731	3731		
O75369	O75369	58	58	54	Filamin-B	FLNB	sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2	1	58	58	54	33.9	33.9	31.6	278.16	2602	2602	0.0	323.31	93311000	62	109	166;175;271;374;539;619;625;679;747;752;849;985;988;1012;1314;1598;1602;1673;1723;1728;1971;1992;2076;2327;2349;2442;2448;2472;2615;2634;2948;3317;3552;3902;3952;3979;4103;4136;4249;4483;4484;4486;4487;4539;4644;4693;5017;5079;5207;5250;5252;5355;5361;5390;5529;5540;5585;5714	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	167;176;273;378;544;624;630;686;755;760;860;999;1002;1026;1336;1626;1630;1703;1755;1760;2006;2027;2112;2365;2387;2481;2487;2511;2660;2679;3000;3373;3609;3988;4039;4066;4191;4224;4338;4575;4576;4578;4579;4631;4737;4787;5118;5181;5313;5356;5358;5464;5470;5500;5642;5653;5698;5832	175;184;283;397;568;651;657;716;793;798;908;1059;1062;1086;1408;1707;1711;1787;1842;1847;2110;2132;2221;2496;2518;2616;2622;2648;2805;2825;2826;3179;3571;3816;4214;4267;4295;4428;4463;4580;4827;4828;4830;4831;4832;4888;5001;5053;5405;5470;5607;5651;5653;5765;5771;5801;5802;5948;5959;5960;6006;6143	182;191;295;419;600;690;697;760;838;843;961;1122;1125;1149;1494;1808;1812;1897;1958;1963;2243;2268;2361;2667;2691;2799;2805;2832;3003;3023;3024;3414;3822;4086;4507;4562;4591;4731;4767;4887;5149;5150;5152;5153;5154;5155;5215;5335;5396;5791;5860;6010;6056;6058;6179;6185;6216;6217;6374;6386;6387;6433;6576	182;191;295;419;600;690;697;760;838;843;961;1122;1125;1149;1494;1808;1812;1897;1958;1963;2243;2268;2361;2667;2691;2799;2805;2832;3003;3024;3414;3822;4086;4507;4562;4591;4731;4767;4887;5149;5150;5152;5153;5215;5335;5396;5791;5860;6010;6056;6058;6179;6185;6217;6374;6386;6433;6576		
O75390	O75390	6	6	6	Citrate synthase, mitochondrial	CS	sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2	1	6	6	6	13.7	13.7	13.7	51.712	466	466	0.0	38.611	8204400	6	110	274;725;954;2025;2737;3491	True;True;True;True;True;True	276;733;968;2060;2784;3548	286;770;1024;2166;2933;3752	298;815;1081;2303;3136;4016	298;815;1081;2303;3136;4016		
O75436	O75436	1	1	1	Vacuolar protein sorting-associated protein 26A	VPS26A	sp|O75436|VP26A_HUMAN Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2	1	1	1	1	2.4	2.4	2.4	38.169	327	327	0.0097561	5.7127	1134400	1	111	4148	True	4236	4475	4779	4779		
O75475	O75475	2	2	2	PC4 and SFRS1-interacting protein	PSIP1	sp|O75475|PSIP1_HUMAN PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1	1	2	2	2	4.7	4.7	4.7	60.103	530	530	0.0	14.078	1710400	2	112	2401;3303	True;True	2439;3359	2572;3554	2748;3804	2748;3804		
O94905;O75477	O94905;O75477	3;3	3;3	3;3	Erlin-2;Erlin-1	ERLIN2;ERLIN1	sp|O94905|ERLN2_HUMAN Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1;sp|O75477|ERLN1_HUMAN Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2	2	3	3	3	9.1	9.1	9.1	37.839	339	339;348	0.0	21.12	1480800	3	113	2663;3181;4600	True;True;True	2708;3235;4692	2856;3425;4951	3056;3670;5281	3056;3670;5281		
O75494	O75494	1	1	1	Serine/arginine-rich splicing factor 10	SRSF10	sp|O75494|SRS10_HUMAN Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1	1	1	1	1	6.1	6.1	6.1	31.3	262	262	0.0	8.0079	787560	1	114	5589	True	5702	6010	6437	6437		
O75531	O75531	1	1	1	Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed	BANF1	sp|O75531|BAF_HUMAN Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	1	1	1	1	27.0	27.0	27.0	10.058	89	89	0.00092421	6.3968	2366800	1	115	691	True	699	731	775	775		
O75534	O75534	3	3	3	Cold shock domain-containing protein E1	CSDE1	sp|O75534|CSDE1_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2	1	3	3	3	5.1	5.1	5.1	88.884	798	798	0.0	17.602	1782500	3	116	981;1154;3209	True;True;True	995;1172;3264	1055;1238;3457	1118;1310;3704	1118;1310;3704		
O75608	O75608	1	1	1	Acyl-protein thioesterase 1	LYPLA1	sp|O75608|LYPA1_HUMAN Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1	1	1	1	1	4.8	4.8	4.8	24.669	230	230	0.0089796	5.7284	421700	1	117	4802	True	4901	5178	5549	5549		
O75643	O75643	8	8	8	U5 small nuclear ribonucleoprotein 200 kDa helicase	SNRNP200	sp|O75643|U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2	1	8	8	8	5.8	5.8	5.8	244.5	2136	2136	0.0	54.085	5914700	9	118	196;711;885;1068;1981;1994;2366;3095	True;True;True;True;True;True;True;True	197;719;898;1084;2016;2029;2404;3149	205;753;951;1146;2120;2134;2536;3336;3337	212;797;1006;1210;2254;2270;2710;3575;3576	212;797;1006;1210;2254;2270;2710;3576		
