Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O15143;Q92747	O15143	3;1	3;1	3;1	Actin-related protein 2/3 complex subunit 1B	ARPC1B	sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3	2	3	3	3	13.4	13.4	13.4	40.949	372	372;370	0	20.064	1172200	3				48	418;4049;4367	True;True;True	427;4100;4419	490;4661;5063	790;7329;8021	790;7329;8021		
O15144	O15144	3	3	3	Actin-related protein 2/3 complex subunit 2	ARPC2	sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1	1	3	3	3	17.3	17.3	17.3	34.333	300	300	0	19.551	1554200	5				49	1211;3164;4964	True;True;True	1232;3206;5022	1390;3640;5751	2212;2213;5744;5745;9194	2213;5745;9194		
O15145	O15145	2	2	2	Actin-related protein 2/3 complex subunit 3	ARPC3	sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3	1	2	2	2	14.6	14.6	14.6	20.546	178	178	0	16.763	824100	3				50	727;3525	True;True	742;3573	840;4060	1346;1347;6399	1347;6399		
O15260	O15260	2	2	2	Surfeit locus protein 4	SURF4	sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3	1	2	2	2	8.6	8.6	8.6	30.394	269	269	0	12.864	1353700	2				51	2510;3951	True;True	2545;4001	2905;4543	4612;7129	4612;7129		
O15355	O15355	1	1	1	Protein phosphatase 1G	PPM1G	sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1	1	1	1	1	6.8	6.8	6.8	59.271	546	546	0.0010471	6.848	1298800	2				52	4733	True	4790	5488	8709;8710	8710		
O15371	O15371	7	7	7	Eukaryotic translation initiation factor 3 subunit D	EIF3D	sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1	1	7	7	7	20.1	20.1	20.1	63.972	548	548	0	47.191	3067300	5				53	2096;3360;3412;4075;4234;5009;5049	True;True;True;True;True;True;True	2125;3407;3459;4126;4286;5068;5110	2421;3872;3935;4690;4912;5803;5850	3870;6084;6209;7372;7775;9276;9353	3870;6084;6209;7372;7775;9276;9353		
O15372	O15372	3	3	3	Eukaryotic translation initiation factor 3 subunit H	EIF3H	sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1	1	3	3	3	9.7	9.7	9.7	39.93	352	352	0	19.808	1390300	3				54	2615;3389;3459	True;True;True	2650;3436;3507	3022;3904;3989;3990	4804;6127;6291;6292	4804;6127;6291		
O15427	O15427	1	1	1	Monocarboxylate transporter 4	SLC16A3	sp|O15427|MOT4_HUMAN Monocarboxylate transporter 4 OS=Homo sapiens OX=9606 GN=SLC16A3 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	49.469	465	465	0.0010406	6.8019	241320	1				55	2724	True	2761	3147	4996	4996		
O15460	O15460	1	1	1	Prolyl 4-hydroxylase subunit alpha-2	P4HA2	sp|O15460|P4HA2_HUMAN Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1	1	1	1	1	3.7	3.7	3.7	60.901	535	535	0.0010834	7.0872	373610	1				56	3795	True	3843	4364	6858	6858		
O43143	O43143	7	7	7	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	sp|O43143|DHX15_HUMAN ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2	1	7	7	7	14.2	14.2	14.2	90.932	795	795	0	47.109	3240700	9				57	678;1149;1335;1378;2529;3682;4324	True;True;True;True;True;True;True	691;1168;1356;1399;2564;3730;4376	784;1315;1526;1574;2927;4238;5012	1258;1259;2081;2419;2493;4656;6669;6670;7938	1258;2081;2419;2493;4656;6670;7938		
O43169	O43169	2	2	2	Cytochrome b5 type B	CYB5B	sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3	1	2	2	2	30.7	30.7	30.7	16.694	150	150	0	16.599	1526200	4				58	1287;1733	True;True	1308;1760	1477;2002	2337;2338;3170;3171	2337;3171		
O43175	O43175	5	5	5	D-3-phosphoglycerate dehydrogenase	PHGDH	sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	1	5	5	5	11.3	11.3	11.3	56.65	533	533	0	35.105	1836600	7				59	643;1575;1771;2194;3270	True;True;True;True;True	655;1601;1798;2225;3316	745;1810;2041;2535;3761	1198;1199;2865;3228;4058;4059;5910	1199;2865;3228;4059;5910		
O43390	O43390	10	8	8	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	1	10	8	8	17.9	14.8	14.8	70.942	633	633	0	51.635	5411700	11				60	144;656;769;911;912;1530;1833;2700;4748;4809	False;True;True;True;True;False;True;True;True;True	146;669;784;928;929;1553;1860;2737;4805;4866	170;761;886;1052;1053;1740;1741;2116;3121;3122;5503;5577	271;1227;1412;1692;1693;2737;2738;2739;2740;2741;3367;4961;4962;4963;8731;8732;8886	271;1227;1412;1692;1693;2740;3367;4963;8731;8886		
O43399	O43399	2	2	2	Tumor protein D54	TPD52L2	sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2	1	2	2	2	12.1	12.1	12.1	22.237	206	206	0	18.134	728140	2				61	4272;4457	True;True	4324;4509	4958;5161	7857;8161	7857;8161		
O43488	O43488	1	1	1	Aflatoxin B1 aldehyde reductase member 2	AKR7A2	sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3	1	1	1	1	3.3	3.3	3.3	39.589	359	359	0.002809	5.8782	346110	2				62	897	True	914	1032	1660;1661	1660		
O43598	O43598	1	1	1	2-deoxynucleoside 5-phosphate N-hydrolase 1	DNPH1	sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1	1	1	1	1	9.8	9.8	9.8	19.108	174	174	0.0012121	8.891	973640	1				63	1347	True	1368	1539;1540	2436;2437	2436		
O43683	O43683	1	1	1	Mitotic checkpoint serine/threonine-protein kinase BUB1	BUB1	sp|O43683|BUB1_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Homo sapiens OX=9606 GN=BUB1 PE=1 SV=1	1	1	1	1	0.6	0.6	0.6	122.37	1085	1085	0.0087184	5.5069	1119900	1				64	2794	True	2832	3224	5100	5100		
O43684	O43684	4	4	4	Mitotic checkpoint protein BUB3	BUB3	sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	1	4	4	4	23.8	23.8	23.8	37.154	328	328	0	32.709	2189500	5				65	1023;1369;4274;4657	True;True;True;True	1041;1390;4326;4713	1178;1564;4960;5399	1878;1879;2472;7859;8524	1878;2472;7859;8524		
O43707;P35609;Q08043	O43707	26;7;7	26;7;7	14;0;0	Alpha-actinin-4	ACTN4	sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	3	26	26	14	42.4	42.4	27.6	104.85	911	911;894;901	0	214.25	33933000	42				66	27;192;321;468;636;773;886;1081;1153;1840;1871;1965;2033;2491;2940;3042;3097;3176;3324;3617;3903;4162;4196;4477;4531;4588	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	27;196;327;478;648;789;903;1099;1172;1867;1898;1993;2061;2525;2980;3082;3137;3218;3371;3665;3953;4214;4248;4529;4585;4643	31;229;377;378;551;738;891;1018;1240;1320;2123;2124;2158;2271;2349;2884;3389;3507;3567;3652;3830;4164;4485;4486;4805;4869;5183;5184;5252;5321	44;363;364;619;620;897;898;1189;1190;1420;1639;1969;2088;3376;3377;3378;3440;3627;3764;4582;4583;4584;5348;5544;5638;5639;5761;6025;6557;7036;7037;7038;7039;7579;7580;7706;7707;8195;8196;8301;8302;8411;8412	44;364;619;897;1190;1420;1639;1969;2088;3378;3440;3627;3764;4584;5348;5544;5639;5761;6025;6557;7038;7580;7706;8195;8302;8412		
O43747	O43747	2	2	2	AP-1 complex subunit gamma-1	AP1G1	sp|O43747|AP1G1_HUMAN AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5	1	2	2	2	3.9	3.9	3.9	91.35	822	822	0	17.983	843650	1				67	988;3333	True;True	1006;3380	1143;3842	1829;6041	1829;6041		
O43765	O43765	1	1	1	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	sp|O43765|SGTA_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1	1	1	1	1	4.2	4.2	4.2	34.063	313	313	0.0089606	5.6086	325600	2				68	4475	True	4527	5181	8192;8193	8192		
P56211;O43768	P56211;O43768	1;1	1;1	1;1	cAMP-regulated phosphoprotein 19;Alpha-endosulfine	ARPP19;ENSA	sp|P56211|ARP19_HUMAN cAMP-regulated phosphoprotein 19 OS=Homo sapiens OX=9606 GN=ARPP19 PE=1 SV=2;sp|O43768|ENSA_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1	2	1	1	1	9.8	9.8	9.8	12.323	112	112;121	0.00098425	6.3709	239850	1				69	4958	True	5016	5744	9185	9185		
O43776	O43776	5	5	5	Asparagine--tRNA ligase, cytoplasmic	NARS	sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1	1	5	5	5	14.1	14.1	14.1	62.942	548	548	0	40.436	4051100	8				70	1923;2393;2818;3207;4582	True;True;True;True;True	1950;2426;2858;3249;4637	2220;2221;2760;3256;3685;5315	3541;3542;3543;4393;5153;5800;8401;8402	3543;4393;5153;5800;8401		
O43795	O43795	1	1	1	Unconventional myosin-Ib	MYO1B	sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3	1	1	1	1	1.7	1.7	1.7	131.98	1136	1136	0.0010363	6.7529	187230	1				71	3321	True	3368	3827	6021	6021		
O43809	O43809	1	1	1	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	1	1	1	1	4	4	4	26.227	227	227	0.00096805	6.2354	597780	2				72	2614	True	2649	3021	4802;4803	4803		
O43847	O43847	1	1	1	Nardilysin	NRD1	sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3	1	1	1	1	0.7	0.7	0.7	131.7	1151	1151	0.0028599	6.0119	336160	1				73	2761	True	2798	3188	5050	5050		
O43852	O43852	3	3	3	Calumenin	CALU	sp|O43852|CALU_HUMAN Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2	1	3	3	3	15.2	15.2	15.2	37.106	315	315	0	19.489	4843600	4				74	851;855;4857	True;True;True	868;872;4915	983;987;5633	1594;1599;1600;8981	1594;1599;8981		
O60256	O60256	1	1	1	Phosphoribosyl pyrophosphate synthase-associated protein 2	PRPSAP2	sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1	1	1	1	1	4.6	4.6	4.6	40.925	369	369	0.00097561	6.2969	504640	2				75	330	True	337	389;390	637;638	637		
O60264	O60264	1	1	1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	SMARCA5	sp|O60264|SMCA5_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1	1	1	1	1	1.1	1.1	1.1	121.9	1052	1052	0.0010121	6.5779	617490	0				76	4593	True	4648	5326	8422	8422		
O60313	O60313	1	1	1	Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	OPA1	sp|O60313|OPA1_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3	1	1	1	1	1.4	1.4	1.4	111.63	960	960	0.0011377	7.7375	398330	1				77	1994	True	2022	2307	3697	3697		
O60341	O60341	1	1	1	Lysine-specific histone demethylase 1A	KDM1A	sp|O60341|KDM1A_HUMAN Lysine-specific histone demethylase 1A OS=Homo sapiens OX=9606 GN=KDM1A PE=1 SV=2	1	1	1	1	2.1	2.1	2.1	92.902	852	852	0.0010638	6.9344	550940	1				78	1993	True	2021	2306	3696	3696		
O60506	O60506	10	10	8	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2	1	10	10	8	20.7	20.7	17.7	69.602	623	623	0	79.129	8271800	19				79	144;624;768;875;1530;2699;2815;3361;4747;4808	True;True;True;True;True;True;True;True;True;True	146;636;783;892;1553;2736;2855;3408;4804;4865	170;725;884;885;1007;1740;1741;3119;3120;3252;3873;5502;5576	271;1169;1170;1408;1409;1410;1411;1626;2737;2738;2739;2740;2741;4959;4960;5148;6085;8729;8730;8885	271;1170;1410;1626;2740;4959;5148;6085;8730;8885		
O60610	O60610	1	1	1	Protein diaphanous homolog 1	DIAPH1	sp|O60610|DIAP1_HUMAN Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	141.35	1272	1272	0.00099502	6.4459	316810	1				80	2959	True	2999	3410	5380	5380		
O60664	O60664	6	6	6	Perilipin-3	PLIN3	sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	1	6	6	6	25.6	25.6	25.6	47.074	434	434	0	43.124	2681600	5				81	577;2030;3717;4073;4243;4727	True;True;True;True;True;True	589;2058;3765;4124;4295;4784	673;2346;4277;4687;4922;5482	1097;3759;6726;7369;7791;8701	1097;3759;6726;7369;7791;8701		
O60701	O60701	18	18	18	UDP-glucose 6-dehydrogenase	UGDH	sp|O60701|UGDH_HUMAN UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1	1	18	18	18	46	46	46	55.023	494	494	0	146.24	23168000	39				82	331;397;792;2015;2089;2124;2125;2201;2222;2462;3182;3372;3373;4592;4618;4762;5017;5128	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	338;404;808;2043;2118;2153;2154;2232;2253;2495;3224;3419;3420;4647;4673;4819;5076;5189	391;465;912;2330;2414;2451;2452;2542;2566;2845;3658;3886;3887;5325;5353;5521;5811;5941;5942	639;640;752;753;1450;1451;1452;1453;1454;3734;3735;3859;3860;3927;3928;4067;4068;4111;4112;4514;5768;5769;6101;6102;6103;8419;8420;8421;8457;8458;8764;8765;9286;9287;9494;9495;9496;9497;9498	639;753;1450;3735;3860;3927;3928;4068;4112;4514;5769;6101;6103;8419;8458;8765;9286;9495		
Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814	Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814	3;3;3;3;3;3;3;3;3	3;3;3;3;3;3;3;3;3	2;2;2;2;2;2;2;2;2	Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK	sp|Q99880|H2B1L_HUMAN Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 SV=3;sp|Q99879|H2B1M_HUMAN Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3;sp|Q99877|H2B1N_HUMAN Histone H2B type 1-N OS=Homo sapiens OX=9606 GN=H2BC15 PE=1 	9	3	3	2	19.8	19.8	7.9	13.952	126	126;126;126;126;126;126;126;126;126	0	29.292	20215000	14				83	261;1066;2404	True;True;True	265;266;1084;2437	310;311;312;313;1223;2775	503;504;505;506;507;508;509;510;511;512;1940;1941;4413;4414	507;1940;4414	3;4	60;63
O60841	O60841	1	1	1	Eukaryotic translation initiation factor 5B	EIF5B	sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4	1	1	1	1	1.6	1.6	1.6	138.83	1220	1220	0.0010893	7.2074	870760	2				84	2251	True	2282	2598	4155;4156	4155		
O60869	O60869	1	1	1	Endothelial differentiation-related factor 1	EDF1	sp|O60869|EDF1_HUMAN Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1	1	1	1	1	10.1	10.1	10.1	16.368	148	148	0.0010288	6.7135	177560	1				85	2227	True	2258	2571	4117	4117		
O60884	O60884	2	2	2	DnaJ homolog subfamily A member 2	DNAJA2	sp|O60884|DNJA2_HUMAN DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	1	2	2	2	9.5	9.5	9.5	45.745	412	412	0	16.931	2127500	3				86	927;2309	True;True	944;2341	1072;2662	1721;4261;4262	1721;4261		
O60888	O60888	1	1	1	Protein CutA	CUTA	sp|O60888|CUTA_HUMAN Protein CutA OS=Homo sapiens OX=9606 GN=CUTA PE=1 SV=2	1	1	1	1	15.1	15.1	15.1	19.116	179	179	0	10.877	0	1				87	4059	True	4110	4672	7345	7345		
O75083	O75083	8	8	8	WD repeat-containing protein 1	WDR1	sp|O75083|WDR1_HUMAN WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	1	8	8	8	27.1	27.1	27.1	66.193	606	606	0	54.235	5192500	11				88	148;1163;1230;2650;4090;4493;4799;4920	True;True;True;True;True;True;True;True	151;1182;1251;2686;4141;4545;4856;4978	177;1330;1411;3064;3065;4709;5202;5567;5701	286;2103;2244;2245;4869;4870;4871;7410;7411;8219;8873;9087	286;2103;2244;4869;7411;8219;8873;9087		
O75122	O75122	2	2	2	CLIP-associating protein 2	CLASP2	sp|O75122|CLAP2_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3	1	2	2	2	1.5	1.5	1.5	141.06	1294	1294	0.0012658	10.606	602390	1				89	2723;4459	True;True	2760;4511	3146;5164	4995;8166	4995;8166		
O75131	O75131	2	2	2	Copine-3	CPNE3	sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1	1	2	2	2	5.6	5.6	5.6	60.13	537	537	0	12.353	635220	2				90	3812;4790	True;True	3860;4847	4384;5557	6886;8855	6886;8855		
O75340	O75340	2	2	2	Programmed cell death protein 6	PDCD6	sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1	1	2	2	2	9.9	9.9	9.9	21.868	191	191	0	11.32	470100	2				91	2932;3890	True;True	2972;3940	3380;4470	5333;7007	5333;7007		
O75347	O75347	2	2	2	Tubulin-specific chaperone A	TBCA	sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3	1	2	2	2	17.6	17.6	17.6	12.855	108	108	0	11.981	664370	1				92	619;2544	True;True	631;2579	720;2942	1162;4680	1162;4680		
O75352	O75352	1	1	1	Mannose-P-dolichol utilization defect 1 protein	MPDU1	sp|O75352|MPU1_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens OX=9606 GN=MPDU1 PE=1 SV=2	1	1	1	1	7.3	7.3	7.3	26.638	247	247	0.0064576	5.7219	475660	1				93	480	True	490	563	913	913		
O75369	O75369	61	61	57	Filamin-B	FLNB	sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2	1	61	61	57	40.1	40.1	38.1	278.16	2602	2602	0	323.31	48904000	97				94	61;150;210;283;286;410;490;496;545;564;613;803;812;1031;1140;1307;1310;1387;1446;1660;1680;1710;1977;1986;2084;2086;2092;2249;2260;2536;2660;2753;2877;3043;3112;3482;3519;3541;3652;3678;3779;3973;3974;3975;4020;4111;4151;4439;4485;4644;4647;4675;4692;4739;4743;4746;4761;4921;5039;5089;5105	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	61;153;214;288;291;417;500;506;557;576;625;819;828;1049;1159;1328;1331;1408;1468;1686;1706;1737;2005;2014;2113;2115;2121;2280;2291;2571;2697;2790;2917;3083;3152;3530;3567;3589;3700;3726;3827;4024;4025;4026;4071;4163;4203;4491;4537;4700;4703;4731;4749;4796;4800;4803;4818;4979;5098;5099;5150;5166	70;179;249;337;340;478;574;580;638;659;714;929;938;1186;1305;1498;1501;1583;1649;1919;1920;1941;1977;1978;2287;2288;2299;2409;2411;2417;2596;2609;2934;3077;3178;3325;3508;3509;3584;4015;4054;4078;4204;4234;4344;4345;4346;4568;4569;4570;4623;4738;4792;5142;5194;5383;5387;5419;5440;5494;5498;5501;5519;5520;5702;5833;5834;5835;5891;5912	106;288;289;394;395;555;558;768;931;940;1045;1046;1047;1077;1153;1507;1508;1520;1889;2066;2370;2371;2375;2505;2609;2610;3051;3052;3053;3054;3081;3134;3135;3666;3667;3685;3854;3856;3863;3864;4153;4174;4175;4670;4671;4888;4889;4890;5036;5253;5254;5545;5546;5547;5664;6331;6391;6425;6426;6620;6621;6664;6665;6824;6825;6826;6827;7186;7187;7188;7189;7270;7466;7553;7554;8138;8211;8499;8500;8505;8506;8549;8587;8717;8718;8724;8728;8761;8762;8763;9088;9321;9322;9323;9324;9414;9450	106;288;394;555;558;768;931;940;1045;1077;1153;1508;1520;1889;2066;2370;2375;2505;2609;3054;3081;3134;3666;3685;3854;3856;3864;4153;4175;4671;4890;5036;5254;5546;5664;6331;6391;6425;6621;6664;6826;7187;7188;7189;7270;7466;7554;8138;8211;8499;8505;8549;8587;8717;8724;8728;8762;9088;9322;9414;9450	5	1803
O75390	O75390	3	3	3	Citrate synthase, mitochondrial	CS	sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2	1	3	3	3	7.7	7.7	7.7	51.712	466	466	0	20.134	1233300	4				95	592;1684;2344	True;True;True	604;1710;2377	691;1945;2701	1123;3086;3087;4312	1123;3086;4312		
O75436	O75436	2	2	2	Vacuolar protein sorting-associated protein 26A	VPS26A	sp|O75436|VP26A_HUMAN Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2	1	2	2	2	6.4	6.4	6.4	38.169	327	327	0	12.394	489270	2				96	2609;3687	True;True	2644;3735	3016;4243	4796;6675	4796;6675		
O75475	O75475	3	2	2	PC4 and SFRS1-interacting protein	PSIP1	sp|O75475|PSIP1_HUMAN PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1	1	3	2	2	8.1	6.6	6.6	60.103	530	530	0	12.062	1473700	1				97	1853;2867;3406	False;True;True	1880;2907;3453	2139;3311;3312;3924	3401;5230;5231;6155	3401;5230;6155		
O75494;Q8WXF0	O75494;Q8WXF0	2;1	2;1	2;1	Serine/arginine-rich splicing factor 10;Serine/arginine-rich splicing factor 12	SRSF10;SRSF12	sp|O75494|SRS10_HUMAN Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1;sp|Q8WXF0|SRS12_HUMAN Serine/arginine-rich splicing factor 12 OS=Homo sapiens OX=9606 GN=SRSF12 PE=2 SV=1	2	2	2	2	10.3	10.3	10.3	31.3	262	262;261	0	14.188	1336200	2				98	1528;4972	True;True	1551;5030	1738;5760	2735;9206	2735;9206		
P38159;O75526	P38159;O75526	1;1	1;1	1;1	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA-binding motif protein, X-linked-like-2	RBMX;RBMXL2	sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3;sp|O75526|RMXL2_HUMAN RNA-binding motif protein, X-linked-like-2 OS=Homo sapiens OX=9606 GN=RBMXL2 PE=1 SV=3	2	1	1	1	2	2	2	42.331	391	391;392	0.0028436	5.9798	398200	1				99	2332	True	2365	2688	4295	4295		
O75531	O75531	3	3	3	Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed	BANF1	sp|O75531|BAF_HUMAN Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	1	3	3	3	48.3	48.3	48.3	10.058	89	89	0	20.023	2159700	3				100	424;512;556	True;True;True	433;522;568	497;600;650	805;981;1065;1066	805;981;1065		
O75533	O75533	1	1	1	Splicing factor 3B subunit 1	SF3B1	sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	1	1	1	1	1.2	1.2	1.2	145.83	1304	1304	0.002849	5.9919	227330	1				101	3945	True	3995	4536	7117	7117		
O75607	O75607	1	1	1	Nucleoplasmin-3	NPM3	sp|O75607|NPM3_HUMAN Nucleoplasmin-3 OS=Homo sapiens OX=9606 GN=NPM3 PE=1 SV=3	1	1	1	1	12.9	12.9	12.9	19.343	178	178	0.0010858	7.1176	290030	1				102	4456	True	4508	5160	8160	8160		
