Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1,Reporter intensity 2,Reporter intensity 3,Reporter intensity 4,Reporter intensity 5,Reporter intensity 6,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
A0A0G2JXM5,DNA polymerase delta-interacting protein 3,Poldip3,2,8.7,44.264,401,0.00026399,6.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,10776;33136,56803;170294,60061
A0A0G2JXN8,Oxysterol-binding protein,Osbpl8 RGD1561474_predicted rCG_49035,4,5.0,101.16,888,0.00027352,7.3189,64909.0,67689.0,72624.0,59719.0,66516.0,78230.0,118030000.0,64,13114;24819;43825;46171,69018;128568;128569;128570;224787;224788;236844;236845;236846,73043
A0A0G2JXT8,Filamin B,Flnb,97,45.3,277.84,2602,0.0,323.31,6026800.0,6256500.0,6357100.0,5681200.0,6463100.0,7236900.0,21127000000.0,65,205;589;712;998;1024;1027;1207;1286;1501;1528;1707;1711;1992;2293;2964;3019;3729;3730;3751;4246;4633;4699;5026;5034;5046;5877;5890;6380;6441;6907;7188;8322;8325;12268;12721;13535;13881;13901;14729;14740;15191;15490;15500;15958;16275;16544;19023;19599;19849;20313;20956;21093;21144;23031;24339;24635;25498;26137;28372;30106;31151;33359;36473;36474;36476;36479;36835;36996;38290;38426;40402;40756;40955;41005;41284;41331;41417;41575;41751;42062;42111;42266;42452;42501;42670;42733;42734;42957;43244;43393;43414;43550;44187;44668;45161;45649;46088,1043;1044;1045;1046;1047;1048;1049;2905;2906;3589;3590;3591;3592;3593;3594;3595;3596;3597;5022;5023;5024;5136;5137;5138;5139;5145;5146;5147;5148;5149;6128;6129;6130;6131;6132;6577;6578;7790;7791;7929;7930;7931;7932;7933;7934;8919;8920;8921;8922;8940;8941;10469;11943;11944;11945;11946;11947;11948;15567;15568;15569;15570;15571;15889;15890;15891;19517;19518;19519;19520;19521;19522;19523;19684;22207;24197;24436;24437;24438;24439;25919;25920;25921;25922;25923;25924;25963;25964;26072;26073;26074;26075;26076;26077;30833;30834;30897;30898;30899;30900;30901;30902;33790;33791;33792;33793;33794;34078;34079;34080;36740;36741;36742;36743;36744;36745;36746;36747;36748;36749;38261;43984;43985;44001;44002;44003;64368;64369;64370;64371;66895;66896;66897;71143;71144;71145;72782;72783;72784;72785;72786;72787;72788;72789;72863;72864;72865;77005;77006;77007;77008;77009;77010;77011;77012;77013;77014;77069;77070;77071;77072;77073;79333;79334;79335;79336;79337;80940;80941;80942;81013;81014;81015;81016;81017;83477;83478;83479;83480;85220;85221;85222;85223;85224;86567;86568;86569;86570;86571;86572;99780;103042;103043;103044;103045;103046;103047;104358;104359;104360;104361;104362;104363;104364;104365;106933;106934;106935;106936;106937;110500;111191;111192;111193;111474;120317;126119;126120;126121;126122;126123;126124;127623;131846;135094;135095;135096;135097;135098;135099;135100;146266;146267;146268;146269;146270;155791;161073;161074;161075;161076;161077;171124;171125;171126;185462;185463;185464;185465;185466;185467;185468;185469;185470;185473;185474;185489;185490;185491;185492;187201;187202;187938;187939;194828;194829;194830;195605;195606;195607;195608;195609;195610;195611;206169;206170;206171;206172;208154;208155;208156;208157;208158;209258;209259;209260;209261;209262;209263;209533;209534;209535;209536;209537;210980;210981;210982;210983;210984;210985;210986;210987;210988;210989;211314;211315;211316;211770;211771;212688;212689;212690;212691;212692;212693;212694;212695;212696;213687;213688;213689;213690;213691;215492;215493;215684;215685;215686;216503;216504;216505;216506;216507;216508;216509;216510;216511;216512;216513;216514;216515;217608;217609;217610;217611;217612;217860;217861;217862;218959;219242;219243;219244;219245;219246;220379;221672;221673;221674;221675;221676;221677;222401;222402;222403;222404;222405;222406;222407;222408;222495;222496;222497;222498;222499;222500;223185;223186;223187;226522;226523;226524;228779;228780;231607;231608;231609;231610;231611;234191;234192;236436,1117
A0A0G2JY22,Disco-interacting protein 2 homolog B,Dip2b,4,3.6,170.99,1574,0.00027233,7.2013,13987.0,13110.0,15606.0,11560.0,14501.0,17785.0,29933000.0,67,6563;16353;31199;40303,34796;34797;85620;161314;205641,36761
A0A0G2JY80,Transducin (Beta)-like 1 X-linked (Predicted) (Transducin (beta)-like 1 X-linked),Tbl1x Tbl1x_predicted rCG_36479,4,2.5,56.802,527,0.0,42.644,146700.0,144860.0,139790.0,134960.0,144140.0,165900.0,197930000.0,69,35787;39911;41521;45439,182208;182209;203359;203360;212350;212351;212352;212353;233086;233087;233088,193045
A0A0G2JY81,Fibulin-1,Fbln1,6,11.7,77.023,695,0.0,24.049,8457.1,9194.4,10269.0,7116.4,11630.0,10924.0,40452000.0,70,4182;4875;5236;15038;17903;37883,21913;21914;25175;27109;78606;94051;94052;192653,23128
A0A0G2JYA4,Serine/threonine-protein phosphatase (EC 3.1.3.16),LOC100362453,12,6.8,35.523,309,0.0,116.9,684730.0,671980.0,750610.0,647940.0,687530.0,842290.0,2477100000.0,72,1737;4557;10439;14743;15807;23493;27074;31458;32758;33028;36452;45941,9043;23817;23818;55125;55126;55127;55128;55129;55130;55131;55132;55133;55134;55135;55136;55137;55138;55139;77095;77096;77097;77098;77099;82730;122108;122109;139703;139704;139705;139706;139707;139708;139709;139710;139711;162631;162632;168685;168686;168687;168688;168689;168690;168691;168692;168693;169871;169872;169873;169874;185392;185393;185394;185395;185396;235595;235596;235597;235598;235599;235600;235601;235602,9559
A0A0G2JYE0,Ataxin 2-like,Atxn2l,5,5.5,113.58,1078,0.0,11.557,104590.0,106730.0,149530.0,99656.0,123430.0,189310.0,249300000.0,73,13137;13890;19063;23204;30119;37135;40001,69105;69106;69107;69108;69109;69110;72828;72829;72830;72831;100005;100006;120941;120942;155861;188636;188637;188638;203814,73135
A0A0G2JYI7,Ubiquitin-associated protein 2,Ubap2,3,4.8,118.58,1135,0.00026969,6.923,250310.0,286090.0,280110.0,242680.0,286030.0,307630.0,4330800000.0,74,1915;11593;17732,10013;10014;10015;60780;60781;60782;93006;93007;93008;93009;93010;93011;93012,10588
A0A0G2JYJ5,Adaptor-related protein complex 5 subunit zeta 1,Ap5z1 AABR07035428.2,2,3.8,89.635,807,0.00023026,3.4549,2576.2,2775.5,2646.8,3667.5,3295.3,4180.4,10932000.0,75,10662;42953,56278;220361,59517
A0A0G2JYR4,LPS-responsive beige-like anchor protein,Lrba,28,13.3,319.72,2883,0.0,104.41,518160.0,483570.0,510440.0,483710.0,505760.0,556220.0,1238500000.0,77,3536;4005;5850;6117;8588;9193;9242;10141;11657;13170;18247;21068;24357;26718;26987;29566;31126;32512;32622;36853;37801;37951;38969;41182;41844;43562;44727;45901,18562;18563;18564;18565;20989;20990;20991;30654;32289;32290;32291;45462;45463;45464;48499;48500;48766;53770;61036;69289;69290;69291;69292;95892;95893;95894;111101;126255;126256;138068;138069;138070;139310;139311;139312;153029;160953;167498;168054;168055;168056;168057;168058;187274;187275;187276;192173;192174;192175;192176;192177;192178;192179;193041;193042;193043;193044;198640;198641;210474;210475;210476;214141;223228;229174;235433;235434;235435,19587
A0A0G2JYR5,Rho GTPase-activating protein 1,Arhgap1,8,20.5,58.487,512,0.0,34.99,434350.0,426060.0,483070.0,405500.0,436440.0,539720.0,688510000.0,78,1909;13730;23881;24673;31473;41340;44196;45709,9978;9979;9980;72077;72078;72079;123920;123921;123922;123923;127806;127807;127808;162688;211365;211366;211367;211368;226551;226552;226553;226554;234529;234530,10553
A0A0G2JYV2,Cleavage and polyadenylation-specific factor 1,Cpsf1,2,1.4,165.06,1481,0.00023057,3.4682,5487.8,4686.8,4702.2,4246.7,5139.0,6503.8,21624000.0,79,1162;5072,5899;26216,6227
A0A0G2JYZ9,Hypothetical protein LOC691083,LOC691083,2,12.1,24.992,223,0.0,14.555,177770.0,176950.0,179760.0,157070.0,168890.0,202930.0,283900000.0,81,45076;45298,231205;231206;231207;232275;232276;232277,245210
A0A0G2JZ38,Formin homology 2 domain-containing 1,Fhod1,4,5.3,128.57,1180,0.00027049,6.997,4264.9,3734.0,2447.3,3056.7,3362.0,3627.8,12948000.0,82,9932;24434;40909;43174,52655;126635;208997;208998;221392,55665
A0A0G2JZ48,"RCG56136, isoform CRA_a (TATA element modulatory factor 1)",Tmf1 rCG_56136,3,3.8,121.9,1093,0.00027122,7.0898,9049.2,8569.4,9298.3,8982.0,8997.7,12640.0,11926000.0,83,7389;37168;42807,39148;39149;39150;188816;219621,41386
A0A0G2JZ53,Baculoviral IAP repeat-containing 6,Birc6,16,5.0,539.42,4949,0.0,70.148,98799.0,95057.0,105230.0,97367.0,101720.0,125950.0,251660000.0,84,3903;6688;11744;13131;19376;19895;21675;25986;26739;27916;30587;36358;37887;38571;39557;42189,20467;35377;35378;61391;61392;61393;61394;69076;101819;101820;101821;104614;114307;114308;114309;114310;114311;134374;134375;134376;134377;138184;138185;143651;158078;158079;158080;184939;184940;184941;192663;196471;196472;201517;201518;201519;216076;216077;216078;216079;216080,21589
A0A0G2JZA7,hyaluronoglucosaminidase (EC 3.2.1.35),Cemip2 Tmem2,7,4.3,153.95,1383,0.0,9.7642,108720.0,117710.0,167530.0,100700.0,121700.0,182330.0,217220000.0,85,1192;4352;6500;20959;31466;36628;41868,6060;6061;6062;22773;22774;34415;34416;110511;110512;110513;162669;186181;186182;186183;214271;214272,6396
A0A0G2JZF6,"NADH:ubiquinone oxidoreductase complex assembly factor 2 (RGD1560158 (Predicted), isoform CRA_b)",Ndufaf2 RGD1560158_predicted rCG_44516,6,41.6,19.554,166,0.0,15.042,236540.0,229230.0,250410.0,228660.0,258680.0,297600.0,499370000.0,86,9186;9905;12045;38361;39461;46316,48462;48463;48464;48465;48466;52466;52467;62997;62998;195234;195235;201068;237727;237728;237729;237730;237731,51237
A0A0G2JZH0,Calcium-binding protein 39,Cab39,12,30.8,39.873,341,0.0,28.917,420080.0,414620.0,458210.0,388970.0,393000.0,516420.0,874510000.0,87,3626;13256;14094;25550;26104;26342;30280;38068;39606;41493;45374;46143,19067;69765;69766;69767;73821;73822;73823;73824;73825;132170;132171;132172;134953;134954;134955;134956;136079;136080;136081;156628;156629;193604;193605;193606;201739;201740;201741;212202;212203;232730;232731;236696;236697,20122
A0A0G2JZH4,Solute carrier family 35 member A1,Slc35a1,2,7.4,36.441,336,0.0,8.4048,15660.0,14224.0,14278.0,14968.0,14200.0,17432.0,61353000.0,88,3454;32245,18164;166265;166266;166267;166268;166269,19173
A0A0G2JZM9,Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4),Gnpnat1,3,19.6,22.572,204,0.0,13.922,422780.0,429740.0,401010.0,404880.0,386500.0,466390.0,1713599999.9999998,89,13497;29089;42298,70963;70964;70965;70966;70967;150087;216632;216633;216634;216635;216636;216637;216638;216639;216640;216641;216642;216643;216644;216645,75099
A0A0G2JZU8,ubiquitinyl hydrolase 1 (EC 3.4.19.12),Usp9y,11,4.1,292.65,2559,0.0,33.047,359600.0,361450.0,393590.0,340300.0,351390.0,454100.0,574860000.0,90,3565;12935;13888;15072;20603;26314;28433;31340;44623;45898;45953,18647;18648;18649;68085;68086;68087;68088;72821;72822;78758;108521;108522;108523;108524;108525;135997;135998;146557;146558;146559;146560;162069;228585;228586;228587;228588;235425;235653,19681
A0A0G2K014,Lymphocyte cytosolic protein 1,Lcp1,19,39.7,71.98,645,0.0,82.751,607480.0,584070.0,723660.0,558330.0,642600.0,741280.0,1711899999.9999998,91,2246;4383;9538;10158;14241;15002;17289;18842;19831;21201;21420;26615;27573;29465;29810;38169;41042;42687;42793;44025;44166;44694;46072,11659;11660;11661;11662;11663;11664;22937;22938;22939;22940;22941;22942;50440;50441;53880;53881;53882;53883;53884;53885;53886;53887;53888;74440;74441;74442;74443;74444;78430;78431;78432;90452;90453;90454;98860;98861;104267;111799;111800;111801;111802;111803;111804;113020;113021;137530;137531;137532;137533;142005;142006;142007;142008;142009;152489;154435;154436;194148;209721;209722;209723;209724;219027;219028;219029;219030;219031;219032;219033;219575;225780;225781;225782;226434;226435;228881;228882;228883;228884;228885;228886;228887;236348,12314
A0A0G2K047,"Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 3) (Acyl-CoA synthetase short-chain family member 3) (Propionate--CoA ligase) (EC 6.2.1.17)",Acss3,32,54.9,74.674,683,0.0,212.57,4099600.0,3829400.0,4201800.0,3800700.0,3845900.0,4627700.0,19169000000.0,92,149;150;3228;4475;4904;6457;7878;12343;15901;18317;19039;19270;19735;19878;22048;23352;23716;26179;26831;31910;33231;33409;36031;37141;38602;39003;39459;40889;42120;42981;43563;43946,775;776;777;778;779;780;781;782;16967;23316;23317;23318;23319;23320;23321;23322;23323;23324;23325;23326;23327;25314;25315;25316;25317;25318;34181;34182;34183;34184;34185;34186;34187;34188;34189;34190;34191;34192;34193;34194;34195;34196;34197;34198;41571;41572;41573;41574;41575;41576;41577;41578;41579;41580;41581;41582;41583;64863;64864;64865;64866;83139;83140;83141;83142;83143;96323;96324;96325;96326;99852;99853;99854;99855;99856;99857;99858;99859;99860;99861;99862;99863;99864;99865;99866;101202;101203;101204;101205;101206;101207;101208;101209;101210;101211;101212;103809;103810;103811;103812;103813;104532;104533;104534;104535;104536;115927;115928;115929;115930;115931;115932;115933;115934;121549;121550;121551;121552;121553;121554;121555;121556;121557;121558;121559;121560;123105;135278;135279;135280;138537;138538;138539;138540;138541;138542;138543;138544;164716;170665;170666;170667;171337;171338;171339;171340;171341;183399;183400;183401;183402;183403;188665;188666;196610;196611;196612;196613;196614;198776;201064;208877;208878;208879;208880;208881;208882;208883;208884;208885;215746;215747;215748;215749;220505;220506;220507;220508;220509;220510;220511;223229;223230;223231;223232;223233;223234;223235;223236;223237;225407;225408;225409,829
A0A0G2K059,Calcium uniporter protein,Mcu,8,32.6,37.602,331,0.0,43.826,637690.0,670850.0,667720.0,611610.0,630270.0,749930.0,1259300000.0,93,4773;6667;28188;32404;33275;39216;40458;40616,24814;24815;35264;35265;145143;166967;166968;166969;170816;170817;170818;170819;170820;199831;199832;199833;206461;206462;206463;207302;207303;207304;207305,26225
A0A0G2K089,DENN domain-containing 4C,Dennd4c,2,0.8,216.09,1951,0.0013363,2.9607,1109.5,1518.4,1477.0,1495.5,1584.0,1881.4,8562000.0,94,20494;25558,107890;107891;107892;132202,114414
A0A0G2K0I6,Cadherin-5 (Vascular endothelial cadherin),Cdh5,5,7.1,87.24,777,0.0,13.402,44398.0,45625.0,45678.0,42055.0,45616.0,53825.0,41022000.0,95,20117;21680;32551;40800;46181,105844;114320;114321;167760;208360;236901,112238
A0A0G2K0J0,Transcription elongation factor spt6,Supt6h,9,7.7,198.94,1725,0.0,22.963,72239.0,74437.0,84591.0,68628.0,80845.0,91667.0,175260000.0,96,125;8159;10836;12017;19359;20253;34313;42711;43227,658;43105;43106;43107;57080;57081;62864;101755;106624;175123;175124;219140;219141;219142;221587,705
A0A0G2K0L0,3'-phosphoadenosine 5'-phosphosulfate synthase 1,Papss1,6,12.2,70.754,624,0.0,17.442,100470.0,102870.0,134290.0,99117.0,102990.0,151590.0,110360000.0,97,5264;6247;14955;21825;30459;37890;38003,27243;33095;33096;33097;33098;78223;78224;78225;78226;114990;114991;114992;157501;192680;193318,28803
A0A0G2K0Q8,Sushi domain-containing 2,Susd2,2,3.0,90.702,825,0.00024869,4.9037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,5694;16404,29658;29659;29660;29661;85872,31318
A0A0G2K0Y2,"Insulin-like growth factor 2 mRNA-binding protein 3 (Insulin-like growth factor 2, binding protein 3)",Igf2bp3 rCG_52304,9,18.0,63.593,579,0.0,22.06,206250.0,169760.0,220100.0,204010.0,174040.0,276860.0,272070000.0,99,2538;19074;20937;21011;22523;26432;33567;38583;40172,13164;13165;100063;100064;100065;100066;100067;110403;110784;110785;118192;118193;136473;172017;172018;172019;196537;204907;204908,13888
A0A0G2K0Z9,"NOP14 nucleolar protein (Similar to 2610033H07Rik protein (Predicted), isoform CRA_b)",Nop14 RGD1305605_predicted rCG_36190,2,3.4,98.515,862,0.00025853,5.7224,8188.0,8351.1,10593.0,7648.9,7351.2,14698.0,24143000.0,100,13;10613,19;20;21;22;56008;56009,20
A0A0G2K160,AT hook-containing transcription factor 1,Ahctf1,7,4.0,255.18,2312,0.0,11.685,26985.0,28279.0,30284.0,23935.0,26012.0,34302.0,59377000.0,101,6562;10895;11540;12703;34661;35638;42988,34795;57423;60621;66810;176592;176593;181518;220532;220533,36759
A0A0G2K162,Erythrocyte membrane protein band 4.1-like 2,Epb41l2,21,27.5,115.97,1045,0.0,82.892,397130.0,381400.0,391540.0,380730.0,398530.0,490600.0,722750000.0,102,1182;6288;7380;10867;11317;12411;12438;12482;13818;14617;16507;21594;32037;35914;36775;39403;39886;40799;40926;43446;43511,6011;33335;33336;33337;39108;39109;39110;39111;57261;57262;57263;59589;59590;59591;65212;65350;65585;65586;72474;76374;76375;86374;113853;113854;113855;165277;182770;182771;186898;186899;200851;203184;203185;203186;208358;208359;209104;222654;222960;222961,6346
A0A0G2K189,"Secernin 3 (Secernin 3, isoform CRA_a)",Scrn3 rCG_27091,5,16.7,47.769,418,0.0,25.273,312660.0,312420.0,322870.0,293710.0,302160.0,355770.0,524010000.0,103,2475;12243;16663;24789;36572,12892;12893;12894;12895;12896;12897;64224;64225;64226;64227;87280;87281;128423;128424;128425;128426;185899;185900;185901;185902;185903;185904;185905,13609
A0A0G2K1A2,Myeloperoxidase,Mpo,4,9.2,80.969,719,0.0,13.929,50696.0,47782.0,76599.0,43965.0,56652.0,67342.0,126530000.0,104,14553;30967;43803;44409,76087;76088;76089;160122;160123;160124;224677;224678;224679;224680;224681;227595;227596,80592
A0A0G2K1A9,Nucleolar protein 11,Nol11,2,2.2,80.915,723,0.0002301,3.4455,6109.9,4909.2,5449.7,6330.7,5007.1,7333.5,19427000.0,105,3705;18319,19424;96330,20495
A0A0G2K1B0,"RCG20569, isoform CRA_b (Ribosome-binding factor A)",Rbfa rCG_20569,2,8.4,38.513,345,0.0056005,2.1065,21511.0,18863.0,19208.0,20531.0,20355.0,23238.0,52085000.0,106,6239;25909,33052;33053;33054;33055;133969,34924
A0A0G2K1B6,Nuclear factor 1,Nfix Nf1x,6,8.7,54.206,494,0.0,44.998,226020.0,229800.0,215740.0,217070.0,211320.0,243310.0,485390000.0,107,4028;8753;16058;23003;35624;35788,21095;21096;46287;84122;84123;84124;120189;120190;120191;120192;120193;181457;182210,22249
A0A0G2K1D2,Rap1 GTPase-GDP dissociation stimulator 1,Rap1gds1,7,13.7,65.945,607,0.0,45.792,85523.0,84716.0,84387.0,84457.0,79950.0,92785.0,199230000.0,108,6408;7197;8718;11009;11380;28778;37234,33951;33952;33953;38290;38291;46134;57934;59863;59864;59865;148259;189100,35880
A0A0G2K1E2,Integrin subunit alpha 5,Itga5,10,11.1,119.16,1098,0.0,30.568,279990.0,279500.0,283940.0,268190.0,295610.0,326750.0,519250000.0,109,1643;2282;5914;6437;14392;22483;34829;36156;37013;43409,8567;11903;11904;31012;31013;31014;31015;31016;34062;34063;34064;34065;34066;34067;75171;75172;75173;75174;118002;177450;177451;177452;184039;188004;188005;222470;222471,9055
A0A0G2K1E5,Symplekin scaffold protein,Sympk,6,6.6,141.91,1280,0.0,22.217,24897.0,23950.0,22659.0,22784.0,24538.0,30934.0,91306000.0,110,3821;8179;12308;24649;43680;43801,20007;20008;20009;43211;64644;127692;223932;223933;223934;224666;224667;224668,21107
A0A0G2K1F2,acetyl-CoA carboxylase (EC 6.4.1.2),Acacb,14,7.2,278.7,2476,0.0,44.666,245690.0,225540.0,214190.0,234360.0,242520.0,218530.0,450950000.0,111,1844;2764;4615;5676;7002;7753;8307;8535;8932;11079;13284;14517;15798;16011;18721;20177;21456;29025;29927;33683;37278;44281;46166,9644;9645;9646;14581;14582;14583;14584;24110;24111;29562;37301;40923;40924;43903;45173;45174;45175;45176;45177;45178;45179;45180;45181;47129;47130;47131;58266;69882;69883;69884;75944;75945;75946;75947;75948;75949;75950;75951;75952;75953;75954;82702;82703;83746;83747;98298;98299;106192;106193;106194;113229;113230;113231;113232;113233;113234;113235;113236;149665;149666;149667;149668;149669;149670;149671;155000;155001;155002;172639;172640;189291;189292;189293;189294;226939;226940;226941;236826;236827,10197
