Gene names,Reporter intensity 3 set1,Reporter intensity 2 set1,Reporter intensity 2 ,Protein names,Reporter intensity 1 set1,Intensity,Reporter intensity 1 set2,Reporter intensity 3 set2,Reporter intensity 4 set3,Reporter intensity 1 ,Reporter intensity 4 ,Reporter intensity 2 set3,Reporter intensity 2 set2,Reporter intensity 3 set3,Best MS/MS,Reporter intensity 3 ,Sequence coverage [%],Reporter intensity 1 set3,Evidence IDs,Reporter intensity 4 set2,Q-value,Mol. weight [kDa],Peptide IDs,Protein IDs,Razor + unique peptides,Score,Reporter intensity 4 set1,Sequence length
IGF2BP3 IMP3 KOC1 VICKZ3,124610.0,109920.0,174920.0,Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (IGF-II mRNA-binding protein 3) (KH domain-containing protein overexpressed in cancer) (hKOC) (VICKZ family member 3),99867.0,340150000.0,23877.0,29824.0,87118.0,181290.0,178050.0,74583.0,24140.0,92499.0,2398,215240.0,53.2,57552.0,2308;4317;4318;4319;4320;6048;6049;6050;6051;16757;16758;16759;16760;21360;21361;21362;21363;32900;32901;32902;39129;39130;39131;44869;44870;44871;44872;44873;44874;44875;44876;44877;46132;46133;46134;46135;46136;46137;46138;46222;48383;48384;48385;48386;48500;48501;48502;48503;50041;50042;50043;50044;50045;50178;50179;50180;51338;51339;51340;51341;51342;53687;53688;53689;54733;54734;54735;54736;54841;54842;54843;64086;64087;64513;64514;64515;69049;71397;71398;71399;71400;71401;71402;71403;71404;71405;71406;71407;71408;71409;77267;83745;83746;83747;83976;90721;90722;90723;94578;94579;94580;94581;94582;96125;96126;96127;96128;96129;96130;96131,25072.0,0.0,63.704,657;1257;1719;4736;6024;9449;11186;12794;13111;13135;13660;13703;14129;14170;14509;15148;15463;15503;18330;18431;19818;20502;22222;24295;24354;26313;27472;27838,O00425,25,115.3,107730.0,579
DNM1L DLP1 DRP1,15134.0,12981.0,11442.0,Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1),18142.0,53869000.0,5075.9,5279.1,10738.0,14589.0,11466.0,11210.0,4838.4,11490.0,2424,13567.0,29.3,12723.0,2334;28093;29546;31141;31142;31143;31144;31145;36855;36856;36857;41730;41731;41732;41733;46658;46659;46660;46661;46662;49744;69789;75241;81132;84231;84232;86767;91733,4582.6,0.0,81.876,664;8037;8453;8926;10544;11894;13258;14035;20036;21623;23562;24425;25191;26595,O00429,14,73.188,13245.0,736
RTCA RPC RPC1 RTC1 RTCD1,42956.0,43600.0,18470.0,RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1) (RTC domain-containing protein 1),30923.0,18661000.0,33490.0,49233.0,6712.6,23561.0,18423.0,14290.0,44758.0,15600.0,16328,22389.0,8.7,11036.0,15704;36388;36389;36390;36391;78119,26042.0,0.0,39.336,4460;10418;22481,O00442,3,6.1999,29275.0,366
GOLIM4 GIMPC GOLPH4 GPP130,17983.0,15802.0,0.0,"Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)",18058.0,13364000.0,0.0,744.1,5764.5,0.0,0.0,6519.4,818.36,6404.2,19840,0.0,9.1,6328.5,19082;19083;22865;59412;73916;78590;78591;78592;86139,737.88,0.0,81.879,5388;6450;16928;21252;22652;25019,O00461,6,10.932,15484.0,696
AGRN AGRIN,35046.0,32576.0,48097.0,Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)],30245.0,112240000.0,18577.0,20382.0,16777.0,30824.0,42201.0,20156.0,19905.0,20614.0,189,51922.0,21.0,17389.0,183;7966;7967;18978;18979;25928;25929;25930;25931;26879;26880;29952;29953;30399;34052;34053;37718;38846;39524;39525;40327;46519;46520;46521;46522;53854;53855;53856;53857;56617;59715;59716;59717;79249;80771;80895;80896;80897;82292;85567;85568;92787;92788;96232;96233;98544;100431;100432;102912;102913;103930;103931,17462.0,0.0,217.32,62;2263;5364;7379;7699;8561;8703;9779;10776;11109;11312;11534;13212;15213;16082;17038;22876;23449;23486;23879;24827;26933;27862;28450;28939;29633;29891,O00468,27,206.31,28953.0,2068
PLOD2,21807.0,20717.0,74277.0,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)",28353.0,116030000.0,6435.7,6571.9,10737.0,96123.0,67888.0,13386.0,6552.0,12222.0,1264,79875.0,23.9,16035.0,1216;1217;14165;21521;21522;21523;36117;36118;36119;36120;36121;36122;46632;50724;50725;50726;50727;50728;51922;51923;51924;52184;52185;52186;52187;57683;57684;57685;67328;67329;67330;82051;82052;103790;103791;103792;103793;107790;107791,6661.3,0.0,84.685,355;4050;6072;10347;13248;14352;14647;14714;16411;19352;23810;29858;31004,O00469,13,61.731,18785.0,737
NDUFA4,103020.0,85170.0,40636.0,Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit),81710.0,104050000.0,19260.0,25786.0,21596.0,30233.0,32913.0,19380.0,21202.0,21848.0,34919,45043.0,55.6,19108.0,33589;33590;33591;33592;33593;33594;57942;57943;61314;61315;61316;61317;61318;61319;61320;73995;73996;73997;73998;73999;74000;77476;77477,23096.0,0.0,9.3697,9643;16508;17480;21271;22292,O00483,5,9.8486,90907.0,81
PSMD14 POH1,37975.0,33308.0,14955.0,26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1),34592.0,96688000.0,13303.0,17012.0,8913.0,12853.0,16025.0,7783.0,15572.0,9417.5,9709,16566.0,42.9,8682.9,9322;9323;9324;9325;9326;9452;9453;9454;9455;9456;9457;9458;25406;43574;43575;43576;43577;43578;60880;60881;62141;62142;88132;98964;98965;98966;98967,13640.0,0.0,34.577,2655;2686;7204;12417;17379;17731;25596;28563,O00487,8,56.562,33250.0,310
KPNA3 QIP2,5016.9,4629.9,6838.7,Importin subunit alpha-4 (Importin alpha Q2) (Qip2) (Karyopherin subunit alpha-3) (SRP1-gamma),5096.3,82468000.0,0.0,0.0,1158.0,7473.5,6170.9,1382.8,0.0,1212.6,7980,7805.6,30.5,928.15,7661;7662;9652;16787;17293;17294;17295;17296;17297;19135;46361;46362;46363;46364;46365;46366;46367;53391;53392;53393;53394;63965;63966;74260;74261;75541;75542;75543;75544;75545,0.0,0.0,57.81,2172;2733;4741;4911;5401;13172;15046;18285;21345;21703,O00505,10,83.04,4253.7,521
LAD1 LAD,32973.0,27803.0,46939.0,Ladinin-1 (Lad-1) (Linear IgA disease antigen) (LADA),27737.0,146250000.0,13801.0,14375.0,42184.0,50908.0,45666.0,38343.0,13657.0,43809.0,39966,54811.0,36.4,37413.0,38448;38449;38450;38451;38452;39658;39659;39660;39661;49991;49992;49993;53439;53440;53703;53704;53705;65193;65194;65195;65196;65246;65247;65248;65249;65250;65251;73718;73719;74819;74820;74821;74822;74823;79457;85895;85896;85897;85898;91670;92982;92983;92984,13213.0,0.0,57.13,11001;11346;14113;15064;15153;18657;18687;21193;21505;22948;24936;26577;26990,O00515,13,119.17,29275.0,517
PES1,22988.0,20187.0,37010.0,Pescadillo homolog,21067.0,47755000.0,6138.8,9430.0,13459.0,42888.0,38785.0,14731.0,7321.0,15996.0,3716,44608.0,17.2,14392.0,3574;3575;3576;31521;31522;31523;31524;37704;37705;51299;51300;58161;59607;59608;59609;104297,7442.2,0.0,68.002,1034;9038;10771;14500;16559;17004;29999,O00541,7,27.152,20656.0,588
SDCBP MDA9 SYCL,19107.0,19079.0,3852.1,Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1),20181.0,28286000.0,0.0,0.0,0.0,5343.8,5203.1,0.0,0.0,0.0,18055,5055.8,33.2,0.0,17354;30470;71139;83617;83618;83619;85064;85065;99440;99441,0.0,0.0,32.444,4932;8718;20432;24256;24684;28648,O00560,6,58.265,18582.0,298
MPHOSPH10 MPP10,9547.1,7921.4,30266.0,U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10),7887.7,85523000.0,16264.0,21232.0,4499.0,29696.0,29062.0,5754.3,19277.0,5215.7,9299,33630.0,23.9,5098.3,8924;8925;8926;47428;56171;56172;56173;56174;58683;58684;58685;58686;58687;66588;67371;67372;67373;67374;69348;88473;88474;88475;88476;103060;103061;103062;104186,22509.0,0.0,78.863,2536;13429;15936;16706;19131;19369;19921;25683;29671;29672;29971,O00566,11,58.331,7308.2,681
NOP56 NOL5A,88671.0,80245.0,130580.0,Nucleolar protein 56 (Nucleolar protein 5A),71641.0,223810000.0,23936.0,27897.0,33094.0,150260.0,114890.0,35505.0,25133.0,40841.0,20591,138160.0,47.0,28689.0,19804;19805;19806;19807;21252;21253;21254;21255;21352;24888;24889;24890;24891;24892;28166;28167;28168;28169;28170;32669;32670;38681;38682;45301;45302;45303;45304;45305;45306;45307;47919;47920;47921;57563;57564;57565;57566;57567;57568;59526;59527;61812;61813;61814;63570;63571;66507;66508;66509;71153;71154;71155;71156;71157;71158;77727;82781;82782;87460;100343;100344;100345;104181;104182;108150;108151;108152;108153;108154;108155;108156,25269.0,0.0,66.049,5580;6000;6020;7036;7037;8054;9379;11061;12917;13571;16385;16968;17640;18155;19102;20438;22367;24019;25388;28911;29969;31121,O00567,22,143.37,79174.0,594
DDX3X DBX DDX3,227760.0,195860.0,188090.0,"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)",204020.0,519380000.0,98885.0,127390.0,197180.0,183680.0,218200.0,188530.0,107870.0,217790.0,14553,227180.0,61.5,189870.0,14006;14007;15003;15004;15005;15006;15129;15130;15131;15132;15133;15134;15135;16826;16827;16828;17186;17315;17316;24244;24245;33720;34356;34357;34358;36026;37963;37964;37965;37966;37967;44232;44233;44356;44357;44358;44359;44360;44361;51837;51838;51839;51840;51841;54018;54019;54020;59820;59821;59822;59823;59824;59825;59826;70585;70586;70587;70588;76907;76908;76909;76910;78959;78960;79603;81918;82737;82738;82739;82740;82741;82742;82743;83563;83564;85716;85717;85718;85719;85720;85721;85722;88386;88387;88388;88389;98487;98488;98489;98490;98491;98624;98625;98626;98627;98628;98629;98630;98631;102381;102382;104348;104349;104350;104351;104693;104694;107260;107261;107262;107913;107914;107915,112600.0,0.0,73.243,4004;4292;4331;4759;4878;4916;6846;9680;9863;10323;10870;12601;12640;14623;15265;17078;20248;22121;22781;22996;23772;24004;24238;24873;25662;28436;28474;29465;30013;30126;30857;31040,O00571,32,212.56,202790.0,662
RNASET2 RNASE6PL,6427.8,6080.6,0.0,Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6),4936.7,19060000.0,9689.0,12677.0,4494.6,0.0,0.0,4927.8,10940.0,5487.9,25293,0.0,10.2,4285.1,24302;24303;24304;24305;24306;61070;61071;61072;61073,12482.0,0.0,29.48,6864;17417,O00584,2,8.5246,5172.2,256
PIR,15667.0,14051.0,0.0,"Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)",14763.0,13053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13640,0.0,14.8,0.0,13119;26397;82081;92821,0.0,0.0,32.113,3739;7527;23822;26946,O00625,4,7.3903,13379.0,290
KPNA4 QIP1,0.0,0.0,0.0,Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4),0.0,20550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10050,0.0,27.6,0.0,9651;19135;46236;46237;46238;46239;63965;63966;69311;74260;74261;75517;75518;102221;102222,0.0,0.0,57.886,2732;5401;13140;18285;19906;21345;21699;29413,O00629,5,25.239,0.0,521
PPP6C PPP6,0.0,0.0,0.0,"Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed]",0.0,6128100.0,15876.0,19974.0,0.0,0.0,0.0,0.0,18100.0,0.0,7316,0.0,17.4,0.0,7018;33803;33895;107808;107809,19080.0,0.0,35.144,1988;9703;9735;31010,O00743,4,9.9198,0.0,305
CES2 ICE,33389.0,28957.0,26948.0,Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56),31033.0,141480000.0,31882.0,37984.0,20695.0,28886.0,25151.0,22481.0,32860.0,26164.0,1677,30513.0,26.7,20491.0,1617;1618;1619;7260;7261;7262;7263;7264;20076;20077;20078;20079;20080;25361;29430;29431;29432;29433;29434;32897;32898;32899;43763;43764;43765;43766;43767;50190;50191;84155;84156;84157;84158;93790;105371;105372,32586.0,0.0,61.806,469;2063;5646;7187;8426;9448;12477;14173;24396;27256;30348,O00748,11,45.171,29560.0,559
MAN2B1 LAMAN MANB,4985.7,4683.6,0.0,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide],4041.8,4431100.0,9163.8,13564.0,0.0,0.0,0.0,0.0,11958.0,0.0,71645,0.0,1.6,0.0,68309;68310;104683,12753.0,0.0031117,113.74,19631;30120,O00754,2,2.7436,4980.3,1011
UBE2C UBCH10,18909.0,13717.0,9515.6,Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C),8012.9,18768000.0,2723.6,4562.0,3795.5,9731.1,9021.0,3927.1,3724.7,4866.1,56472,11830.0,20.1,3186.5,54021;54022;54023;54024;66616;66617;107842,3869.2,0.0,19.652,15266;19138;31018,O00762,3,8.4287,14998.0,179
PDXK C21orf124 C21orf97 PKH PNK PRED79,0.0,0.0,0.0,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),0.0,29653000.0,0.0,0.0,3817.1,0.0,0.0,3733.8,0.0,4937.9,41594,0.0,24.7,5026.5,40030;40031;40032;40033;40034;40035;47510;68817;104117;104118,0.0,0.0,35.102,11452;13458;19747;29945,O00764,4,30.654,0.0,312
SCD FADS5 SCD1 SCDOS,106310.0,82730.0,50561.0,Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase),56600.0,131340000.0,19395.0,29850.0,7651.4,39079.0,61983.0,7032.4,22056.0,8444.3,14611,70760.0,18.7,6289.7,14062;23833;32572;32573;32574;32575;32576;32577;32578;32579;32580;40625;40626;40627;40628;40629;40630;40631;40632;40633;40634;75847;75848;75849;90310,24627.0,0.0,41.522,4019;6728;9351;11613;21785;26202,O00767,6,56.889,89509.0,359
ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,7367.0,7134.1,0.0,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",7380.2,17660000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14821,0.0,5.1,0.0,14256;14257;23184;23185;46960;46961;66571;85383;96518,0.0,0.0,242.04,261;4073;6538;13328;19124;24785;27925,O14497,7,31.645,7025.6,2285
TXNDC9 APACD,0.0,0.0,0.0,Thioredoxin domain-containing protein 9 (ATP-binding protein associated with cell differentiation) (Protein 1-4),0.0,3894300.0,11558.0,11754.0,2824.1,0.0,0.0,2792.8,11613.0,3337.7,45026,0.0,8.0,3392.8,43269;100063;100064;100065,10808.0,0.0,26.534,12316;28823,O14530,2,4.4623,0.0,226
COX7A2L COX7AR COX7RP,19579.0,9080.6,12827.0,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1)",9827.3,31472000.0,6408.5,7493.0,3212.6,0.0,12760.0,2983.8,5616.7,4152.5,1637,14376.0,48.2,0.0,1579;1580;1581;57825;57826;57827;57828;67625;67626;67627;67628;67629,5781.3,0.0,12.615,462;16469;19438,O14548,3,17.855,16832.0,114
NDUFAB1,35512.0,32676.0,29750.0,"Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)",51493.0,58661000.0,8155.7,6551.7,11774.0,41591.0,26078.0,11792.0,6783.3,14262.0,67292,31301.0,21.2,19263.0,64145;64146;64147;64148;64149;66966;66967;68934;68935;68936,6235.4,0.0,17.417,18355;19245;19788,O14561,3,9.063,30742.0,156
UBFD1 UBPH,53805.0,44868.0,93680.0,Ubiquitin domain-containing protein UBFD1 (Ubiquitin-binding protein homolog),35033.0,582860000.0,35220.0,69214.0,35076.0,69352.0,107120.0,39144.0,59343.0,41166.0,2425,114710.0,44.3,37153.0,2335;2336;10807;10808;10809;10810;10811;10812;10813;32126;32127;32128;32129;32130;37813;37814;37815;37816;37817;37818;40386;40387;40388;47505;47506;47507;47508;47509;49529;49530;49531;49532;49533;49534;49535;49536;49537;49538;49539;49540;59813;59814;59815;59816;59817;59818;59819;65276;65277;89593;89594;89595,52081.0,0.0,33.382,665;3096;9217;10815;11557;13457;13969;17077;18697;26021,O14562,10,69.556,46678.0,309
COPE,16570.0,14102.0,14226.0,Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP),14621.0,113020000.0,0.0,0.0,7110.8,12715.0,18745.0,8326.7,0.0,8379.0,7371,16843.0,35.7,7633.6,7068;7069;7070;7071;7072;17104;17105;17106;17107;25535;30828;30829;30830;53907;53908;53909;59151;59152;59153;65527;65528;68280;71690;71691;71692;71693,0.0,0.0,34.482,2001;4857;4858;7244;8816;15230;16854;18769;19624;20588,O14579,10,62.882,12264.0,308
AP3D1 PRO0039,27936.0,22457.0,5573.0,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin),24687.0,69022000.0,8932.8,14164.0,12434.0,6129.2,4925.2,13919.0,11315.0,15145.0,5468,6257.0,20.5,13389.0,5244;5245;5246;5247;5248;5249;5250;5273;5274;14878;14879;14880;18297;18298;18299;26028;38831;48886;54168;54169;56277;59467;63327;65200;68902;68903;68904;68905;72048;72049;72050;72718;103422;103423;107700,11846.0,0.0,130.16,1506;1507;1514;4258;5201;7420;11104;13808;15306;15977;16949;18074;18661;19776;20679;20892;29767;30973,O14617,18,85.389,22589.0,1153
CCS,0.0,0.0,0.0,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),0.0,7957300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40362,0.0,15.0,0.0,38833;38834;38835;84700,0.0,0.0,29.04,11106;24566,O14618,2,17.415,0.0,274
DVL2,7196.2,6171.2,0.0,Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2),6199.4,10260000.0,0.0,0.0,5810.3,0.0,0.0,6040.8,0.0,6499.5,4118,0.0,5.2,6181.5,3950;3951;13935;13936;13937;36088;36089,0.0,0.0,78.947,1146;3984;10338,O14641,3,10.638,6279.7,736
CHD2,19403.0,19801.0,22711.0,Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2),20913.0,3967300000.0,20938.0,20779.0,14320.0,17682.0,17604.0,15254.0,23400.0,16339.0,16912,23600.0,1.0,16997.0,16237;50756;50757;50758;50759;50760,20648.0,0.0063413,211.34,4582;14355,O14647,2,2.2722,14990.0,1828
GOSR2 GS27,3733.8,3196.0,0.0,Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin),3779.7,2911600.0,0.0,0.0,1802.4,0.0,0.0,1927.0,0.0,1654.8,73004,0.0,9.9,1633.5,69618;69619;105997,0.0,0.0,24.775,20002;30534,O14653,2,5.1112,3426.7,212
TOR1A DQ2 DYT1 TA TORA,0.0,0.0,0.0,Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A),0.0,42561000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15123,0.0,8.4,0.0,14538;14539;54793;54794;54795,0.0,0.00030248,37.808,4158;15482,O14656,2,4.021,0.0,332
ADAM10 KUZ MADM,1862.8,1754.7,0.0,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),2291.9,2796000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80124,0.0,4.1,0.0,76518;91329,0.0,0.0,84.141,21999;26472,O14672,2,7.0933,1848.2,748
PDCD5 TFAR19,28216.0,23720.0,62488.0,Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19) (Protein TFAR19),20113.0,85290000.0,749.2,1215.8,20618.0,60273.0,59789.0,20058.0,997.89,21956.0,9949,70787.0,59.2,18706.0,9551;9552;42803;42804;42805;42806;42807;42808;57239;57758;66666;74772;74773;74774;102464;102465;102466;102467;102468;102469;102470;102471;102710,916.0,0.0,14.285,2707;12180;16276;16439;19156;21491;29498;29499;29569,O14737,9,20.727,24204.0,125
PRMT5 HRMT1L5 IBP72 JBP1 SKB1,97537.0,89257.0,68803.0,"Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]",80518.0,326190000.0,42075.0,51207.0,41369.0,72665.0,77872.0,44284.0,45294.0,51727.0,575,81835.0,33.9,43838.0,554;555;556;557;558;11750;11751;11752;11753;11754;15156;15157;15158;15159;15160;18512;18513;18514;18515;18516;18517;18518;21526;21527;21528;21529;21530;21531;21532;23687;23688;23689;23690;23691;28951;39429;61694;66758;66759;77085;77086;77087;77088;77089;81671;101748;101749;101750;101751;101752;101753;101754;101755;101756;101757;101758;104464;104465;104466;108737;108738;108739;108740;108741;108742;108743,49652.0,0.0,72.683,170;171;3338;4338;5263;6075;6677;8282;11275;17593;19182;22177;23698;29285;30045;31293,O14744,16,121.55,86395.0,637
NHERF1 NHERF SLC9A3R1,143120.0,124680.0,146230.0,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),132020.0,634720000.0,85325.0,97963.0,86643.0,144710.0,148880.0,87083.0,88808.0,97079.0,7719,167390.0,65.9,86770.0,7408;7409;7410;7411;7412;19194;19195;19196;19197;19198;19199;19611;19612;19613;19614;19615;19616;19617;19618;19619;27498;27499;27500;27501;27502;27503;39432;39433;39541;39542;39543;39544;39545;39546;39547;51853;51854;51855;51856;51857;51858;54339;54340;54341;54342;54343;54344;64104;64105;64106;64107;64108;64109;64110;64111;64112;64113;64114;67998;67999;68000;68001;68002;68003;68004;68005;68006;68022;68023;68024;68025;68026;68027;68028;68029;68030;68031;68032;68033;68034;68035;68036;77330;77331;77332;79707;80742;80743;80744;80745;81114;87611;87612;87613;87614;87615;87616;87617;87618;87619;87620;87621;99433;99434,88814.0,0.0,38.868,2099;5419;5526;5527;7878;11277;11315;14628;15353;18337;18338;18339;19542;19550;19551;22245;23026;23442;23553;25448;28646,O14745,21,286.4,128080.0,358
TPP1 CLN2 GIG1 UNQ267/PRO304,26041.0,21200.0,7011.2,Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I),22841.0,41623000.0,6020.3,7668.0,5515.3,5782.4,6429.1,4309.5,6945.9,6033.7,10746,7545.9,21.7,3726.8,10303;10304;10305;38687;49102;60119;60120;60121;69137;69138;69139;101431;101687;101688;103865,6759.0,0.0,61.247,2932;11066;13880;17179;19857;29201;29267;29876,O14773,8,47.045,20918.0,563
TCERG1 CA150 TAF2S,16379.0,13487.0,19283.0,Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150),16685.0,34781000.0,13088.0,19543.0,20992.0,21879.0,17385.0,16563.0,15460.0,18884.0,20439,21185.0,6.6,16581.0,19658;20923;20924;20925;20926;20927;26635;26636;26637;60227;62206;91730;91731;91732;107750;107751,19886.0,0.0,123.9,5541;5890;7618;17216;17755;26594;30993,O14776,7,17.463,24298.0,1098
TNPO2,1930.6,1961.4,1942.4,Transportin-2 (Karyopherin beta-2b),3192.5,7496400.0,6410.1,9250.2,2834.4,1763.1,1879.8,2763.0,8714.2,2675.3,17980,2123.0,8.6,4030.6,17281;17282;17283;17284;34819;61562;62812;64287;78958,8936.1,0.0,101.39,4908;10001;17547;17925;18384;22780,O14787,3,14.586,1871.9,897
POLR3A,28961.0,22736.0,0.0,DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160),19326.0,18028000.0,3413.6,6822.1,12385.0,0.0,0.0,10830.0,5382.5,13845.0,7755,0.0,5.5,11486.0,7446;7447;22219;45380;45381;45382;51527;64084;64085;65188,8135.4,0.0,155.64,2113;6275;12935;14543;18329;18652,O14802,6,15.213,28793.0,1390
