Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1 1st,Reporter intensity 1 2nd,Reporter intensity 1 3rd,Reporter intensity 2 1st,Reporter intensity 2 2nd,Reporter intensity 2 3rd,Reporter intensity 3 1st,Reporter intensity 3 2nd,Reporter intensity 3 3rd,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
O00743,"Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed]",PPP6C PPP6,7,34.4,35.144,305,0.0,23.374,121860.0,139860.0,103250.0,135460.0,143670.0,90795.0,103250.0,117130.0,73380.0,876100000.0,155,1430;7138;7162;9624;14843;16904;18774,6612;6613;6614;6615;6616;6617;6618;6619;34112;34113;34114;34115;34116;34117;34118;34119;34120;34121;34122;34223;47076;47077;71231;80497;80498;80499;89148,6840
O00754,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide],MAN2B1 LAMAN MANB,12,18.5,113.74,1011,0.0,66.167,302590.0,293310.0,269990.0,293100.0,230990.0,239300.0,234080.0,190370.0,210810.0,1115800000.0,156,1787;1857;2734;3121;4017;5451;5710;9128;11157;13080;13154;14292,8364;8365;8366;8683;8684;8685;8686;8687;8688;8689;8690;8691;8692;8693;8694;8695;8696;12959;14824;14825;14826;19284;26095;26096;26097;26098;26099;26100;26101;26102;26103;26104;26105;26106;27278;27279;27280;27281;27282;44151;44152;54366;54367;54368;54369;63332;63333;63334;63335;63336;63337;63338;63339;63340;63341;63610;63611;63612;63613;69007;69008,8691
O00764,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),PDXK C21orf124 C21orf97 PKH PNK PRED79,5,37.8,35.102,312,0.0,76.384,98328.0,111390.0,90878.0,94596.0,88897.0,75169.0,88636.0,92139.0,73917.0,910180000.0,157,2836;8953;13672;18300;18896,13365;13366;13367;13368;43365;43366;43367;43368;43369;43370;43371;43372;43373;43374;43375;43376;43377;43378;43379;43380;43381;66047;66048;87049;87050;87051;87052;89701;89702;89703;89704;89705;89706;89707;89708;89709;89710;89711;89712,13874
O14497,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,4,2.2,242.04,2285,0.0,15.115,7229.2,3812.7,5558.4,7675.3,4220.1,6414.7,7794.9,3497.0,4656.4,25407000.0,158,5483;9600;9766;13339,26221;26222;46937;47735;47736;47737;64391,27075
O14562,Ubiquitin domain-containing protein UBFD1 (Ubiquitin-binding protein homolog),UBFD1 UBPH,2,14.2,33.382,309,0.0,9.8064,23957.0,12090.0,0.0,17994.0,12514.0,0.0,15951.0,9674.9,0.0,131710000.0,160,9070;13054,43866;63226;63227,45285
O14579,Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP),COPE,7,31.8,34.482,308,0.0,69.541,145850.0,159610.0,95790.0,166030.0,166920.0,107030.0,119290.0,111490.0,76225.0,632740000.0,163,1449;3637;3638;6674;11266;13121;16568,6679;17318;17319;17320;31914;31915;31916;31917;54835;54836;54837;54838;54839;63506;78886;78887;78888;78889;78890;78891;78892;78893;78894;78895;78896;78897;78898;78899;78900,6904
P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal (eIF-1A X isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)",EIF1AX EIF1A EIF4C,4,38.2,16.46,144,0.0,10.618,172670.0,34504.0,107070.0,219840.0,50836.0,159450.0,141040.0,26362.0,93193.0,240380000.0,164,4362;5453;8274;10582,20932;20933;20934;20935;20936;26112;26113;26114;40083;40084;51731;51732,21664
O14617,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin),AP3D1 PRO0039,11,14.7,130.16,1153,0.0,55.387,76352.0,118920.0,52374.0,72827.0,100250.0,50952.0,59852.0,82961.0,43025.0,444170000.0,165,3154;3294;3895;5096;6512;8547;9251;9795;11968;13006;19412,14951;15538;15539;15540;15541;15542;15543;18570;18571;18572;18573;18574;18575;18576;18577;18578;18579;24338;24339;31097;41358;41359;44793;47910;58027;63015;63016;63017;63018;92089;92090;92091,15471
O14656,Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A),TOR1A DQ2 DYT1 TA TORA,2,7.2,37.808,332,0.0,6.1902,116870.0,96756.0,78660.0,111640.0,76189.0,61607.0,90218.0,66129.0,59334.0,266010000.0,168,3068;9549,14562;14563;46605;46606;46607;46608;46609;46610,15080
O14672,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),ADAM10 KUZ MADM,2,5.5,84.141,748,0.0,13.775,38510.0,44575.0,0.0,27621.0,37819.0,0.0,21870.0,28062.0,0.0,68251000.0,170,7957;18161,38453;38454;38455;86445,39687
O14744,"Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]",PRMT5 HRMT1L5 IBP72 JBP1 SKB1,6,16.8,72.683,637,0.0,81.691,163810.0,136760.0,109480.0,177760.0,153000.0,129130.0,142040.0,112160.0,97491.0,1127900000.0,175,2460;3223;3946;8755;18485;18955,11580;11581;15209;15210;15211;15212;15213;15214;15215;15216;15217;15218;15219;15220;15221;18898;18899;18900;18901;18902;18903;18904;42402;87927;87928;87929;87930;87931;87932;90017;90018;90019,12030
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),SLC9A3R1 NHERF NHERF1,3,14.8,38.868,358,0.0,25.938,76588.0,21086.0,17980.0,65784.0,16854.0,16072.0,58841.0,16948.0,13066.0,148660000.0,176,1552;8801;12714,7257;7258;7259;42585;61543;61544;61545,7500
O14773,Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I),TPP1 CLN2 GIG1 UNQ267/PRO304,3,10.5,61.247,563,0.0,38.986,19795.0,44601.0,9937.8,21616.0,39660.0,11402.0,19250.0,34741.0,9536.1,316680000.0,177,2179;13729;18458,10220;66283;87787;87788;87789;87790;87791;87792;87793;87794;87795;87796;87797,10612
O14776,Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150),TCERG1 CA150 TAF2S,6,6.7,123.9,1098,0.0,29.91,157840.0,194830.0,149510.0,167890.0,199290.0,166290.0,126100.0,151790.0,126440.0,835350000.0,178,1017;4176;4438;8771;8772;15489,4480;4481;4482;19998;19999;20000;20001;21314;21315;21316;21317;42453;42454;42455;42456;42457;42458;42459;42460;73985;73986,4625
O14787,Transportin-2 (Karyopherin beta-2b),TNPO2,3,6.1,101.39,897,0.0,15.184,4788.2,21092.0,0.0,5154.2,25464.0,0.0,4347.0,19519.0,0.0,31174000.0,179,4502;7430;9924,21597;21598;21599;35585;48561;48562,22343
O14802,DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160),POLR3A,2,2.2,155.64,1390,0.0,3.7324,0.0,16709.0,2556.2,0.0,15584.0,2272.8,0.0,13179.0,1817.8,19720000.0,180,1561;4742;15308,7295;7296;22689;22690;73324,7539
O14818,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7 HSPC,10,49.2,27.887,248,0.0,107.54,593410.0,631510.0,781800.0,607970.0,562030.0,695400.0,448510.0,425080.0,498920.0,8701700000.0,181,974;975;1146;2984;8963;9914;10497;13522;14565;15294,4315;4316;4317;4318;4319;4320;4321;4322;4323;4324;4325;4326;4327;4328;4329;4330;4331;4332;4333;4334;4335;4336;4337;4338;4339;4340;4341;4342;5119;14176;14177;14178;14179;14180;14181;14182;14183;14184;14185;14186;43413;43414;43415;43416;43417;43418;43419;43420;48512;48513;48514;51344;51345;51346;51347;51348;51349;51350;51351;51352;65190;65191;65192;65193;65194;65195;65196;65197;70147;70148;70149;70150;70151;70152;70153;70154;70155;70156;70157;70158;73267;73268;73269,4466
O14828,Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3),SCAMP3 C1orf3 PROPIN1,4,25.9,38.287,347,0.0,45.377,112150.0,106380.0,50773.0,97210.0,85380.0,39875.0,75930.0,67397.0,34458.0,311370000.0,182,1619;2683;5669;14560,7604;7605;7606;7607;7608;7609;7610;7611;7612;12702;12703;27090;27091;27092;27093;27094;27095;70137;70138;70139,7914
O14841,5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase),OPLAH,5,6.5,137.46,1288,0.0,15.287,66447.0,30397.0,32250.0,77853.0,44457.0,45140.0,61846.0,30065.0,43525.0,138210000.0,183,7460;7956;8449;9048;11985,35788;38451;38452;40915;40916;40917;43785;58098,36937
O14879,Interferon-induced protein with tetratricopeptide repeats 3 (IFIT-3) (CIG49) (ISG-60) (Interferon-induced 60 kDa protein) (IFI-60K) (Interferon-induced protein with tetratricopeptide repeats 4) (IFIT-4) (Retinoic acid-induced gene G protein) (P60) (RIG-G),IFIT3 CIG-49 IFI60 IFIT4 ISG60,4,17.3,55.984,490,0.0,34.833,71827.0,78101.0,59360.0,67505.0,70189.0,56869.0,57588.0,58366.0,51343.0,428100000.0,184,2386;8440;14626;16151,11153;40855;40856;40857;40858;40859;40860;40861;40862;40863;70355;70356;70357;77069;77070;77071,11587
O14880,Microsomal glutathione S-transferase 3 (Microsomal GST-3) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20) (Microsomal glutathione S-transferase III) (Microsomal GST-III),MGST3,5,46.1,16.516,152,0.0,31.67,54388.0,15985.0,9834.4,58668.0,15486.0,9462.1,40745.0,16018.0,9459.4,273120000.0,185,874;9894;15743;17825;19320,3803;48451;75112;75113;84739;84740;91676;91677;91678,3924
O14908,PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2),GIPC1 C19orf3 GIPC RGS19IP1,2,6.6,36.049,333,0.0011501,2.1525,41970.0,61105.0,31812.0,59575.0,73171.0,38084.0,60751.0,71201.0,47737.0,207890000.0,187,1459;10047,6702;49128;49129;49130;49131;49132;49133,6927
O14925,Mitochondrial import inner membrane translocase subunit Tim23,TIMM23 TIM23,2,29.2,21.943,209,0.0,17.551,0.0,36799.0,16755.0,0.0,40985.0,16753.0,0.0,29500.0,13228.0,115120000.0,188,7123;17358,33999;34000;34001;82417;82418,35102
O14929,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1),HAT1 KAT1,9,35.6,49.54,419,0.0,73.134,139320.0,241230.0,171150.0,130050.0,210080.0,166130.0,93384.0,152490.0,111560.0,1699299999.9999998,189,720;6175;6816;12713;13261;14816;17637;18688;19580,3223;3224;29493;29494;32523;32524;32525;61542;64062;64063;64064;71114;71115;71116;71117;71118;71119;71120;71121;71122;71123;71124;71125;83837;83838;83839;88766;88767;88768;88769;88770;88771;92797;92798;92799,3329
O14933,Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6),UBE2L6 UBCH8,4,56.2,17.769,153,0.0,45.888,45268.0,28420.0,44090.0,44840.0,24286.0,42478.0,33112.0,17178.0,33290.0,343610000.0,190,11154;13792;14338;16756,54357;66564;66565;66566;66567;66568;66569;66570;66571;66572;69212;69213;69214;69215;69216;69217;79800,56154
O14967,Calmegin,CLGN,2,5.6,70.038,610,0.0,6.099,24274.0,25886.0,2665.3,22807.0,24285.0,2490.7,20716.0,21428.0,2005.8,31174000.0,193,12496;17231,60617;60618;60619;81977;81978,62829
O14976,Cyclin-G-associated kinase (EC 2.7.11.1),GAK,4,7.6,143.19,1311,0.0,18.523,8221.4,7774.3,5942.9,7188.0,6161.0,5721.6,6536.9,5743.7,5139.4,47326000.0,194,8773;13337;16329;17164,42461;42462;42463;42464;64385;64386;77803;81667,43846
O14979,Heterogeneous nuclear ribonucleoprotein D-like (hnRNP D-like) (hnRNP DL) (AU-rich element RNA-binding factor) (JKT41-binding protein) (Protein laAUF1),HNRNPDL HNRPDL JKTBP,5,13.8,46.437,420,0.0,44.404,125030.0,259190.0,154860.0,157190.0,292030.0,195290.0,113200.0,203150.0,139850.0,2271500000.0,195,3303;6430;7623;7672;17884;17885,15632;15633;15634;15635;30752;30753;30754;30755;30756;30757;30758;30759;30760;30761;30762;36605;36606;36607;36608;36609;36610;36611;36962;36963;36964;36965;85124;85125;85126;85127;85128;85129;85130;85131;85132;85133;85134;85135;85136;85137;85138;85139;85140;85141;85142,16168
O14980,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),XPO1 CRM1,21,30.3,123.38,1071,0.0,136.99,335140.0,515460.0,401430.0,377800.0,513130.0,422790.0,284410.0,370920.0,307360.0,3125899999.9999995,196,2579;3189;3719;4555;4842;5627;5938;6082;9844;10929;11160;11863;12101;12158;12682;13744;16092;17339;17716;19364;19576,12178;12179;15088;15089;15090;17768;17769;17770;17771;17772;17773;21798;21799;23099;23100;26880;26881;26882;26883;26884;26885;26886;26887;26888;26889;26890;26891;26892;26893;28248;28966;28967;28968;28969;28970;28971;28972;48192;53269;53270;53271;53272;53273;53274;53275;53276;53277;54383;57570;57571;57572;57573;57574;57575;57576;57577;57578;57579;57580;57581;57582;57583;58563;58564;59011;59012;59013;61403;61404;61405;61406;61407;61408;61409;61410;61411;61412;61413;61414;61415;66357;66358;66359;66360;66361;76761;76762;76763;76764;76765;76766;76767;76768;76769;76770;76771;82362;82363;84180;91831;91832;91833;92786,12640
O14981,TATA-binding protein-associated factor 172 (EC 3.6.4.-) (ATP-dependent helicase BTAF1) (B-TFIID transcription factor-associated 170 kDa subunit) (TAF(II)170) (TBP-associated factor 172) (TAF-172),BTAF1 TAF172,2,1.8,206.89,1849,0.0,8.7954,27147.0,28566.0,3099.6,23724.0,21230.0,2495.6,21265.0,18718.0,2014.7,59173000.0,197,1961;10318,9191;9192;9193;9194;9195;9196;9197;9198;50370;50371;50372,9546
O15027,Protein transport protein Sec16A (SEC16 homolog A) (p250),SEC16A KIAA0310 SEC16 SEC16L,3,3.1,251.89,2357,0.0,24.004,15050.0,21467.0,12985.0,12964.0,19465.0,11255.0,11554.0,16600.0,8222.3,73243000.0,198,12652;15866;16161,61245;61246;61247;75665;77107,63477
O15031,Plexin-B2 (MM1),PLXNB2 KIAA0315,3,3.3,205.12,1838,0.0,14.917,19780.0,47396.0,20983.0,25564.0,56057.0,22047.0,20319.0,44226.0,22225.0,76944000.0,199,15682;17978;19571,74805;74806;85567;92774;92775;92776,77484
O15042,U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140),U2SURP KIAA0332 SR140,9,16.8,118.29,1029,0.0,32.651,31442.0,45651.0,82865.0,41902.0,46072.0,84778.0,33568.0,41285.0,62361.0,157440000.0,200,29;2082;2141;5901;7183;13265;14414;16372;17570,114;115;116;117;118;9739;9740;10037;10038;10039;10040;28098;28099;34303;64086;69621;77977;77978;83525,119
O15067,Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase),PFAS KIAA0361,9,14.1,144.73,1338,0.0,35.298,105280.0,153180.0,108850.0,94742.0,154390.0,109610.0,72737.0,125140.0,99559.0,495020000.0,203,1323;2576;5419;5992;7168;11512;12211;13322;14422,6063;12164;12165;12166;25939;28515;28516;28517;34235;34236;55894;55895;59316;59317;59318;59319;59320;59321;59322;59323;59324;59325;64306;64307;69648;69649;69650,6279
O15127,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),SCAMP2,3,10.3,36.648,329,0.0,18.202,20511.0,100520.0,33804.0,24300.0,94401.0,38979.0,19236.0,73460.0,28763.0,464780000.0,210,5397;5823;16891,25837;25838;25839;25840;27796;27797;80444;80445;80446,26689
O15143,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARPC1B ARC41,7,32.0,40.949,372,0.0,92.099,376030.0,391960.0,462260.0,403800.0,366810.0,400690.0,287430.0,273300.0,291510.0,7688099999.999999,211,1775;2165;4847;6199;14482;16546;17288,8314;8315;8316;8317;8318;8319;8320;8321;8322;8323;10146;10147;10148;10149;10150;10151;10152;23107;23108;23109;23110;23111;23112;23113;23114;23115;29615;29616;29617;29618;29619;29620;29621;29622;29623;69852;69853;78767;78768;78769;78770;78771;78772;82184;82185;82186;82187;82188;82189;82190;82191,8647
O15144,Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),ARPC2 ARC34 PRO2446,12,45.7,34.333,300,0.0,74.054,542750.0,439260.0,435340.0,496020.0,345140.0,388180.0,402340.0,272380.0,276090.0,7976399999.999999,212,2057;2452;3429;3639;3714;4001;5378;5379;5667;10317;18972;19227,9643;9644;9645;11519;16418;16419;16420;16421;16422;16423;16424;16425;16426;16427;16428;16429;16430;17321;17322;17323;17324;17715;17716;17717;17718;17719;17720;17721;17722;17723;17724;17725;17726;17727;17728;17729;17730;17731;17732;17733;17734;17735;17736;17737;17738;19167;19168;19169;19170;19171;19172;19173;25746;25747;25748;25749;25750;25751;25752;25753;27070;27071;27072;27073;27074;27075;27076;27077;27078;27079;27080;50358;50359;50360;50361;50362;50363;50364;50365;50366;50367;50368;50369;90106;90107;90108;90109;90110;90111;90112;90113;90114;90115;90116;90117;90118;90119;90120;90121;90122;91211;91212;91213;91214;91215,10002
O15145,Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC),ARPC3 ARC21,6,39.9,20.546,178,0.0,33.612,304000.0,227600.0,207200.0,297410.0,221350.0,203610.0,221960.0,154440.0,145000.0,1787499999.9999998,213,3718;5524;6067;14575;16313;17841,17751;17752;17753;17754;17755;17756;17757;17758;17759;17760;17761;17762;17763;17764;17765;17766;17767;26409;26410;26411;26412;26413;26414;26415;26416;26417;26418;26419;26420;26421;26422;26423;26424;26425;26426;28890;28891;28892;70180;70181;77734;77735;84780;84781;84782;84783,18394
O15160,DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerase I subunit C) (RNA polymerases I and III subunit AC1) (AC40) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (RPA40) (RPA39) (RPC40),POLR1C POLR1E,2,9.2,39.249,346,0.0,10.171,27848.0,5560.4,19299.0,30208.0,5819.9,17345.0,24892.0,4436.8,14831.0,194400000.0,214,6723;12646,32151;32152;61222;61223;61224;61225;61226;61227;61228;61229;61230;61231;61232;61233,33148
O15164,Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24),TRIM24 RNF82 TIF1 TIF1A,2,4.9,116.83,1050,0.0,25.593,0.0,4677.0,0.0,0.0,5342.6,0.0,0.0,4178.1,0.0,9063000.0,216,1959;15867,9189;75666,9538
O15173,Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6),PGRMC2 DG6 PMBP,2,12.1,23.818,223,0.0,22.127,7082.4,33709.0,9701.3,5860.2,28514.0,8493.6,5363.8,26251.0,7941.1,136350000.0,217,2614;8365,12368;40484;40485;40486,12831
O15226,NF-kappa-B-repressing factor (NFkB-repressing factor) (NRF) (Protein ITBA4),NKRF ITBA4 NRF,2,4.1,77.672,690,0.0,5.1423,0.0,0.0,17989.0,0.0,0.0,18264.0,0.0,0.0,14240.0,7730500.0,219,2396;18058,11201;85979,11636
O15228,Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase),GNPAT DAPAT DHAPAT,6,11.6,77.187,680,0.0,16.654,70334.0,56732.0,60727.0,122820.0,96605.0,87975.0,84538.0,60634.0,80326.0,2267500000.0,220,960;3823;4546;6215;13895;19348,4240;4241;18212;18213;18214;18215;21756;21757;21758;21759;29676;29677;29678;29679;29680;29681;91768;91769,4383
O15254,Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase),ACOX3 BRCOX PRCOX,4,11.1,77.628,700,0.0,21.335,26371.0,14621.0,15102.0,27309.0,15249.0,15028.0,24421.0,11863.0,14420.0,77416000.0,222,1788;4941;14749;16563,8367;8368;8369;8370;8371;23580;70848;78851;78852,8695
O15260,Surfeit locus protein 4,SURF4 SURF-4,2,11.5,30.394,269,0.0,11.02,130120.0,148930.0,140790.0,119170.0,129530.0,125990.0,107220.0,124900.0,113830.0,1958300000.0,224,8911;11792,43169;43170;43171;43172;43173;43174;43175;43176;43177;43178;43179;43180;43181;43182;43183;43184;43185;43186;43187;43188;43189;43190;43191;43192;43193;43194;43195;43196;43197;43198;43199;43200;43201;43202;43203;43204;43205;43206;43207;43208;43209;43210;43211;43212;43213;43214;43215;43216;57125;57126;57127;57128;57129;57130;57131,44572
O15269,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),SPTLC1 LCB1,2,6.8,52.743,473,0.0,9.9469,14029.0,21796.0,1348.9,14158.0,20023.0,1060.3,11719.0,18732.0,981.35,74764000.0,225,4318;18925,20703;20704;20705;20706;20707;89844;89845,21432
O15294,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT),OGT,6,8.8,116.92,1046,0.0,21.918,44871.0,38446.0,54151.0,35449.0,34186.0,44334.0,27107.0,29303.0,40078.0,113680000.0,226,912;2118;6449;8903;9141;9983,3971;3972;9924;9925;9926;30869;43131;44261;44262;48829;48830;48831;48832,4100
