Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P00960	P00960	7	7	7	Glycine--tRNA ligase alpha subunit	glyQ	sp|P00960|SYGA_ECOLI Glycine--tRNA ligase alpha subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=1 SV=2	1	7	7	7	37.6	37.6	37.6	34.774	303	303	0.0	55.248	151920000	14	45	60;1212;2272;2295;2721;7254;8712	True;True;True;True;True;True;True	66;1338;2477;2478;2504;2953;2954;7826;9509;9510	103;1849;3299;3300;3301;3332;3333;3903;3904;3905;10231;12467;12468	133;2358;2359;4200;4201;4202;4241;4242;4962;4963;4964;13042;15935;15936	133;2359;4202;4242;4964;13042;15936	72;73;74	43;107;298
P00961	P00961	44	44	44	Glycine--tRNA ligase beta subunit	glyS	sp|P00961|SYGB_ECOLI Glycine--tRNA ligase beta subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyS PE=1 SV=4	1	44	44	44	67.3	67.3	67.3	76.812	689	689	0.0	237.24	639600000	85	46	1338;1837;2011;2890;3178;3411;3455;3788;3817;3818;3926;3951;4361;4700;5564;6203;6290;6498;7005;7278;7450;7473;7702;8235;8561;9194;9233;9422;10252;10436;10437;10828;10903;10904;10905;11205;11268;11488;11496;11977;11978;12143;12356;12357	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1476;2004;2192;3146;3446;3689;3690;3738;3739;4103;4135;4136;4250;4251;4277;4730;5086;6026;6711;6799;7020;7550;7851;8039;8062;8314;8981;9347;10023;10066;10272;11169;11362;11363;11790;11870;11871;11872;12196;12264;12514;12523;13037;13038;13216;13446;13447	2035;2036;2704;2705;2942;4171;4533;4534;4830;4831;4893;4894;4895;4896;4897;5371;5416;5417;5556;5557;5558;5587;6190;6191;6637;6638;7909;8839;8942;9199;9862;10261;10262;10509;10536;10862;10863;10864;11799;11800;12275;13109;13110;13166;13430;14591;14834;14835;14836;14837;15406;15519;15520;15521;15522;15523;15964;16067;16412;16425;16426;17064;17065;17308;17595;17596	2600;2601;3440;3441;3741;3742;5307;5738;5739;6131;6132;6227;6228;6229;6230;6231;6232;6864;6916;6917;7087;7088;7089;7124;7125;7909;7910;8475;8476;8477;10140;10141;10142;11280;11281;11413;11713;12581;13082;13083;13401;13429;13851;13852;13853;15090;15091;15092;15093;15712;16715;16716;16717;16782;16783;17088;17089;17090;18608;18609;18610;18611;18936;18937;18938;18939;18940;18941;19753;19905;19906;19907;19908;19909;20469;20618;20619;21070;21095;21096;21097;21899;21900;22231;22232;22577;22578	2601;3440;3741;5307;5739;6131;6228;6864;6916;6917;7088;7125;7910;8477;10141;11281;11413;11713;12581;13082;13401;13429;13851;15090;15712;16716;16782;17089;18611;18937;18941;19753;19905;19906;19909;20469;20618;21070;21097;21899;21900;22231;22577;22578	75;76;77;78;79;80;81	134;192;281;458;528;616;658
P00962	P00962	18	18	18	Glutamine--tRNA ligase	glnS	sp|P00962|SYQ_ECOLI Glutamine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=glnS PE=1 SV=3	1	18	18	18	42.4	42.4	42.4	63.477	554	554	0.0	63.467	132460000	22	47	874;1468;2519;3518;4211;4553;4910;5076;6047;7117;7538;7623;8020;8717;9074;9612;9978;12402	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	955;956;1615;2741;3805;4559;4929;5315;5491;6541;7682;8128;8216;8753;9515;9895;10474;10870;13497	1322;1323;2209;3634;4975;5952;6433;6434;6957;6958;7191;8593;10065;10622;10727;11514;12473;12937;13692;14206;17663	1672;1673;2801;4635;6342;7587;8195;8196;8892;8893;8894;9204;9205;10990;12836;13547;13684;14720;15944;16508;17428;18084;22658	1672;2801;4635;6342;7587;8196;8893;9204;10990;12836;13547;13684;14720;15944;16508;17428;18084;22658	82;83	344;363
P00963	P00963	4	4	4	Aspartate--ammonia ligase	asnA	sp|P00963|ASNA_ECOLI Aspartate--ammonia ligase OS=Escherichia coli (strain K12) OX=83333 GN=asnA PE=1 SV=1	1	4	4	4	17.3	17.3	17.3	36.65	330	330	0.0	9.3999	7134700	4	48	801;1883;6697;7369	True;True;True;True	876;2052;7228;7948	1224;2767;9446;10383	1551;3517;12030;13233	1551;3517;12030;13233		
P00968	P00968	10	10	10	Carbamoyl-phosphate synthase large chain	carB	sp|P00968|CARB_ECOLI Carbamoyl-phosphate synthase large chain OS=Escherichia coli (strain K12) OX=83333 GN=carB PE=1 SV=2	1	10	10	10	12.1	12.1	12.1	117.84	1073	1073	0.0	37.37	16807000	10	49	699;2582;2584;2749;4218;4228;4559;5807;10561;10758	True;True;True;True;True;True;True;True;True;True	760;2808;2810;2983;4566;4576;4935;6288;11499;11715	1062;3727;3729;3939;5962;5972;6440;8245;15009;15315	1344;4758;4760;5007;7600;7610;8202;10562;19175;19629	1344;4758;4760;5007;7600;7610;8202;10562;19175;19629		
P02358	P02358	4	4	4	30S ribosomal protein S6;30S ribosomal protein S6, fully modified isoform;30S ribosomal protein S6, non-modified isoform	rpsF	sp|P02358|RS6_ECOLI 30S ribosomal protein S6 OS=Escherichia coli (strain K12) OX=83333 GN=rpsF PE=1 SV=1	1	4	4	4	36.3	36.3	36.3	15.703	135	135	0.0	14.818	56644000	6	50	535;3466;8811;12417	True;True;True;True	579;580;3751;9613;13515	816;817;4911;12589;17685	1034;1035;6248;16081;22683;22684	1034;6248;16081;22684	84	62
P02359	P02359	16	16	16	30S ribosomal protein S7	rpsG	sp|P02359|RS7_ECOLI 30S ribosomal protein S7 OS=Escherichia coli (strain K12) OX=83333 GN=rpsG PE=1 SV=3	1	16	16	16	64.8	64.8	64.8	20.019	179	179	0.0	137.35	1803300000	57	51	3344;3652;3653;5995;6115;6294;6295;8913;9316;9317;9473;9567;9917;11136;11137;11986	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3619;3949;3950;3951;3952;6487;6617;6803;6804;9723;10156;10157;10329;10427;10806;12124;12125;13046	4746;4747;4748;5158;5159;5160;5161;5162;5163;5164;5165;5166;5167;8523;8710;8711;8946;8947;12722;13282;13283;13284;13508;13509;13510;13630;14125;14126;14127;15868;15869;15870;15871;17074;17075	6030;6031;6032;6033;6578;6579;6580;6581;6582;6583;6584;6585;6586;6587;6588;6589;6590;6591;6592;6593;6594;6595;6596;6597;10901;11122;11123;11124;11125;11417;11418;11419;11420;11421;16243;16914;16915;16916;17199;17200;17201;17202;17203;17204;17348;17970;17971;17972;17973;20354;20355;20356;20357;20358;21909;21910;21911	6031;6588;6594;10901;11124;11418;11421;16243;16914;16916;17203;17348;17973;20356;20358;21909	85	31
P02413	P02413	6	6	6	50S ribosomal protein L15	rplO	sp|P02413|RL15_ECOLI 50S ribosomal protein L15 OS=Escherichia coli (strain K12) OX=83333 GN=rplO PE=1 SV=1	1	6	6	6	48.6	48.6	48.6	14.98	144	144	0.0	33.156	796830000	27	52	95;3959;5843;7132;11039;11252	True;True;True;True;True;True	103;4285;4286;6325;7698;12018;12244	159;5598;5599;5600;5601;5602;5603;8288;8289;10084;15708;15709;16031;16032;16033	202;203;7139;7140;7141;7142;7143;7144;7145;7146;7147;7148;7149;7150;10617;10618;12858;20139;20140;20141;20142;20555;20556;20557;20558;20559;20560;20561	203;7149;10617;12858;20139;20555	86	55
P02916	P02916	4	4	4	Maltose transport system permease protein MalF	malF	sp|P02916|MALF_ECOLI Maltose/maltodextrin transport system permease protein MalF OS=Escherichia coli (strain K12) OX=83333 GN=malF PE=1 SV=1	1	4	4	4	10.7	10.7	10.7	57.013	514	514	0.0	8.1526	6487500	4	53	1000;8448;8607;10800	True;True;True;True	1105;9225;9394;11761	1526;12126;12329;15369	1937;15523;15779;19704	1937;15523;15779;19704		
P02918	P02918	8	8	8	Penicillin-binding protein 1A;Penicillin-insensitive transglycosylase;Penicillin-sensitive transpeptidase	mrcA	sp|P02918|PBPA_ECOLI Penicillin-binding protein 1A OS=Escherichia coli (strain K12) OX=83333 GN=mrcA PE=1 SV=1	1	8	8	8	14.2	14.2	14.2	93.635	850	850	0.0	12.524	14658000	7	54	121;4292;5839;8352;10274;10826;11732;12205	True;True;True;True;True;True;True;True	131;4647;6321;9119;11191;11788;12774;13281	202;6067;8283;11988;14617;15403;16742;17384	255;7730;10612;15357;18651;19749;21474;22324	255;7730;10612;15357;18651;19749;21474;22324		
P02919	P02919	10	10	10	Penicillin-binding protein 1B;Penicillin-insensitive transglycosylase;Penicillin-sensitive transpeptidase	mrcB	sp|P02919|PBPB_ECOLI Penicillin-binding protein 1B OS=Escherichia coli (strain K12) OX=83333 GN=mrcB PE=1 SV=2	1	10	10	10	15.2	15.2	15.2	94.291	844	844	0.0	25.987	27101000	10	55	1271;2059;4061;5190;7015;7134;8477;10762;11917;12340	True;True;True;True;True;True;True;True;True;True	1404;2242;4397;5613;7560;7700;9255;11720;12975;13430	1946;3008;3009;5741;7359;9873;10086;12164;15326;16987;17577	2482;3827;3828;7318;9420;12592;12860;15580;19648;21808;22558	2482;3828;7318;9420;12592;12860;15580;19648;21808;22558		
P02924	P02924	6	6	6	L-arabinose-binding periplasmic protein	araF	sp|P02924|ARAF_ECOLI L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=araF PE=1 SV=2	1	6	6	6	24.0	24.0	24.0	35.54	329	329	0.0	11.538	12051000	7	56	17;993;1887;1975;5026;10481	True;True;True;True;True;True	18;1098;2056;2154;5440;11408	21;22;1519;2772;2898;7130;14891	25;26;1928;3523;3682;9133;19025	25;1928;3523;3682;9133;19025		
P02925	P02925	14	14	14	D-ribose-binding periplasmic protein	rbsB	sp|P02925|RBSB_ECOLI Ribose import binding protein RbsB OS=Escherichia coli (strain K12) OX=83333 GN=rbsB PE=1 SV=1	1	14	14	14	64.5	64.5	64.5	30.95	296	296	0.0	107.85	449120000	31	57	2227;2680;3488;3880;3949;4273;4975;5430;6202;6743;7679;8627;9451;11228	True;True;True;True;True;True;True;True;True;True;True;True;True;True	2427;2911;3774;4202;4275;4627;4628;5386;5879;6710;7275;8281;9416;10305;10306;12219	3240;3241;3855;4941;5499;5585;6037;6038;6039;6040;7052;7715;7716;8837;8838;9503;10809;10810;12356;12357;13478;13479;13480;15992;15993	4120;4121;4905;4906;6291;6292;7019;7122;7688;7689;7690;7691;7692;7693;9026;9027;9887;9888;11278;11279;12096;13779;13780;15808;15809;17155;17156;17157;17158;20508;20509;20510	4121;4905;6291;7019;7122;7689;9026;9888;11278;12096;13779;15809;17158;20508	87;88;89	102;218;235
P02930	P02930	16	16	16	Outer membrane protein TolC	tolC	sp|P02930|TOLC_ECOLI Outer membrane protein TolC OS=Escherichia coli (strain K12) OX=83333 GN=tolC PE=1 SV=3	1	16	16	16	52.1	52.1	52.1	53.74	493	493	0.0	126.8	192790000	30	58	1054;3487;7365;8246;8283;8615;8621;8636;8790;9375;9816;9888;10166;10409;11152;12319	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1163;3773;7943;8993;9045;9402;9409;9426;9591;10221;10702;10777;11074;11333;12140;12141;13408	1606;4939;4940;10377;11814;11902;12339;12348;12371;12372;12561;12562;13367;13368;13997;13998;14090;14472;14794;14795;15889;15890;15891;17552	2037;2038;6289;6290;13225;15109;15260;15789;15799;15825;15826;16047;16048;17019;17020;17021;17828;17829;17932;17933;18446;18879;18880;18881;20383;20384;20385;20386;22525;22526	2037;6289;13225;15109;15260;15789;15799;15826;16048;17019;17829;17932;18446;18880;20383;22525	90	319
P02931	P02931	2	2	2	Outer membrane protein F	ompF	sp|P02931|OMPF_ECOLI Outer membrane protein F OS=Escherichia coli (strain K12) OX=83333 GN=ompF PE=1 SV=1	1	2	2	2	6.1	6.1	6.1	39.333	362	362	0.0	3.3996	1017200	2	59	1255;10542	True;True	1386;11479	1923;14983	2457;19144	2457;19144		
P02943	P02943	7	7	7	Maltoporin	lamB	sp|P02943|LAMB_ECOLI Maltoporin OS=Escherichia coli (strain K12) OX=83333 GN=lamB PE=1 SV=1	1	7	7	7	21.3	21.3	21.3	49.912	446	446	0.0	27.822	13194000	8	60	1289;1728;4288;8222;8223;9884;11071	True;True;True;True;True;True;True	1424;1889;4643;8966;8967;10773;12053	1969;2555;6060;11781;11782;14085;15751	2511;3242;7718;15066;15067;17926;20193;20194	2511;3242;7718;15066;15067;17926;20193		
P03004	P03004	10	10	10	Chromosomal replication initiator protein DnaA	dnaA	sp|P03004|DNAA_ECOLI Chromosomal replication initiator protein DnaA OS=Escherichia coli (strain K12) OX=83333 GN=dnaA PE=1 SV=2	1	10	10	10	33.0	33.0	33.0	52.55	467	467	0.0	34.615	22558000	11	61	638;818;3275;3645;4896;7171;9045;9595;9841;11211	True;True;True;True;True;True;True;True;True;True	692;894;3545;3942;5301;7738;9863;10457;10728;12202	969;1246;4652;4653;5150;6937;10128;12899;13668;14031;15971	1224;1580;5891;5892;6570;8863;12907;16453;17394;17868;20476	1224;1580;5891;6570;8863;12907;16453;17394;17868;20476		
P03018	P03018	2	2	2	DNA helicase II	uvrD	sp|P03018|UVRD_ECOLI DNA helicase II OS=Escherichia coli (strain K12) OX=83333 GN=uvrD PE=1 SV=1	1	2	2	2	3.3	3.3	3.3	81.989	720	720	0.0	4.6946	2152900	2	62	7280;7703	True;True	7853;8315	10264;10865	13085;13854	13085;13854		
P03023	P03023	2	2	2	Lactose operon repressor	lacI	sp|P03023|LACI_ECOLI Lactose operon repressor OS=Escherichia coli (strain K12) OX=83333 GN=lacI PE=1 SV=3	1	2	2	2	6.7	6.7	6.7	38.59	360	360	0.0	3.7463	2461700	2	63	4351;10697	True;True	4720;11648	6173;15219	7885;19472	7885;19472		
P03813	P03813	3	3	3	Uncharacterized protein YgeA	ygeA	sp|P03813|YGEA_ECOLI Putative racemase YgeA OS=Escherichia coli (strain K12) OX=83333 GN=ygeA PE=1 SV=1	1	3	3	3	19.6	19.6	19.6	25.248	230	230	0.0	7.7975	3853100	3	64	1435;7416;10280	True;True;True	1577;8001;11197	2155;10459;14623	2734;13327;18657	2734;13327;18657		
P03819	P03819	1	1	1	Glutathione-regulated potassium-efflux system protein KefC	kefC	sp|P03819|KEFC_ECOLI Glutathione-regulated potassium-efflux system protein KefC OS=Escherichia coli (strain K12) OX=83333 GN=kefC PE=1 SV=2	1	1	1	1	2.3	2.3	2.3	67.795	620	620	0.0	3.4599	1034200	1	65	6280	True	6789	8929	11400	11400		
P03841	P03841	3	3	3	Maltose operon periplasmic protein	malM	sp|P03841|MALM_ECOLI Maltose operon periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=malM PE=3 SV=1	1	3	3	3	12.1	12.1	12.1	31.943	306	306	0.0	7.6393	6054700	2	66	1928;4544;7454	True;True;True	2098;4920;8043	2818;6420;10513	3582;8179;13405	3582;8179;13405		
P04079	P04079	29	29	29	GMP synthase [glutamine-hydrolyzing]	guaA	sp|P04079|GUAA_ECOLI GMP synthase [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) OX=83333 GN=guaA PE=1 SV=1	1	29	29	29	67.6	67.6	67.6	58.679	525	525	0.0	123.46	304760000	47	67	155;156;1246;1637;1773;2421;2941;3126;3441;3684;4118;4857;5230;5300;5331;5916;6171;7090;7745;7746;7747;9118;9119;9990;11099;11253;11694;11717;11989	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	166;167;1377;1796;1938;2639;3201;3391;3721;3985;4457;4458;5260;5660;5661;5738;5773;6402;6677;7652;7653;8378;8379;8380;8381;9944;9945;10883;12085;12245;12736;12759;13049	259;260;1913;2446;2625;3502;4238;4461;4869;5202;5203;5821;5822;5823;5824;6880;6881;7423;7424;7520;7560;8398;8793;8794;10018;10019;10020;10971;10972;10973;10974;10975;13002;13003;14223;15806;16034;16697;16725;17078	329;330;2447;3108;3336;4465;4466;5386;5645;6195;6196;6643;6644;6645;7410;7411;7412;7413;7414;8790;8791;8792;8793;9506;9507;9508;9628;9676;10740;11220;11221;12772;12773;12774;12775;14001;14002;14003;14004;14005;16592;16593;16594;18103;20270;20562;21416;21455;21914	329;330;2447;3108;3336;4466;5386;5645;6195;6643;7413;8793;9508;9628;9676;10740;11220;12773;14001;14003;14004;16592;16594;18103;20270;20562;21416;21455;21914	91;92;93;94	141;276;370;397
P04335	P04335	11	11	11	Esterase FrsA	frsA	sp|P04335|FRSA_ECOLI Esterase FrsA OS=Escherichia coli (strain K12) OX=83333 GN=frsA PE=3 SV=2	1	11	11	11	34.5	34.5	34.5	47.008	414	414	0.0	41.349	39019000	12	68	1209;2590;3472;3800;4282;6364;6942;7460;8016;8879;10150	True;True;True;True;True;True;True;True;True;True;True	1335;2816;3757;4116;4637;6879;7481;8049;8748;9683;11057	1845;3737;4917;5390;6054;9040;9779;10520;10521;11509;12670;14452	2351;4768;6257;6886;7712;11527;12475;13412;13413;14714;16179;18420;18421	2351;4768;6257;6886;7712;11527;12475;13412;14714;16179;18421		
P04425	P04425	14	14	14	Glutathione synthetase	gshB	sp|P04425|GSHB_ECOLI Glutathione synthetase OS=Escherichia coli (strain K12) OX=83333 GN=gshB PE=1 SV=1	1	14	14	14	48.7	48.7	48.7	35.56	316	316	0.0	40.925	71742000	19	69	2082;2456;3915;4247;4502;4884;5899;5900;6690;7412;8523;8764;11295;12073	True;True;True;True;True;True;True;True;True;True;True;True;True;True	2268;2675;4239;4597;4876;5289;6385;6386;7220;7221;7996;9305;9564;12291;13141	3043;3552;5542;5999;6370;6371;6920;6921;8374;8375;9438;9439;10451;12225;12533;16103;16104;17211	3868;4528;4529;7071;7072;7643;8123;8124;8841;8842;10714;10715;12022;12023;13319;15654;16015;20666;20667;20668;22112	3868;4528;7072;7643;8124;8841;10714;10715;12023;13319;15654;16015;20668;22112	95;96	8;24
P04693	P04693	7	7	7	Aromatic-amino-acid aminotransferase	tyrB	sp|P04693|TYRB_ECOLI Aromatic-amino-acid aminotransferase OS=Escherichia coli (strain K12) OX=83333 GN=tyrB PE=1 SV=1	1	7	7	7	22.9	22.9	22.9	43.537	397	397	0.0	26.728	21282000	8	70	553;3469;5184;7081;10929;10967;11107	True;True;True;True;True;True;True	600;3754;5607;7642;11898;11938;12094	844;4914;7349;10003;15557;15608;15821	1069;6252;9403;12754;19952;19953;20018;20292	1069;6252;9403;12754;19952;20018;20292		
P04805	P04805	21	21	21	Glutamate--tRNA ligase	gltX	sp|P04805|SYE_ECOLI Glutamate--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=gltX PE=1 SV=1	1	21	21	21	52.0	52.0	52.0	53.815	471	471	0.0	83.274	288960000	32	71	691;980;981;3190;3196;4373;4737;5115;6193;6490;6738;8102;8127;8924;8925;10112;10946;12148;12150;12151;12300	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	752;1083;1084;3458;3464;4742;5125;5535;6700;6701;7012;7270;8839;8864;9735;9736;11015;11917;13221;13223;13224;13386;13387	1053;1503;1504;4551;4558;4559;6206;6207;6690;7247;8823;8824;8825;9191;9496;9497;11621;11657;12739;12740;14402;15585;17313;17315;17316;17524;17525;17526	1334;1909;1910;5758;5767;5768;7928;7929;8544;8545;9264;9265;11261;11262;11263;11704;12088;12089;12090;14848;14892;14893;16262;16263;18353;18354;19993;22237;22239;22240;22495;22496;22497	1334;1909;1910;5758;5768;7929;8545;9264;11263;11704;12089;14848;14892;16262;16263;18354;19993;22237;22239;22240;22496	97;98	89;421
P04825	P04825	30	30	30	Aminopeptidase N	pepN	sp|P04825|AMPN_ECOLI Aminopeptidase N OS=Escherichia coli (strain K12) OX=83333 GN=pepN PE=1 SV=2	1	30	30	30	49.0	49.0	49.0	98.918	870	870	0.0	153.41	449340000	50	72	943;986;1504;1578;2022;2183;2358;2489;3046;3409;4226;4269;4323;4701;4787;5329;5375;6809;7583;7765;8689;8926;9518;10172;10771;11238;11960;11976;12008;12027	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1044;1090;1091;1653;1735;2203;2381;2571;2708;3307;3687;4574;4623;4687;4688;5087;5181;5771;5821;7345;8175;8409;8410;9484;9485;9737;10376;11081;11729;12229;13020;13036;13069;13089	1455;1456;1511;1512;2260;2372;2373;2954;3186;3418;3591;4359;4828;5970;6033;6127;6128;6639;6640;6767;7556;7557;7631;9596;10677;11019;11020;12439;12440;12441;12741;13566;14480;14481;15335;16007;17045;17046;17063;17100;17121	1856;1857;1858;1920;1921;2868;3021;3022;3757;4042;4043;4350;4573;5521;5522;6129;7608;7683;7810;7811;8478;8479;8647;9669;9670;9671;9672;9763;12222;12223;13618;14069;14070;15902;15903;15904;15905;15906;16264;17270;18454;18455;18456;19659;19660;20529;21876;21877;21898;21940;21963	1856;1921;2868;3021;3757;4042;4350;4573;5522;6129;7608;7683;7811;8479;8647;9669;9763;12223;13618;14069;15903;16264;17270;18454;19659;20529;21876;21898;21940;21963	99;100;101;102	227;390;404;710
P04846	P04846	6	6	6	Lipoprotein 28	nlpA	sp|P04846|NLPA_ECOLI Lipoprotein 28 OS=Escherichia coli (strain K12) OX=83333 GN=nlpA PE=1 SV=1	1	6	6	6	29.4	29.4	29.4	29.423	272	272	0.0	16.352	17790000	6	73	35;767;2428;2451;4258;11177	True;True;True;True;True;True	38;837;2646;2669;4609;12167	60;1170;3512;3543;6013;15927	77;1482;4476;4514;7657;20428	77;1482;4476;4514;7657;20428		
P04951	P04951	8	8	8	3-deoxy-manno-octulosonate cytidylyltransferase	kdsB	sp|P04951|KDSB_ECOLI 3-deoxy-manno-octulosonate cytidylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=kdsB PE=1 SV=2	1	8	8	8	48.4	48.4	48.4	27.614	248	248	0.0	26.988	35900000	7	74	1231;3173;5283;5353;9059;9520;11456;12468	True;True;True;True;True;True;True;True	1360;3441;5721;5797;9877;10378;12464;13566	1889;4525;7501;7593;12914;13569;16333;17745	2417;5727;9607;9719;16470;17276;20970;22753	2417;5727;9607;9719;16470;17276;20970;22753		
P04968	P04968	2	2	2	L-threonine dehydratase biosynthetic IlvA	ilvA	sp|P04968|ILVA_ECOLI L-threonine dehydratase biosynthetic IlvA OS=Escherichia coli (strain K12) OX=83333 GN=ilvA PE=1 SV=1	1	2	2	2	5.8	5.8	5.8	56.195	514	514	0.0	7.0804	4095200	2	75	78;11309	True;True	84;12305	125;16123	157;20690	157;20690		
P04983	P04983	27	27	27	Ribose import ATP-binding protein RbsA	rbsA	sp|P04983|RBSA_ECOLI Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain K12) OX=83333 GN=rbsA PE=1 SV=1	1	27	27	27	61.5	61.5	61.5	55.041	501	501	0.0	147.3	293170000	42	76	826;1483;1699;1707;2571;2641;2851;2894;3035;3051;4671;5356;5912;5938;6018;6019;6902;9822;10601;10664;11008;11249;11371;11427;11438;11460;11464	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	902;1632;1860;1868;2797;2870;3104;3151;3296;3312;3313;5055;5801;6398;6426;6510;6511;7440;10709;11542;11543;11612;11986;12240;12241;12373;12435;12446;12470;12476;12477	1256;2232;2520;2529;3715;3802;4117;4177;4346;4365;4366;6597;6598;7597;7598;8393;8431;8432;8551;8552;9722;14008;14009;15063;15064;15065;15157;15668;15669;16025;16026;16027;16028;16217;16301;16314;16344;16357;16358	1591;2829;3198;3207;4744;4841;5246;5314;5506;5530;5531;5532;8419;8420;9723;9724;10735;10781;10782;10933;10934;10935;12393;17840;17841;19238;19239;19240;19357;20094;20095;20549;20550;20551;20552;20807;20808;20929;20945;20984;20985;20999;21000	1591;2829;3198;3207;4744;4841;5246;5314;5506;5530;8420;9723;10735;10781;10934;10935;12393;17840;19239;19357;20094;20550;20808;20929;20945;20984;20999	103;104;105;106	33;165;236;389
