Peptide IDs,Mol. weight [kDa],Evidence IDs,Protein names,Gene names,Sequence coverage [%],Q-value,Reporter intensity 3,Reporter intensity 6,Reporter intensity 8,Score,Sequence length,Reporter intensity 4,Best MS/MS,Razor + unique peptides,Reporter intensity 5,Reporter intensity 9,Reporter intensity 1,Protein IDs,Intensity,Reporter intensity 0,Reporter intensity 7,Reporter intensity 2
771;1628;1770;1777;1922;1923;2593;2783;3221;3278;3856;4157;4166;4424;6657;6690;9016;10616;11513;11877;12460;13406;13680;15236;15876;16574,148.7,3271;7374;7698;7709;8083;8084;8085;8086;11154;11155;12491;14774;14775;14999;17833;17834;17835;19453;19551;20783;20784;20785;31517;31796;31797;40704;40705;48163;51810;53688;55940;60688;61932;61933;61934;61935;69684;69685;72095;72096;72097;75773,deleted,,24.3,0.0,38347.0,48365.0,42990.0,257.73,,47286.0,4557,26,43044.0,48471.0,44918.0,B5MEF5,1720300000,47003.0,48141.0,48779.0
1263;4136;6437;6443;6444;11649;13481;13482;14544;15035;15254;15961,38.249,6173;6174;19135;19136;19137;30385;30386;30387;30435;30436;30437;30438;52556;61002;61003;61004;61005;61006;65911;69046;69730;69731;72563;72564;72565;72566;72567,"cDNA FLJ57258, highly similar to Neurotrimin",,38.4,0.0,30880.0,34867.0,33328.0,134.06,346,35926.0,8549,12,26448.0,37287.0,32300.0,B7Z1I4,1486300000,34471.0,38286.0,37827.0
6484;8556;11906;12739,46.133,30534;30535;38805;53746;57214,Calpastatin (Calpain inhibitor),CAST,17.5,0.0,4436.0,4544.0,4135.5,58.727,423,4840.9,41927,4,3932.5,5048.3,3989.2,E7EQ12,110250000,4261.8,4657.7,4455.4
53;1688;4464;5055;6391;7080;15046;15275,68.49,149;150;151;7532;7533;20909;23412;23413;29979;29980;33217;33218;69095;69096;69778,Amyloid beta precursor like protein 1,APLP1,17.2,0.0,6047.1,7719.1,6575.6,50.95,611,7189.7,208,8,7517.3,8696.1,7413.2,F5GZ08,379560000,7066.6,7520.2,7807.4
2800;3213;7046;15394,13.159,12532;14748;33103;33104;70213,Myosin light polypeptide 6,MYL6 hCG_2039617,40.0,0.0,5443.0,6780.7,6112.2,10.752,115,6038.5,16813,4,5969.9,6719.4,5681.7,G3V1Y7,118970000,6074.2,6688.9,6973.3
9911;17027,47.475,44100;77580,Eukaryotic peptide chain release factor subunit 1,ETF1,5.9,0.0,1092.5,1519.2,1337.4,4.8717,423,1283.8,59692,2,1078.0,1388.5,1373.5,B7Z7P8,21485000,1532.1,1576.6,1307.7
8847;9590;16082;16083,69.019,39918;39919;39920;43031;43032;72987;72988,Tyrosine-protein kinase receptor (EC 2.7.10.1),NTRK3,6.5,0.0,3910.5,4855.3,3674.6,35.628,617,4418.0,54248,4,4252.8,4854.8,3912.2,B7Z7U4,253590000,4550.5,4424.0,4612.5
15294;15698,20.683,69820;69821;71511,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),,8.9,0.0023923,6172.6,6779.3,5530.9,1.9082,192,5582.8,94648,2,4602.1,6453.2,5640.1,B7Z972,53078000,5706.9,6725.7,6075.2
2038;9077,16.145,8515;8516;40951,ADP-ribosylation factor 3,ARF3,11.8,0.002414,3654.6,4385.2,3796.7,2.0201,181,4302.3,11483,2,2941.2,4110.4,3939.4,B7ZB63,21068000,3652.1,3854.1,4383.3
246;443;899;2794;4276;4542;4843;6179;6324;7526;7691;7871;7872;8615;9121;9688;10181;10429;10723;10942;11208;11250;11349;11672;11822;12334;13268;15688;16678;17083,103.88,946;947;1961;4643;12514;12515;19838;21417;21418;22444;22445;29017;29789;29790;35354;35355;35911;36577;36578;36579;36580;36581;39016;41193;41194;43282;45123;46971;46972;46973;46974;46975;48462;49553;50697;50698;50699;50863;50864;51202;52648;53526;53527;53528;53529;53530;53531;55486;60108;60109;71476;76311;76312;76313;76314;77886;77887;77888;77889;77890;77891;77892;77893;77894;77895;77896;77897;77898;77899,ITIH4 protein (Inter-alpha-trypsin inhibitor heavy chain 4),ITIH4,39.3,0.0,96903.0,117660.0,98599.0,264.14,935,106660.0,1304,30,90967.0,113950.0,100090.0,B7ZKJ8,29670000000,106250.0,111480.0,118840.0
8180;8328,16.787,37800;38102,Interleukin 7 receptor,IL7R,12.0,0.0,0.0,0.0,0.0,4.1584,150,0.0,51524,2,0.0,0.0,0.0,D6RDM4,0,0.0,0.0,0.0
5198;7457;14417,19.879,24519;35159;65330,Interleukin 1 receptor type 1,IL1R1,28.9,0.0,2639.8,3329.7,2673.2,110.17,173,3367.8,33856,3,2923.9,2867.9,2516.6,B9A040,104960000,2638.3,3421.9,2977.9
509;894;1183;12010;13651;14610;15958;16420,23.063,2394;2395;2396;2397;2398;2399;4601;4602;4603;4604;4605;4606;4607;4608;4609;4610;4611;4612;4613;4614;4615;4616;4617;4618;4619;4620;4621;4622;4623;4624;4625;4626;4627;4628;4629;4630;4631;5902;5903;5904;5905;5906;5907;5908;5909;5910;5911;5912;5913;5914;5915;5916;5917;5918;5919;5920;5921;5922;5923;5924;5925;54249;54250;54251;54252;54253;54254;54255;54256;54257;54258;54259;54260;54261;54262;54263;54264;61846;61847;61848;61849;61850;61851;61852;61853;61854;61855;61856;61857;61858;61859;61860;61861;61862;61863;61864;61865;61866;61867;61868;61869;61870;61871;66669;66670;66671;66672;66673;66674;66675;66676;66677;66678;66679;66680;66681;66682;66683;66684;66685;66686;66687;66688;66689;66690;66691;66692;66693;72523;72524;72525;72526;72527;72528;72529;72530;72531;72532;72533;72534;72535;72536;72537;72538;72539;72540;72541;72542;72543;72544;72545;72546;72547;72548;72549;74922;74923;74924;74925;74926;74927;74928;74929;74930;74931;74932;74933;74934;74935;74936;74937;74938;74939;74940;74941;74942;74943;74944;74945;74946;74947;74948;74949;74950;74951;74952;74953;74954;74955;74956;74957;74958;74959;74960;74961;74962;74963;74964;74965;74966;74967;74968;74969;74970;74971;74972;74973;74974;74975;74976;74977;74978;74979;74980;74981;74982;74983;74984;74985;74986;74987;74988;74989;74990;74991;74992;74993;74994;74995;74996;74997;74998;74999;75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75021;75022;75023;75024;75025;75026,Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1),IGLL5,46.7,0.0,108430.0,123950.0,111290.0,126.38,214,119470.0,3417,3,106400.0,131100.0,108630.0,B9A064,43815000000,109090.0,126050.0,119480.0
1956;12877,52.161,8161;58019,Nicotinate phosphoribosyltransferase (EC 6.3.4.21),NAPRT NAPRT1 hCG_32062,5.9,0.0,775.33,1117.8,976.92,6.507,490,1080.9,11039,2,996.42,1137.4,867.77,C9J8U2,11447000,886.29,919.63,850.66
4266;7671;8256;8761,129.21,19824;35868;35869;37922;39497,Calcium voltage-gated channel auxiliary subunit alpha2delta 2,CACNA2D2,4.0,0.0,3902.9,4400.1,4572.7,4.5163,1144,4137.3,27443,3,3898.9,4759.5,4210.8,C9JE82,67649000,5529.0,4802.3,4282.6
699;12546;16015,81.673,2994;56257;56258;72814,Acylamino-acid-releasing enzyme (EC 3.4.19.1) (Acyl-peptide hydrolase) (Acylaminoacyl-peptidase),APEH,4.5,0.0,2079.2,3164.7,2626.9,2.803,737,2512.2,4190,3,2639.2,2812.4,2690.3,C9JIF9,43665000,2673.4,2770.9,3323.4
9857;11534;11979,25.577,43847;43848;51917;51918;54104,Paired immunoglobin like type 2 receptor alpha,PILRA,12.4,0.0,8625.6,11036.0,9075.8,13.451,226,9554.8,59373,3,9492.0,9518.4,9231.8,C9JJ79,284550000,9672.3,9595.7,10819.0
993;3666;7014;11914;14699;16122,39.411,4877;16736;32783;32784;53898;53899;66956;66957;66958;73310;73311,Alpha-2-HS-glycoprotein (Fetuin-A),AHSG,35.3,0.0,7291.5,8718.4,9946.7,119.66,368,8304.9,6715,6,7760.4,8410.5,7767.8,C9JV77,669980000,7611.7,7639.8,9440.0
7679;9679,109.97,35885;35886;35887;43263;43264,deleted,,2.9,0.0,4258.6,4953.8,4479.8,13.929,,5239.7,48961,2,4904.0,4888.8,4450.4,C9JWS0,186220000,4463.6,5467.8,4849.1
749;796;967;5272;5480;8613;10721;12311;12527;16012,27.671,3223;3372;3373;3374;4821;24738;24739;24740;25632;25633;25634;39009;39010;39011;39012;39013;48459;48460;55440;55441;55442;56184;56185;72807;72808,Insulin-like growth factor-binding protein 1,IGFBP1,45.5,0.0,22432.0,28543.0,24311.0,39.093,257,27825.0,4495,10,23046.0,26163.0,25131.0,C9JXF9,3707800000,25626.0,26130.0,29651.0
324;2931;4022;5298;5824;6166;7188;7602;7848;8255;9885;10664;11910;13150;13573;15121;15538;15801;16702,130.66,1177;1178;13087;13088;18496;18497;24850;24851;26927;26928;26929;28985;28986;28987;28988;34085;35675;36509;36510;36511;36512;37921;43933;48305;48306;53751;59691;59692;59693;61620;69261;69262;69263;70739;71866;71867;76367;76368,Neuronal cell adhesion molecule,NRCAM,20.8,0.0,29115.0,38492.0,31782.0,124.97,1211,34749.0,1585,19,30641.0,36811.0,32869.0,C9JYY6,2031300000,32683.0,36637.0,36721.0
2004;4837;5207;5274;5818;8044;8187;9244;11017;11584;11585;14054;15757;16693,195.32,8293;8294;22401;22402;22403;24550;24551;24552;24553;24554;24742;24743;24744;26879;26880;26881;26882;26883;37477;37478;37479;37480;37813;37814;41718;49924;49925;49926;49927;49928;52167;52168;52169;63359;63360;63361;63362;63363;71654;71655;76349;76350;76351;76352;76353;76354,ABI family member 3 binding protein,ABI3BP,9.7,0.0,45941.0,56290.0,49664.0,323.31,1786,55018.0,11198,14,45614.0,56530.0,51499.0,D3YTG3,10050000000,51411.0,55423.0,56806.0
4615;8890;14134,26.459,21603;21604;21605;40087;40088;40089;63637;63638,Complement C1q B chain,C1QB,14.7,0.0,4955.4,5566.7,5511.2,51.741,251,5681.2,30043,3,4726.1,5977.6,5424.2,D6R934,690610000,5308.7,5136.2,5725.7
773;2138;2440;2451;4508;5335;5861;9253;11175;11508;12669;12711;13102;16262,32.118,3275;8747;10476;10497;21068;24918;24919;27101;41730;50612;51801;56674;56675;56676;56935;56936;59570;74095,Annexin,ANXA3,54.2,0.0,25138.0,33960.0,27938.0,36.424,284,32953.0,4563,14,25763.0,32248.0,28617.0,D6RA82,448830000,28882.0,31446.0,32759.0
1564;1791;1847;2864;3252;8515;8516;8704;8804;9149;10402;10403;10745;11005;11659;12620;13330;14549;14709;14838;15696;16198;16547;16691,71.482,7206;7207;7208;7209;7731;7732;7733;7887;7888;7889;7890;7891;7892;7893;7894;7895;7896;7897;7898;7899;12821;12822;12823;14927;14928;14929;14930;14931;14932;14933;14934;14935;14936;14937;38726;38727;39302;39303;39304;39787;39788;41261;41262;41263;46856;46857;46858;46859;46860;48568;48569;48570;48571;48572;48573;48574;48575;48576;48577;49882;49883;49884;52591;52592;52593;52594;56532;56533;56534;56535;56536;56537;56538;56539;56540;56541;60416;60417;60418;60419;60420;60421;60422;60423;65918;65919;65920;65921;65922;65923;66974;68367;68368;68369;68370;68371;71490;71491;71492;71493;71494;71495;71496;71497;71498;71499;71500;71501;71502;73894;73895;73896;73897;73898;75568;75569;75570;76339;76340;76341;76342;76343;76344;76345;76346;76347,HGF activator,HGFAC,43.5,0.0,112270.0,142040.0,124160.0,323.31,662,134700.0,9861,24,111010.0,140760.0,123400.0,D6RAR4,61705000000,125240.0,140080.0,143030.0
14083;15420,53.02,63474;70291,Vitamin D-binding protein (Gc-globulin) (Group-specific component),GC,3.6,0.0,2493.9,2920.3,2867.1,2.4008,476,3063.8,85317,2,2440.2,3147.7,2414.1,D6RF35,25676000,2744.6,2664.6,3438.0
2720;4147;4950;7400;8005;8674;9168;9169;14056;14379;15404;16113;16689,67.402,12259;19172;19173;22767;22768;35004;35005;37196;37197;39176;41327;41328;63368;64690;64691;70233;73280;76333,Cadherin 6,CDH6,28.1,0.0,16768.0,19430.0,16040.0,103.39,608,19037.0,16435,13,20668.0,20627.0,18580.0,D6RF86,419080000,17298.0,19956.0,19657.0
367;2132;2630;2756;4433;5154;5507;5757;6370;7280;7392;7837;7868;7928;7963;8261;9035;9600;10909;11098;11156;11204;11406;12718;12770;13316;13318;13378;13877;14420;14818;14990;15233;15310;15694;15721;15859;15968,333.2,1295;1296;8737;11248;11249;12366;20802;24205;25721;26719;26720;29925;34576;34577;34987;36476;36570;36868;36869;36870;37019;37020;37930;40757;40758;43064;49463;50360;50361;50548;50549;50688;50689;51431;56948;57440;60300;60303;60543;62801;62802;65334;68285;68868;68869;68870;69680;69864;71488;71578;72047;72048;72581,Collagen type XII alpha 1 chain,COL12A1,13.9,0.0,55896.0,69396.0,60431.0,289.35,3062,65597.0,1727,38,59790.0,68612.0,62947.0,D6RGG3,1466700000,63474.0,68954.0,68791.0
327;3058;5303;13802,30.33,1184;1185;1186;14211;24856;24857;62569,Hepatitis A virus cellular receptor 2,HAVCR2,19.8,0.0,4164.6,4437.5,4090.8,8.6352,273,4599.3,1599,4,4065.9,4299.0,4061.5,E5RHN3,117050000,4215.6,4762.5,4815.3
256;2524;8404;8803;11437;12335,10.08,964;10703;38415;39786;51615;51616;55487;55488,Tubulin-specific chaperone A,TBCA,47.6,0.0,10441.0,12421.0,11673.0,10.103,84,11988.0,1327,6,9340.0,11698.0,11290.0,E5RIW3,361120000,12522.0,12409.0,13032.0
2220;2283;2956;2957;3188;3215;3216;3866;10384;10385;13110;15085,16.966,9028;9338;9339;13497;13498;13499;13500;13501;13502;13503;14674;14675;14676;14677;14678;14679;14680;14761;14762;14763;14764;14765;17860;46791;46792;46793;46794;46795;46796;59587;69181;69182,CALM1 protein (Calmodulin 1) (Calmodulin 2) (Calmodulin 3) (LP7057 protein),CALM1 CALM2 CALM3 hCG_17033 hCG_20313,76.0,0.0,26443.0,36010.0,30050.0,202.37,113,31998.0,12145,12,28988.0,33504.0,29106.0,E7ETZ0,5321600000,31162.0,33067.0,35020.0
4200;14514;15343,41.796,19678;65853;70025,Acid ceramidase (EC 3.5.1.23),ASAH1,11.1,0.0,4379.8,5320.8,4418.8,28.827,370,5060.5,27269,3,3945.8,4996.3,4902.2,E7EMM4,48207000,4702.6,4833.5,5290.8
1820;2961;3907;4370;4991;5496;5497;7709;8283;8571;8572;9021;9022;9043;9044;12197;12262;12494;13506;13994;16223;16225;16226;16737;16738,55.389,7810;7811;7812;7813;7814;7815;13630;13631;13632;13633;13634;13635;13636;13637;13638;13639;13640;13641;13642;13643;13644;13645;13646;13647;13648;13649;13650;13651;13652;13653;13654;13655;13656;13657;13658;13659;13660;13661;13662;13663;13664;13665;13666;13667;13668;13669;13670;13671;18140;18141;18142;18143;18144;20146;20147;23203;23204;25679;25680;25681;25682;25683;25684;25685;35947;37969;38886;38887;38888;38889;38890;38891;40714;40715;40716;40717;40718;40719;40720;40721;40722;40723;40724;40725;40726;40727;40728;40822;40823;40824;40825;55019;55020;55256;55257;55258;55259;55260;55261;55262;55263;55264;55265;55266;55267;56065;61192;61193;61194;61195;61196;61197;61198;61199;61200;61201;61202;61203;61204;61205;61206;61207;61208;61209;61210;61211;61212;61213;61214;61215;63171;63172;63173;63174;63175;63176;63177;63178;63179;73989;73990;73991;73992;73993;73994;73995;73996;73997;73999;74000;74001;74002;74003;74004;74005;74006;74007;74008;74009;74010;74011;74012;74013;76485;76486;76487;76488;76489;76490;76491;76492;76493;76494;76495;76496;76497;76498;76499;76500;76501;76502;76503;76504;76505;76506;76507;76508;76509;76510;76511;76512,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV),PROC,43.8,0.0,160920.0,201960.0,172210.0,323.31,495,186380.0,10609,25,165210.0,202350.0,168650.0,E7END6,87097000000,173010.0,193180.0,191610.0
235;3364;6185;8885;10265;11024,165.68,930;15269;29260;40053;45575;49959,deleted,,5.5,0.0,4120.4,5802.9,4692.3,12.738,,4856.3,1286,6,6442.3,5067.2,4904.7,E7EUU1,162410000,4205.5,4786.6,4643.6
10797;14591,106.31,49005;66510,deleted,,2.0,0.0,3071.1,3722.0,3649.5,2.8619,,3617.0,66148,2,4310.1,3698.2,3378.7,E7ENR4,11863000,3498.2,3929.5,3837.8
107;108;994;9699;9700;11963;13032,39.482,589;590;591;4878;43320;43321;43322;54021;58558,deleted,,32.2,0.0,12150.0,15492.0,12553.0,11.609,,14295.0,855,7,10571.0,14512.0,12920.0,H7BXU4,337970000,13254.0,13572.0,14842.0
512;15239,32.408,2460;2461;69692,G protein subunit beta 2,GNB2,5.7,0.0,2065.2,2768.2,2084.7,3.0826,296,2688.5,3508,2,2402.1,2738.1,2205.4,E7EP32,56632000,2187.3,2593.8,2560.7
901;3076;14084;15581,44.842,4655;14267;63475;70907,Septin,SEPTIN7,9.4,0.0090192,2537.5,3437.4,2931.7,1.2701,401,3030.5,6451,4,3288.1,3389.4,2752.9,G3V1Q4,27517000,2854.7,3397.8,2996.7
537;1315;4088;4216;4363;4364;5297;5361;5642;7177;7367;7757;8157;10193;11926;13243;13883;14755;15434,157.07,2523;2524;2525;6422;6423;6424;18963;18964;18965;19712;20138;20139;24848;24849;25060;25061;26149;26150;26151;34066;34067;34935;34936;36110;36111;37752;37753;37754;45164;53914;53915;60040;60041;60042;62812;62813;62814;62815;67224;70316;70317;70318,protein-tyrosine-phosphatase (EC 3.1.3.48),PTPRM,18.8,0.0,37567.0,46828.0,42204.0,323.31,1390,42528.0,3586,19,34909.0,45066.0,43735.0,E7EPS8,2825000000,44222.0,44320.0,45577.0
641;3649;3651;3653;4142;14623,11.777,2809;16690;16697;16699;19155;66730,Alpha-synuclein,SNCA,60.0,0.0,6763.1,8161.3,7619.8,36.352,115,8166.4,3932,6,6159.0,8804.5,7575.5,E7EPV7,160980000,7184.8,8442.7,8576.7
216;442;484;1223;1224;1301;1884;1885;1887;1914;2019;2049;2295;2300;2466;2614;2615;2833;2834;2835;2836;2837;2838;2839;2840;2842;3903;3924;4101;4156;4428;4432;4436;4437;4438;4439;4631;4768;4769;4893;4894;4895;4896;4904;4905;4906;4907;4908;5156;5157;5213;5237;5436;5547;5548;5624;5625;5819;5952;6061;6193;6202;6469;6777;6779;7572;8854;9034;9093;9094;9118;9443;9597;9675;9715;9767;9890;9918;9920;9921;10301;10363;10364;10365;10366;10430;12349;12375;12456;12607;12905;13708;13714;13930;14149;14279;14530;14693;14694;15181;15616;15634;15643;15734;15735;15736;15738;15841;15899;15988;16111;16375;16546;16791,458.38,866;867;1959;1960;2346;6052;6053;6054;6055;6376;6377;6378;6379;7984;7985;7986;7988;8067;8468;8469;8470;8471;8543;8544;8545;8546;8547;9361;9381;9382;10574;11209;11210;11211;11212;12755;12756;12757;12758;12759;12760;12761;12762;12763;12764;12765;12766;12769;12770;12771;12772;12773;12774;12775;18122;18170;18171;18172;18173;18174;18175;18998;19439;19440;19441;19442;19443;19444;19445;19446;19447;19448;19449;19450;19451;19452;20792;20801;20811;20812;20813;20814;20815;20816;20817;20818;21676;21677;21678;22133;22134;22135;22136;22137;22602;22603;22604;22605;22606;22607;22608;22609;22610;22611;22612;22613;22614;22615;22627;22628;22629;22630;22631;22632;22633;22634;22635;22636;22637;22638;22639;24207;24208;24577;24629;25442;25814;25815;25816;25817;26076;26077;26078;26079;26080;26081;26082;26083;26084;26085;26086;26087;26088;26089;26090;26091;26092;26093;26094;26095;26096;26097;26098;26099;26100;26101;26884;27390;27391;28577;29271;29272;29305;29306;29307;29308;30490;31992;31994;31995;31996;31997;31998;31999;35465;35466;35467;35468;35469;35470;39929;40750;40751;40752;40753;40754;40755;40756;41076;41077;41078;41079;41080;41081;41082;41083;41084;41085;41086;41175;41176;41177;41178;41179;41180;41181;41182;41183;41184;41185;41186;42475;43052;43053;43054;43055;43056;43057;43058;43059;43060;43247;43248;43249;43250;43251;43252;43253;43254;43255;43347;43348;43349;43580;43581;43582;43583;43584;43943;43944;43945;43946;43947;43948;43949;43950;43951;43952;44109;44110;44111;44112;44113;44114;44115;44116;44121;44122;44123;44124;44125;44126;45772;45773;45774;46565;46566;46567;46568;46569;46570;46571;46572;46573;46574;46575;46576;46577;46578;46579;46580;46581;46976;46977;46978;46979;46980;46981;46982;55547;55548;55611;55933;56495;58174;58175;58176;58177;58178;58179;58180;58181;58182;58183;58184;58185;58186;58187;58188;58189;62092;62109;62110;62111;62112;62966;63678;63679;64376;64377;64378;65890;65891;65892;66940;66941;66942;66943;66944;66945;66946;66947;66948;69554;71139;71140;71141;71142;71143;71214;71260;71610;71611;71612;71613;71614;71615;71616;71617;71619;71998;71999;72000;72001;72002;72003;72004;72332;72333;72739;72740;73277;73278;74563;75564;75565;75566;75567;76651;76652,deleted,,37.3,0.0,4974.4,7107.7,5497.4,12.81,,5842.5,1207,2,4999.5,5989.0,5205.7,E7EPZ9,78308000,4970.0,5546.2,5220.4
1326;16871,65.747,6441;76962,Polyadenylate-binding protein (PABP),PABPC1,2.9,0.00061767,2926.9,3388.6,2924.8,2.301,591,2735.7,8899,2,3730.1,3112.0,2515.1,E7EQV3,16381000,2630.8,3326.4,2818.3
1408;11791;16190,312.02,6801;53455;73873,"Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)",MGAM MGA MGAML,2.7,0.0,4684.9,5908.9,4170.7,9.4343,2753,5504.3,9357,3,5731.5,5669.7,4864.3,E7ER45,19023000,4738.2,5580.9,5659.7
1549;2538;7406;7925;10786;12659;14058;15994;17005,164.71,7176;7177;10749;35017;36853;48705;56651;63375;72763;77448,deleted,,6.7,0.0,11112.0,13686.0,12469.0,15.793,,13121.0,9823,9,9860.5,13294.0,12012.0,F5GYC7,117890000,12554.0,13130.0,13164.0
983;1634;15079,65.059,4860;7382;7383;69174,Complement factor I,CFI hCG_21044,5.2,0.0,3138.6,3941.8,3151.7,3.5556,576,3476.2,6695,3,2943.7,3609.9,3269.0,G3XAM2,73955000,3200.2,3585.0,3540.0
556;3512;4203;5785;6038;6482;7326;7769;8052;9703;10058;10660,57.805,2564;2565;15901;15902;19687;26808;26809;28496;28497;28498;30532;34775;36131;36132;37505;43326;44745;44746;44747;48300;48301,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),UGP2,26.7,0.0,28592.0,34747.0,31347.0,122.52,517,32906.0,3633,12,27477.0,34459.0,32369.0,E7EUC7,790930000,34130.0,34056.0,34348.0
22;496;1570;1909;5440;5593;6862;7241;7973;8389;10647;10748;10829;11882;12309;12351;12493;12595;13644;13657;13876;14748;15549;15799;15800;16121;16383;16400;16468;16629,101.55,63;64;65;66;2369;2370;2371;2372;2373;7219;7220;7221;7222;8045;8046;8047;8048;25480;25481;25482;25483;25484;25485;25939;25940;32258;32259;32260;32261;34386;34387;34388;37041;37042;37043;37044;37045;37046;37047;38371;48271;48585;49189;49190;53694;53695;53696;53697;55432;55433;55434;55435;55436;55437;55551;55552;56063;56064;56471;56472;61813;61814;61815;61816;61886;62797;62798;62799;62800;67182;67183;70779;71861;71862;71863;71864;71865;73308;73309;74586;74587;74639;74640;74641;74642;75233;75234;75235;75236;75237;75238;75239;75240;75241;75242;75959;75960;75961;75962;75963;75964;75965;75966;75967,Ectonucleotide pyrophosphatase/phosphodiesterase 2,ENPP2,41.0,0.0,104730.0,128700.0,115590.0,323.31,884,123040.0,84,30,102890.0,128850.0,114220.0,E7EUF1,13328000000,117990.0,127020.0,129470.0
3685;13886,49.704,16827;62821,Hematopoietic cell-specific Lyn substrate 1,HCLS1,4.5,0.0,75.753,176.74,161.0,3.6814,449,139.57,22832,2,350.49,130.11,301.82,E7EVW7,37493000,169.24,142.37,160.77
5235;9223,99.713,24625;41655,Myomesin 2,MYOM2,3.4,0.0,946.37,977.16,990.36,8.467,890,980.3,33982,2,1139.4,922.08,998.5,E7EWH9,8413800,1007.2,918.35,940.24
1935;2862;6788;8228;14003;14368;14741;14742;15786;16853;16926,257.44,8108;8109;12812;32016;32017;32018;32019;37882;63202;63203;63204;64655;64656;67148;67149;71723;76923;77122;77123,Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP) (Chondroitin sulfate proteoglycan core protein 1) (Chondroitin sulfate proteoglycan 1) [Cleaved into: Aggrecan core protein 2],ACAN AGC1 CSPG1 MSK16,6.5,0.0,15358.0,19512.0,16052.0,198.81,2530,18249.0,10980,11,15183.0,20006.0,16347.0,H0YM81,656650000,16514.0,18505.0,18901.0
