Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O00159	O00159	15	15	15	Unconventional myosin-Ic	MYO1C	sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	1	15	15	15	22.4	22.4	22.4	121.68	1063	1063	0	127.6	254020000	19				46	608;1120;1408;2755;3764;3777;4001;4461;6466;7367;7532;8313;8592;10679;11355	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	613;1132;1431;2795;3814;3827;4057;4521;6547;7462;7463;7632;8417;8701;10819;11504	703;1304;1657;3241;3242;4418;4432;4689;5231;7662;8687;8688;8886;9792;10117;12635;13425	817;1502;1913;3755;3756;5139;5153;5461;5462;6089;6090;8960;10107;10108;10341;10342;11390;11750;14747;15644	817;1502;1913;3756;5139;5153;5462;6090;8960;10107;10342;11390;11750;14747;15644	39;40	202;606
O00170	O00170	3	3	3	AH receptor-interacting protein	AIP	sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	1	3	3	3	13.6	13.6	13.6	37.664	330	330	0	18.854	28968000	3				47	2419;7076;10499	True;True;True	2457;7161;10638	2847;8351;12423	3291;9737;14501	3291;9737;14501		
O00203;Q13367	O00203	8;1	8;1	8;1	AP-3 complex subunit beta-1	AP3B1	sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	2	8	8	8	10.3	10.3	10.3	121.32	1094	1094;1082	0	53.867	53010000	9				48	859;929;4054;5984;6335;6484;8229;11140	True;True;True;True;True;True;True;True	868;938;4111;6064;6416;6565;8333;11288	1010;1085;4763;7105;7515;7682;9696;13186	1163;1164;1246;5552;8323;8792;8981;11275;15362	1163;1246;5552;8323;8792;8981;11275;15362		
O00231	O00231	9	9	9	26S proteasome non-ATPase regulatory subunit 11	PSMD11	sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	1	9	9	9	29.1	29.1	29.1	47.463	422	422	0	74.714	116020000	10				49	574;2867;3304;7061;7111;9442;10769;11419;11515	True;True;True;True;True;True;True;True;True	579;2908;3350;7146;7196;9566;10912;11571;11667	663;3364;3880;8332;8389;11117;12741;13505;13622	772;3892;4504;4505;4506;4507;9715;9778;12923;14863;15733;15864;15865	772;3892;4506;9715;9778;12923;14863;15733;15865		
O00232	O00232	9	9	9	26S proteasome non-ATPase regulatory subunit 12	PSMD12	sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	1	9	9	9	27.9	27.9	27.9	52.904	456	456	0	62.925	118530000	10				50	2105;4334;5765;6096;6744;7245;9354;10238;11107	True;True;True;True;True;True;True;True;True	2138;4392;5844;6176;6828;7334;9477;10371;11255	2476;5080;6845;7236;7980;7981;7982;8547;11009;12113;13150	2862;2863;5914;8015;8468;9328;9329;9330;9952;12787;14127;15320;15321	2863;5914;8015;8468;9330;9952;12787;14127;15321	41;42;43;44;45;46	16;177;190;312;315;326
O00233	O00233	1	1	1	26S proteasome non-ATPase regulatory subunit 9	PSMD9	sp|O00233|PSMD9_HUMAN 26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	1	1	1	1	7.2	7.2	7.2	24.682	223	223	0.00087336	7.1285	5423600	1				51	3996	True	4052	4682	5454	5454	47	52
O00264	O00264	3	3	3	Membrane-associated progesterone receptor component 1	PGRMC1	sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	1	3	3	3	33.3	33.3	33.3	21.671	195	195	0	39.698	69090000	4				52	2164;3618;3751	True;True;True	2197;3667;3801	2551;4255;4403	2953;4954;4955;5123	2953;4955;5123		
O00267	O00267	5	5	5	Transcription elongation factor SPT5	SUPT5H	sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	1	5	5	5	8.3	8.3	8.3	121	1087	1087	0	36.455	22224000	5				53	1955;4524;8959;9258;9779	True;True;True;True;True	1988;4585;9075;9381;9907	2301;5308;10551;10899;11593	2661;6188;6189;12256;12648;13520	2661;6189;12256;12648;13520		
O00273	O00273	4	4	4	DNA fragmentation factor subunit alpha	DFFA	sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	1	4	4	4	16.9	16.9	16.9	36.521	331	331	0	26.573	22273000	4				54	46;6751;7248;8316	True;True;True;True	47;6835;7337;8420	57;7989;8551;9795	69;9339;9957;11394	69;9339;9957;11394	48	1
O00299	O00299	8	8	8	Chloride intracellular channel protein 1	CLIC1	sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	1	8	8	8	52.3	52.3	52.3	26.922	241	241	0	99.975	463600000	14				55	2300;3347;3893;4463;4891;5730;6074;10494	True;True;True;True;True;True;True;True	2336;3394;3946;4523;4956;5809;6154;10633	2710;2711;3927;4566;5233;5786;5787;6804;7213;7214;12417	3137;3138;3139;4560;5314;6092;6777;6778;6779;6780;7967;7968;8444;8445;14494	3139;4560;5314;6092;6779;7968;8444;14494	49	32
O00303	O00303	6	6	6	Eukaryotic translation initiation factor 3 subunit F	EIF3F	sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	1	6	6	6	29.1	29.1	29.1	37.563	357	357	0	93.731	150750000	9				56	1086;2184;6213;9740;10433;10824	True;True;True;True;True;True	1096;2217;6294;9868;10569;10967	1263;2572;7376;11549;12342;12815	1455;2976;8631;8632;8633;13472;14409;14410;14944	1455;2976;8633;13472;14410;14944	50;51;52	221;228;231
O00410	O00410	20	20	20	Importin-5	IPO5	sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	1	20	20	20	26.5	26.5	26.5	123.63	1097	1097	0	152.04	334170000	23				57	900;2393;2463;2775;3398;4580;4973;7027;8091;8190;8451;8560;8718;10047;10122;10409;10754;10796;11143;11144	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	909;2431;2501;2815;3445;4641;5039;7112;8193;8294;8556;8668;8829;10179;10254;10545;10897;10939;11291;11292	1053;1054;2819;2899;3262;3981;5370;5883;8291;9532;9652;9950;10073;10262;10263;11899;11984;12315;12724;12769;12770;13189;13190	1210;1211;1212;3262;3352;3776;4619;6261;6262;6887;9670;11096;11226;11564;11700;11915;11916;13874;13875;13977;14377;14846;14894;14895;15365;15366	1212;3262;3352;3776;4619;6262;6887;9670;11096;11226;11564;11700;11915;13875;13977;14377;14846;14895;15365;15366	53;54;55;56;57;58;59;60;61;62;63;64;65	95;99;105;364;366;450;574;581;627;631;727;910;1047
O00411	O00411	2	2	2	DNA-directed RNA polymerase, mitochondrial	POLRMT	sp|O00411|RPOM_HUMAN DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=POLRMT PE=1 SV=2	1	2	2	2	3.5	3.5	3.5	138.62	1230	1230	0	14.157	14690000	2				58	2695;6852	True;True	2735;6937	3176;8100	3685;9462	3685;9462		
O00422	O00422	2	2	2	Histone deacetylase complex subunit SAP18	SAP18	sp|O00422|SAP18_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	1	2	2	2	19.6	19.6	19.6	17.561	153	153	0	12.541	8666000	3				59	3463;4377	True;True	3511;4435	4057;5129	4710;4711;5970	4710;5970		
O00425	O00425	1	1	1	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	sp|O00425|IF2B3_HUMAN Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	1	1	1	1	2.4	2.4	2.4	63.704	579	579	0.0020227	6.4661	4483500	1				60	6495	True	6576	7694	8995	8995		
O00429	O00429	7	7	7	Dynamin-1-like protein	DNM1L	sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2	1	7	7	7	12.5	12.5	12.5	81.876	736	736	0	54	48383000	7				61	600;1932;3946;6186;8531;8532;9675	True;True;True;True;True;True;True	605;1965;4001;6267;8637;8638;9802	694;2274;4624;7338;10039;10040;11470;11471	808;2632;5385;8583;11661;11662;13375;13376	808;2632;5385;8583;11661;11662;13376		
O00443	O00443	2	2	2	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	PIK3C2A	sp|O00443|P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2	1	2	2	2	2.1	2.1	2.1	190.68	1686	1686	0	12.115	9280800	2				62	1805;4689	True;True	1835;4751	2123;5535	2453;6471	2453;6471		
O00469	O00469	4	4	4	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2	sp|O00469|PLOD2_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2	1	4	4	4	7.6	7.6	7.6	84.685	737	737	0	30.508	48218000	4				63	5474;7103;8419;8697	True;True;True;True	5549;7188;8524;8808	6485;8381;9911;10241	7600;9768;9769;11519;11891	7600;9769;11519;11891		
O00487	O00487	1	1	1	26S proteasome non-ATPase regulatory subunit 14	PSMD14	sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	1	1	1	1	4.2	4.2	4.2	34.577	310	310	0.0096774	5.7601	9924700	1				64	970	True	979	1128	1293	1293		
O00505	O00505	3	2	2	Importin subunit alpha-4	KPNA3	sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	1	3	2	2	10	7.3	7.3	57.81	521	521	0	12.558	9876000	2				65	1899;2109;9125	True;False;True	1931;2142;9245	2230;2480;10749	2575;2867;12482	2575;2867;12482		
O00541	O00541	2	2	2	Pescadillo homolog	PES1	sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1	1	2	2	2	5.6	5.6	5.6	68.002	588	588	0	12.078	8232600	2				66	2153;6425	True;True	2186;6506	2540;7617	2942;8907	2942;8907		
O00560	O00560	4	4	4	Syntenin-1	SDCBP	sp|O00560|SDCB1_HUMAN Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1	1	4	4	4	23.5	23.5	23.5	32.444	298	298	0	31.09	26633000	3				67	681;7132;8856;9044	True;True;True;True	687;7217;8971;9161	792;8411;10428;10653	919;9801;12101;12366	919;9801;12101;12366	66	57
O00566	O00566	3	3	3	U3 small nucleolar ribonucleoprotein protein MPP10	MPHOSPH10	sp|O00566|MPP10_HUMAN U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	1	3	3	3	7.3	7.3	7.3	78.863	681	681	0	17.422	19445000	3				68	5846;6847;8514	True;True;True	5926;6932;8620	6948;8095;10021	8140;9457;11641	8140;9457;11641		
O00567	O00567	7	7	7	Nucleolar protein 56	NOP56	sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4	1	7	7	7	16.2	16.2	16.2	66.049	594	594	0	46.107	48555000	7				69	3086;6412;6833;9237;10184;11252;11386	True;True;True;True;True;True;True	3130;6493;6918;9360;10316;11401;11535	3611;7602;8081;10877;12052;13313;13460	4173;8891;9443;12622;14059;15509;15682	4173;8891;9443;12622;14059;15509;15682	67;68;69	167;252;254
O00571;O15523	O00571;O15523	10;6	9;5	9;5	ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;sp|O15523|DDX3Y_HUMAN ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2	2	10	9	9	22.5	20.8	20.8	73.243	662	662;660	0	104.4	226170000	9				70	1622;1886;2581;4737;7297;8771;8846;9130;10380;10793	True;True;True;True;False;True;True;True;True;True	1649;1918;2621;4799;7386;8882;8961;9250;10516;10936	1905;2214;3053;5599;8605;10321;10418;10755;12283;12766	2194;2556;3549;6559;10019;11978;11979;11980;12090;12489;14335;14890	2194;2556;3549;6559;10019;11979;12090;12489;14335;14890	70;71	352;355
O00592	O00592	1	1	1	Podocalyxin	PODXL	sp|O00592|PODXL_HUMAN Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2	1	1	1	1	2	2	2	58.635	558	558	0.0020358	6.503	4030200	0				71	1236	True	1253	1453	1677	1677		
O00625	O00625	2	2	2	Pirin	PIR	sp|O00625|PIR_HUMAN Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	1	2	2	2	6.9	6.9	6.9	32.113	290	290	0	13.201	35230000	3				72	7630;10871	True;True	7730;11014	8996;8997;12870	10469;10470;15009	10470;15009		
O00629	O00629	4	4	3	Importin subunit alpha-3	KPNA4	sp|O00629|IMA3_HUMAN Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	1	4	4	3	15.9	15.9	13.2	57.886	521	521	0	25.467	27498000	5				73	2109;5562;6396;7930	True;True;True;True	2142;5639;6477;8032	2480;6603;7583;9351	2867;7738;8871;8872;10883	2867;7738;8872;10883		
O00743	O00743	2	2	2	Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed	PPP6C	sp|O00743|PPP6_HUMAN Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1	1	2	2	2	11.1	11.1	11.1	35.144	305	305	0	12.897	12460000	0				74	3653;10875	True;True	3702;11018	4294;12874	5000;15013	5000;15013		
O00762	O00762	2	2	2	Ubiquitin-conjugating enzyme E2 C	UBE2C	sp|O00762|UBE2C_HUMAN Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1	1	2	2	2	16.8	16.8	16.8	19.652	179	179	0	12.292	12976000	3				75	4025;6854	True;True	4081;6939	4730;8102	5513;5514;9464	5513;9464		
O00764	O00764	4	4	4	Pyridoxal kinase	PDXK	sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	1	4	4	4	21.8	21.8	21.8	35.102	312	312	0	28.611	65562000	4				76	4304;7087;10945;11027	True;True;True;True	4362;7172;11091;11173	5048;8364;12966;13059	5875;9750;15117;15216	5875;9750;15117;15216	72	126
O14519	O14519	1	1	1	Cyclin-dependent kinase 2-associated protein 1	CDK2AP1	sp|O14519|CDKA1_HUMAN Cyclin-dependent kinase 2-associated protein 1 OS=Homo sapiens OX=9606 GN=CDK2AP1 PE=1 SV=1	1	1	1	1	11.3	11.3	11.3	12.365	115	115	0.00205	6.5685	7645200	1				77	11142	True	11290	13188	15364	15364		
O14530	O14530	1	1	1	Thioredoxin domain-containing protein 9	TXNDC9	sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2	1	1	1	1	11.1	11.1	11.1	26.534	226	226	0.0020064	6.4326	3782700	1				78	9841	True	9971	11665	13598	13598		
O14562	O14562	1	1	1	Ubiquitin domain-containing protein UBFD1	UBFD1	sp|O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens OX=9606 GN=UBFD1 PE=1 SV=2	1	1	1	1	3.6	3.6	3.6	33.382	309	309	0.0041873	6.0671	7029500	2				79	3441	True	3489	4029	4679;4680	4679		
O14578	O14578	1	1	1	Citron Rho-interacting kinase	CIT	sp|O14578|CTRO_HUMAN Citron Rho-interacting kinase OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=2	1	1	1	1	0.7	0.7	0.7	231.43	2027	2027	0.0080292	5.8366	1737700	1				80	7773	True	7874	9170	10679	10679		
O14579	O14579	5	5	5	Coatomer subunit epsilon	COPE	sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3	1	5	5	5	31.5	31.5	31.5	34.482	308	308	0	44.646	115150000	9				81	730;1875;3294;6734;11032	True;True;True;True;True	736;1906;3340;6818;11178	846;847;2201;3868;7969;7970;13067	978;979;980;2540;4488;4489;9317;9318;15224	980;2540;4489;9318;15224	73	208
P47813;O14602	P47813;O14602	2;2	2;2	2;2	Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal	EIF1AX;EIF1AY	sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;sp|O14602|IF1AY_HUMAN Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4	2	2	2	2	17.4	17.4	17.4	16.46	144	144;144	0	12.071	12012000	2				82	2231;10980	True;True	2264;11126	2623;13007	3033;15159	3033;15159		
O14617	O14617	9	9	9	AP-3 complex subunit delta-1	AP3D1	sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1	1	9	9	9	12.1	12.1	12.1	130.16	1153	1153	0	64.424	63508000	9				83	498;4163;5939;6053;6364;6689;7957;10883;11418	True;True;True;True;True;True;True;True;True	503;4220;6019;6133;6445;6773;8059;11027;11570	577;4891;7050;7183;7547;7921;9383;12887;13504	674;5695;8258;8259;8409;8827;9259;10917;15027;15732	674;5695;8259;8409;8827;9259;10917;15027;15732	74;75	964;1069
O14618	O14618	1	1	1	Copper chaperone for superoxide dismutase	CCS	sp|O14618|CCS_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1	1	1	1	1	4.7	4.7	4.7	29.04	274	274	0.00089888	7.5501	6712600	1				84	8977	True	9093	10573	12279	12279		
O14662	O14662	2	2	2	Syntaxin-16	STX16	sp|O14662|STX16_HUMAN Syntaxin-16 OS=Homo sapiens OX=9606 GN=STX16 PE=1 SV=3	1	2	2	2	12	12	12	37.031	325	325	0	19.109	12314000	2				85	4639;6897	True;True	4701;6982	5470;8146	6392;9510	6392;9510		
O14734	O14734	1	1	1	Acyl-coenzyme A thioesterase 8	ACOT8	sp|O14734|ACOT8_HUMAN Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	1	1	1	1	2.8	2.8	2.8	35.914	319	319	0.0027527	6.2785	2099600	1				86	6716	True	6800	7951	9296	9296		
O14737	O14737	4	4	4	Programmed cell death protein 5	PDCD5	sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	1	4	4	4	35.2	35.2	35.2	14.285	125	125	0	34.396	69877000	4				87	157;987;7843;10801	True;True;True;True	158;996;7945;10944	182;1149;9248;12788	222;1317;1318;10765;14913	222;1318;10765;14913	76	77
O14744	O14744	6	6	6	Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	PRMT5	sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4	1	6	6	6	17.7	17.7	17.7	72.683	637	637	0	48.499	112490000	7				88	66;171;1232;4802;10723;10987	True;True;True;True;True;True	67;172;1249;4864;10866;11133	78;199;200;1449;5680;12688;13014	96;240;241;1672;6661;14806;15167	96;241;1672;6661;14806;15167		
O14745	O14745	2	2	2	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	SLC9A3R1	sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4	1	2	2	2	7.3	7.3	7.3	38.868	358	358	0	12.458	7197800	2				89	2152;6497	True;True	2185;6578	2539;7696	2941;8997	2941;8997		
O14763	O14763	1	1	1	Tumor necrosis factor receptor superfamily member 10B	TNFRSF10B	sp|O14763|TR10B_HUMAN Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens OX=9606 GN=TNFRSF10B PE=1 SV=2	1	1	1	1	3.9	3.9	3.9	47.878	440	440	0.0083003	5.7927	7723900	1				90	1191	True	1205	1389	1598	1598		
O14773	O14773	2	2	2	Tripeptidyl-peptidase 1	TPP1	sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	1	2	2	2	8	8	8	61.247	563	563	0	12.02	12912000	2				91	1081;10717	True;True	1091;10860	1257;12681	1449;14799	1449;14799		
O14776	O14776	3	3	3	Transcription elongation regulator 1	TCERG1	sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	1	3	3	3	3.6	3.6	3.6	123.9	1098	1098	0	16.722	12531000	3				92	2160;6076;8645	True;True;True	2193;6156;8755	2547;7216;10183	2949;8447;11826	2949;8447;11826		
O14787	O14787	6	4	4	Transportin-2	TNPO2	sp|O14787|TNPO2_HUMAN Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3	1	6	4	4	9.8	7.5	7.5	101.39	897	897	0	25.381	24957000	4				93	635;2327;3037;8396;9840;11454	False;True;True;False;True;True	640;2363;3080;3081;8501;9970;11606	738;2743;3557;3558;9882;11664;13541	858;3176;4112;4113;11489;13597;15772	858;3176;4112;11489;13597;15772	77;78	239;306
O14802	O14802	1	1	1	DNA-directed RNA polymerase III subunit RPC1	POLR3A	sp|O14802|RPC1_HUMAN DNA-directed RNA polymerase III subunit RPC1 OS=Homo sapiens OX=9606 GN=POLR3A PE=1 SV=2	1	1	1	1	1.1	1.1	1.1	155.64	1390	1390	0.0034549	6.1102	2756100	1				94	785	True	793	918	1059	1059		
O14818;Q8TAA3	O14818;Q8TAA3	7;4	7;4	7;4	Proteasome subunit alpha type-7;Proteasome subunit alpha type-7-like	PSMA7;PSMA8	sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1;sp|Q8TAA3|PSMA8_HUMAN Proteasome subunit alpha-type 8 OS=Homo sapiens OX=9606 GN=PSMA8 PE=2 SV=3	2	7	7	7	37.9	37.9	37.9	27.887	248	248;256	0	50.869	405340000	8				95	465;466;1534;6964;7139;7966;8516	True;True;True;True;True;True;True	470;471;1559;7049;7224;8068;8622	538;539;1799;8222;8418;9392;10023	627;628;629;2072;9591;9808;10927;11643	628;629;2072;9591;9808;10927;11643		
O14828	O14828	6	6	6	Secretory carrier-associated membrane protein 3	SCAMP3	sp|O14828|SCAM3_HUMAN Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3	1	6	6	6	33.7	33.7	33.7	38.287	347	347	0	39.474	55285000	8				96	807;1379;2814;7950;8459;9395	True;True;True;True;True;True	816;1401;2855;8052;8564;9519	946;1621;3308;9375;9959;11059	1090;1870;3829;3830;10909;11573;11574;12850	1090;1870;3829;10909;11573;12850		
O14880	O14880	3	3	3	Microsomal glutathione S-transferase 3	MGST3	sp|O14880|MGST3_HUMAN Microsomal glutathione S-transferase 3 OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1	1	3	3	3	34.2	34.2	34.2	16.516	152	152	0	24.683	32037000	3				97	414;4795;10613	True;True;True	419;4857;10752	483;5672;12546	567;6650;14645	567;6650;14645		
O14907	O14907	1	1	1	Tax1-binding protein 3	TAX1BP3	sp|O14907|TX1B3_HUMAN Tax1-binding protein 3 OS=Homo sapiens OX=9606 GN=TAX1BP3 PE=1 SV=2	1	1	1	1	13.7	13.7	13.7	13.735	124	124	0	18.013	0	1				98	10800	True	10943	12787	14912	14912		
O14908;Q8TF64	O14908	6;1	6;1	6;1	PDZ domain-containing protein GIPC1	GIPC1	sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2	2	6	6	6	24.3	24.3	24.3	36.049	333	333;312	0	37.484	51686000	6				99	734;1922;4198;6999;7748;10133	True;True;True;True;True;True	740;1955;4255;7084;7849;10265	852;2262;4929;8260;9142;11997	985;2617;5741;9633;10641;10642;13994	985;2617;5741;9633;10642;13994	79;80	276;287
O14929	O14929	3	3	3	Histone acetyltransferase type B catalytic subunit	HAT1	sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=2	1	3	3	3	13.1	13.1	13.1	49.54	419	419	0	24.505	20126000	2				100	9546;10139;11554	True;True;True	9671;10271;11706	11235;12004;13668	13066;14001;15920	13066;14001;15920		
O14933	O14933	2	2	2	Ubiquitin/ISG15-conjugating enzyme E2 L6	UBE2L6	sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=4	1	2	2	2	21.6	21.6	21.6	17.769	153	153	0	15.48	10939000	2				101	7196;9450	True;True	7284;9574	8487;11126	9882;12932	9882;12932	81	123
O14936	O14936	1	1	1	Peripheral plasma membrane protein CASK	CASK	sp|O14936|CSKP_HUMAN Peripheral plasma membrane protein CASK OS=Homo sapiens OX=9606 GN=CASK PE=1 SV=3	1	1	1	1	1.9	1.9	1.9	105.12	926	926	0.0020048	6.4294	6508600	0				102	4648	True	4710	5486	6413	6413		
P19105;O14950	P19105;O14950	6;6	6;6	3;3	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	2	6	6	3	51.5	51.5	24	19.794	171	171;172	0	177.16	335320000	9				103	947;1378;3537;4180;6538;7427	True;True;True;True;True;True	956;1400;3585;4237;6619;7525	1104;1105;1620;4156;4908;7745;8761	1267;1268;1869;4829;4830;5713;5714;9053;10195	1268;1869;4829;5714;9053;10195	82	24
