Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P00954	P00954	13	13	13	Tryptophan--tRNA ligase	trpS	sp|P00954|SYW_ECOLI Tryptophan--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=trpS PE=1 SV=3	1	13	13	13	56.9	56.9	56.9	37.437	334	334	0.0	83.867	102310000	21	51	604;1398;1554;1572;4171;4257;4740;7105;10054;12099;12665;13967;14050	True;True;True;True;True;True;True;True;True;True;True;True;True	672;1566;1743;1762;4580;4670;5201;5202;7776;11115;13330;13936;15371;15465	976;977;2248;2249;2520;2547;6270;6382;7087;7088;7089;7090;10626;15318;18214;19039;21078;21079;21207	1287;1288;2906;2907;3335;3377;3378;8349;8350;8351;8511;9459;9460;9461;9462;14350;20700;20701;24460;25608;28481;28482;28640	1287;2906;3335;3378;8349;8511;9461;14350;20701;24460;25608;28481;28640	83;84	187;284
P00956	P00956	40	40	40	Isoleucine--tRNA ligase	ileS	sp|P00956|SYI_ECOLI Isoleucine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=ileS PE=1 SV=5	1	40	40	40	65.8	65.8	65.8	104.3	938	938	0.0	259.37	355730000	70	52	762;1072;1417;1608;1743;2329;3123;3755;3868;3881;4128;4312;4336;4393;4462;4482;5173;5567;6243;6376;8013;8149;8999;9267;9559;11003;11315;11339;11451;11715;12106;12701;12967;13106;13438;13540;14045;14566;14578;14773	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	849;1207;1587;1588;1799;1948;2575;2576;3445;4139;4255;4268;4529;4729;4755;4756;4816;4894;4918;5676;6108;6835;6982;8730;8876;8877;9795;10088;10524;12137;12472;12496;12618;12905;12906;13337;13974;14271;14423;14785;14896;15460;16022;16035;16247	1234;1756;1757;2280;2281;2588;2589;2770;3594;3595;3596;3597;4773;5691;5851;5865;6202;6450;6486;6487;6488;6570;6571;6670;6706;7716;8289;9312;9527;11886;12072;12073;13313;13727;14429;16617;16618;17059;17087;17252;17253;17639;17640;17641;18222;19093;19488;19489;19722;20201;20373;21201;21940;21955;22255	1608;2308;2309;2954;2955;2956;2957;3431;3432;3433;3655;4739;4740;4741;4742;6303;7482;7483;7717;7733;8253;8612;8673;8674;8675;8781;8782;8783;8922;8977;10274;11015;11016;12516;12841;12842;16020;16278;16279;17943;17944;18535;19455;19456;22342;22343;22344;22898;22942;23169;23170;23171;23698;23699;23700;23701;23702;24470;25688;26229;26230;26231;26575;26576;27219;27457;28631;29642;29659;29660;30097	1608;2309;2955;3433;3655;4740;6303;7483;7717;7733;8253;8612;8675;8783;8922;8977;10274;11015;12516;12841;16020;16279;17944;18535;19456;22344;22898;22942;23171;23700;24470;25688;26230;26576;27219;27457;28631;29642;29659;30097	85;86;87;88;89;90;91;92	157;282;311;425;493;617;638;763
P00957	P00957	43	43	43	Alanine--tRNA ligase	alaS	sp|P00957|SYA_ECOLI Alanine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=alaS PE=1 SV=2	1	43	43	43	62.7	62.7	62.7	96.031	876	876	0.0	227.79	354480000	80	53	491;1464;1465;1474;2554;2555;2763;3483;3897;4497;4502;4861;4939;5072;5612;5702;5847;5990;6185;6466;8553;8625;8925;8932;9158;9276;9995;10097;10374;10422;10852;11182;11447;12512;12723;12802;13322;13505;13506;13898;14205;14244;14783	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	541;542;1645;1646;1656;2832;2833;3061;3062;3850;4285;4937;4938;4946;5331;5332;5415;5416;5564;6156;6251;6414;6566;6772;7080;9302;9397;9716;9724;9972;10097;11039;11162;11460;11508;11974;12330;12612;12613;13774;13998;14088;14655;14656;14858;14859;15282;15283;15632;15673;16258	786;787;788;789;2380;2381;2382;2398;3949;3950;4255;4256;4257;5327;5884;5885;6726;6727;6728;6758;6759;7270;7271;7272;7373;7374;7375;7578;8356;8357;8495;8732;8733;8959;8960;9232;9668;12652;12809;12810;13209;13218;13567;13737;15196;15376;15773;15830;15831;16403;16876;17245;17246;17247;18806;19121;19122;19241;20036;20037;20318;20319;20941;20942;21420;21477;22266	1031;1032;1033;1034;3138;3139;3140;3162;3163;5209;5210;5211;5630;5631;5632;7031;7032;7756;7757;7758;9001;9002;9003;9060;9061;9693;9694;9695;9818;9819;9820;9821;9822;10088;10089;10090;10091;11101;11102;11312;11689;11690;12040;12041;12042;12412;13029;13030;17092;17093;17094;17311;17312;17313;17814;17823;18315;18545;20526;20764;21277;21356;21357;21358;22084;22672;22673;23160;23161;23162;23163;25285;25286;25727;25728;25886;26996;26997;27385;27386;28278;28279;28896;28986;30113	1033;3138;3140;3163;5209;5211;5632;7032;7758;9003;9061;9694;9821;10089;11102;11312;11689;12042;12412;13030;17092;17311;17814;17823;18315;18545;20526;20764;21277;21358;22084;22673;23163;25285;25728;25886;26997;27385;27386;28278;28896;28986;30113	93;94;95;96;97;98;99;100;101;102	44;239;300;429;449;642;658;789;834;849
P00959	P00959	28	28	28	Methionine--tRNA ligase	metG	sp|P00959|SYM_ECOLI Methionine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=metG PE=1 SV=2	1	28	28	28	49.5	49.5	49.5	76.254	677	677	0.0	173.65	150170000	44	54	284;1341;1756;1839;2138;2467;2495;3132;3904;4628;4929;5204;6111;7137;9051;9557;10177;10767;10978;10979;11117;11589;12213;12501;12646;13219;13855;15128	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	314;1501;1962;2054;2368;2735;2767;3454;3455;4292;5078;5404;5708;6692;7811;9858;10520;10521;11249;11879;12110;12111;12262;12770;13452;13762;13915;14540;15234;16639	464;2151;2788;2919;2920;3345;3814;3855;3856;4784;4785;5896;6931;7358;7359;7755;7756;9131;9132;10676;13413;14424;14425;15491;16283;16579;16580;16581;16789;17456;18375;18788;18789;18996;18997;19878;20865;22769	610;2786;3679;3862;3863;4424;5042;5088;5089;6316;6317;6318;7770;9261;9800;9801;9802;10322;10323;10324;10325;12278;12279;14408;18090;18091;19449;19450;20913;21929;22296;22297;22298;22299;22565;23461;24673;25263;25264;25547;25548;26794;26795;28154;30764;30765	610;2786;3679;3862;4424;5042;5089;6317;7770;9261;9801;10323;12278;14408;18090;19449;20913;21929;22296;22297;22565;23461;24673;25263;25547;26795;28154;30764	103;104;105;106;107	135;185;201;219;446
P00960	P00960	7	7	7	Glycine--tRNA ligase alpha subunit	glyQ	sp|P00960|SYGA_ECOLI Glycine--tRNA ligase alpha subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=1 SV=2	1	7	7	7	35.0	35.0	35.0	34.774	303	303	0.0	31.559	61686000	18	55	72;1448;2727;3270;7609;10590;12493	True;True;True;True;True;True;True	82;1626;3023;3024;3604;3605;8307;8308;11697;11698;13754	133;134;2348;4203;4204;4205;4969;4970;4971;4972;11364;11365;11366;16065;16066;18775;18776	172;173;3088;3089;5562;5563;5564;5565;6562;6563;6564;6565;15345;15346;15347;21636;21637;25243;25244	173;3088;5565;6565;15345;21637;25243	108;109;110;111	33;107;172;298
P00961	P00961	44	44	44	Glycine--tRNA ligase beta subunit	glyS	sp|P00961|SYGB_ECOLI Glycine--tRNA ligase beta subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyS PE=1 SV=4	1	44	44	44	65.3	65.3	65.3	76.812	689	689	0.0	216.71	423110000	88	56	1599;2199;2402;3482;3827;4110;4159;4556;4730;4757;5272;5710;6730;7507;7508;7608;7862;8507;8861;9063;9099;9368;9992;10390;11160;11161;11216;11293;12485;12682;12683;13239;13240;13241;13627;13700;13972;13973;13986;14543;14544;14738;15009;15010	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1790;2433;2668;3849;4214;4509;4510;4564;4565;5002;5190;5191;5219;5791;6259;7372;8201;8202;8305;8306;8575;9256;9649;9872;9908;10218;10219;11034;11476;12307;12308;12365;12449;13746;13954;13955;14565;14566;14567;14992;15072;15378;15379;15394;15996;15997;16209;16508;16509	2576;3432;3433;3725;5326;5796;5797;6174;6175;6176;6249;6250;6251;6252;6253;6833;7074;7075;7076;7110;7887;7888;8503;10082;11235;11236;11237;11361;11362;11363;11703;12587;13125;13126;13434;13481;13482;13914;13915;13916;15182;15183;15790;16847;16848;16927;17028;18766;19066;19067;19068;19912;19913;19914;20500;20639;20640;21086;21087;21109;21110;21909;21910;22210;22601;22602	3414;4534;4535;4536;4537;4913;4914;7030;7632;7633;8204;8205;8206;8207;8325;8326;8327;8328;8329;9150;9151;9441;9442;9443;9444;9488;10513;10514;11322;11323;13639;15157;15158;15159;15160;15161;15162;15342;15343;15344;15767;17001;17711;17712;17713;17714;18119;18177;18178;18179;18780;18781;18782;20502;20503;21297;22638;22639;22742;22860;22861;25228;25229;25230;25231;25654;25655;25656;25657;25658;25659;25660;26835;26836;26837;27639;27844;27845;28490;28491;28521;28522;28523;29602;29603;30040;30041;30042;30043;30547;30548	3414;4535;4914;7030;7633;8207;8328;9151;9441;9488;10514;11322;13639;15157;15162;15342;15767;17001;17713;18119;18179;18782;20502;21297;22638;22639;22742;22861;25230;25654;25660;26835;26836;26837;27639;27845;28490;28491;28521;29602;29603;30043;30547;30548	112;113;114;115;116;117;118;119	134;192;281;458;528;616;656;658
P00962	P00962	21	21	21	Glutamine--tRNA ligase	glnS	sp|P00962|SYQ_ECOLI Glutamine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=glnS PE=1 SV=3	1	21	21	21	52.2	52.2	52.2	63.477	554	554	0.0	117.38	129420000	36	57	1030;1770;2816;3042;3889;5079;5525;5948;7997;8639;8642;9172;9277;9543;9749;10597;10656;11006;11699;12159;15073	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1147;1148;1976;3120;3358;4276;5571;6060;6519;8713;9413;9414;9417;9987;9988;10098;10498;10776;11705;11766;12141;12889;13392;16579	1650;1651;2804;2805;4334;4644;5874;7587;8228;8229;8881;11863;11864;11865;12835;12836;12839;13588;13589;13590;13591;13592;13738;14384;14819;16073;16151;16623;16624;17614;18292;22695	2155;2156;3700;3701;5725;6122;7743;10107;10108;10933;10934;10935;11914;11915;15989;15990;15991;17348;17349;17352;17353;18342;18343;18344;18345;18346;18347;18546;19391;20000;21648;21760;22349;22350;23664;23665;24568;30661	2156;3700;5725;6122;7743;10107;10933;11914;15989;17349;17352;18347;18546;19391;20000;21648;21760;22349;23664;24568;30661	120;121;122;123;124	269;344;363;366;375
P00963	P00963	3	3	3	Aspartate--ammonia ligase	asnA	sp|P00963|ASNA_ECOLI Aspartate--ammonia ligase OS=Escherichia coli (strain K12) OX=83333 GN=asnA PE=1 SV=1	1	3	3	3	12.7	12.7	12.7	36.65	330	330	0.0	8.7528	4656900	4	58	944;8099;13510	True;True;True	1054;8824;14863	1524;12008;20323	1986;1987;16198;27390	1987;16198;27390		
P00968	P00968	17	17	17	Carbamoyl-phosphate synthase large chain	carB	sp|P00968|CARB_ECOLI Carbamoyl-phosphate synthase large chain OS=Escherichia coli (strain K12) OX=83333 GN=carB PE=1 SV=2	1	17	17	17	22.9	22.9	22.9	117.84	1073	1073	0.0	50.271	17291000	21	59	833;1032;2443;2838;3111;3112;3695;5100;5532;7028;7680;10598;10628;12460;12842;13183;13715	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	928;1151;2711;3142;3432;3433;4074;5592;6067;7696;8382;11706;11736;13719;14131;14502;15087	1342;1655;3780;4363;4758;4759;5602;7612;8236;10517;11465;16074;16112;18724;19290;19824;20662	1753;1754;2160;4987;5758;6285;6286;6287;7369;10146;10147;10148;10942;14208;15483;21649;21650;21697;25158;25952;26714;27873	1754;2160;4987;5758;6286;6287;7369;10146;10942;14208;15483;21650;21697;25158;25952;26714;27873		
P02358	P02358	5	5	5	30S ribosomal protein S6;30S ribosomal protein S6, fully modified isoform;30S ribosomal protein S6, non-modified isoform	rpsF	sp|P02358|RS6_ECOLI 30S ribosomal protein S6 OS=Escherichia coli (strain K12) OX=83333 GN=rpsF PE=1 SV=1	1	5	5	5	44.4	44.4	44.4	15.703	135	135	0.0	32.628	44336000	5	60	653;4173;5700;10701;15090	True;True;True;True;True	725;726;4582;6249;11811;16600	1047;1048;6272;8493;16208;22724	1379;1380;8353;11310;21839;30701;30702	1379;8353;11310;21839;30701	125;126	62;102
P02359	P02359	17	17	17	30S ribosomal protein S7	rpsG	sp|P02359|RS7_ECOLI 30S ribosomal protein S7 OS=Escherichia coli (strain K12) OX=83333 GN=rpsG PE=1 SV=3	1	17	17	17	60.9	60.9	60.9	20.019	179	179	0.0	156.08	1571700000	66	61	4033;4398;4399;7390;7614;7615;10823;11342;11343;11524;11525;11636;12082;13542;13543;13544;14554	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	4427;4822;4823;4824;4825;8079;8313;8314;11941;12499;12500;12701;12702;12821;13312;14898;14899;14900;16008	6068;6577;6578;6579;6580;6581;6582;6583;6584;6585;6586;6587;6588;6589;11058;11059;11372;11373;11374;16358;17090;17091;17092;17371;17372;17373;17528;18186;18187;18188;20375;20376;20377;20378;20379;21923;21924	8061;8062;8063;8791;8792;8793;8794;8795;8796;8797;8798;8799;8800;8801;8802;8803;8804;8805;8806;8807;8808;8809;8810;8811;8812;8813;8814;8815;8816;8817;14924;14925;15355;15356;15357;15358;15359;15360;15361;15362;15363;22031;22945;22946;22947;22948;22949;23345;23346;23347;23348;23549;24411;24412;24413;24414;24415;27459;27460;27461;27462;27463;27464;27465;29618;29619;29620;29621;29622;29623	8063;8794;8810;14924;15357;15363;22031;22945;22946;23345;23346;23549;24412;27459;27461;27464;29618	127	31
P02413	P02413	6	6	6	50S ribosomal protein L15	rplO	sp|P02413|RL15_ECOLI 50S ribosomal protein L15 OS=Escherichia coli (strain K12) OX=83333 GN=rplO PE=1 SV=1	1	6	6	6	50.7	50.7	50.7	14.98	144	144	0.0	30.105	311490000	37	62	77;113;4773;8666;13398;13679	True;True;True;True;True;True	87;127;5235;5236;9442;14742;15047	140;202;203;7130;7131;7132;7133;7134;7135;7136;7137;12866;20147;20148;20586;20587;20588;20589;20590	181;258;259;260;9513;9514;9515;9516;9517;9518;9519;9520;9521;9522;9523;9524;9525;9526;9527;9528;9529;9530;17386;27140;27141;27142;27143;27144;27762;27763;27764;27765;27766;27767;27768;27769;27770;27771;27772	181;259;9525;17386;27140;27763	128	55
P02916	P02916	5	5	5	Maltose transport system permease protein MalF	malF	sp|P02916|MALF_ECOLI Maltose/maltodextrin transport system permease protein MalF OS=Escherichia coli (strain K12) OX=83333 GN=malF PE=1 SV=1	1	5	5	5	15.6	15.6	15.6	57.013	514	514	0.0	7.8844	5847000	5	63	1196;10244;10453;10577;13123	True;True;True;True;True	1343;11322;11542;11683;14440	1931;15581;15873;16050;19743	2514;21028;21404;21616;26604	2514;21028;21404;21616;26604		
P02918	P02918	6	6	6	Penicillin-binding protein 1A;Penicillin-insensitive transglycosylase;Penicillin-sensitive transpeptidase	mrcA	sp|P02918|PBPA_ECOLI Penicillin-binding protein 1A OS=Escherichia coli (strain K12) OX=83333 GN=mrcA PE=1 SV=1	1	6	6	6	10.8	10.8	10.8	93.635	850	850	0.0	22.149	3985800	7	64	147;410;6226;10125;11933;13155	True;True;True;True;True;True	164;453;6817;11191;13148;14473	255;659;9286;15415;17980;19782	332;333;851;12483;20808;24152;26657	332;851;12483;20808;24152;26657		
P02919	P02919	11	11	11	Penicillin-binding protein 1B;Penicillin-insensitive transglycosylase;Penicillin-sensitive transpeptidase	mrcB	sp|P02919|PBPB_ECOLI Penicillin-binding protein 1B OS=Escherichia coli (strain K12) OX=83333 GN=mrcB PE=1 SV=2	1	11	11	11	16.6	16.6	16.6	94.291	844	844	0.0	30.073	16223000	13	65	1056;4517;6288;7312;8423;8668;9973;10293;11618;13083;13939	True;True;True;True;True;True;True;True;True;True;True	1189;4961;6882;7994;9163;9444;11013;11373;12801;14398;15327	1727;6778;9379;10936;12464;12868;15155;15653;17498;17499;19694;20999	2269;9081;12620;14772;16846;17388;20471;21123;23513;23514;23515;26538;28368	2269;9081;12620;14772;16846;17388;20471;21123;23514;26538;28368		
P02924	P02924	7	7	7	L-arabinose-binding periplasmic protein	araF	sp|P02924|ARAF_ECOLI L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=araF PE=1 SV=2	1	7	7	7	31.6	31.6	31.6	35.54	329	329	0.0	21.833	7792600	8	66	17;1186;2251;6083;11894;12743;13635	True;True;True;True;True;True;True	18;1333;2489;6663;13104;14018;15000	23;1920;3503;9097;17921;19147;20511	25;2502;4624;12236;24082;24083;25768;27652	25;2502;4624;12236;24083;25768;27652		
P02925	P02925	16	16	16	D-ribose-binding periplasmic protein	rbsB	sp|P02925|RBSB_ECOLI Ribose import binding protein RbsB OS=Escherichia coli (strain K12) OX=83333 GN=rbsB PE=1 SV=1	1	16	16	16	69.6	69.6	69.6	30.95	296	296	0.0	132.97	296980000	51	67	2679;3224;3552;4199;4680;4755;5150;5503;6018;6574;7506;8167;9340;10481;11490;13653	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2970;3557;3926;4609;5134;5217;5649;5650;5651;6038;6594;7198;8200;8895;10173;10174;11574;12663;12664;15018	4136;4137;4916;5426;5427;6308;6309;7001;7002;7107;7108;7680;7681;7682;7683;7684;8200;9000;9849;9850;11233;11234;12094;13838;13839;13840;13841;15912;17320;17321;17322;20537;20538	5466;5467;6493;6494;6495;7162;7163;8403;8404;8405;8406;9347;9348;9484;9485;9486;10234;10235;10236;10237;10238;10893;12105;12106;13309;13310;13311;13312;15155;15156;16305;18677;18678;18679;18680;18681;18682;21450;23262;23263;23264;23265;23266;23267;23268;27695;27696;27697;27698;27699;27700	5467;6493;7162;8403;9348;9486;10235;10893;12106;13310;15156;16305;18679;21450;23263;27696	129;130;131;132	102;198;218;235
P02930	P02930	17	17	17	Outer membrane protein TolC	tolC	sp|P02930|TOLC_ECOLI Outer membrane protein TolC OS=Escherichia coli (strain K12) OX=83333 GN=tolC PE=1 SV=3	1	17	17	17	58.2	58.2	58.2	53.74	493	493	0.0	139.2	118130000	27	68	1261;1832;4198;4445;8963;10002;10465;10473;10493;10677;11413;11962;12049;12376;12653;13560;14969	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1416;2047;4608;4875;9756;11046;11556;11565;11588;11787;12576;13179;13276;13627;13923;14917;14918;16465	2040;2911;6306;6307;6647;13258;15204;15890;15901;15930;15931;16177;16178;17197;17198;18020;18021;18141;18615;19009;19010;20398;20399;20400;22540	2649;3852;8400;8401;8402;8896;17872;20536;21421;21436;21473;21474;21794;21795;21796;23107;23108;24210;24211;24362;24363;25022;25564;25565;27499;27500;27501;30468	2649;3852;8400;8896;17872;20536;21421;21436;21473;21794;23107;24210;24362;25022;25564;27500;30468	133	319
P02931	P02931	3	3	3	Outer membrane protein F	ompF	sp|P02931|OMPF_ECOLI Outer membrane protein F OS=Escherichia coli (strain K12) OX=83333 GN=ompF PE=1 SV=1	1	3	3	3	11.3	11.3	11.3	39.333	362	362	0.0	4.9366	1534800	3	69	1498;9712;12820	True;True;True	1682;10732;14108	2433;14755;19264	3214;19915;25919	3214;19915;25919		
P02943	P02943	6	6	6	Maltoporin	lamB	sp|P02943|LAMB_ECOLI Maltoporin OS=Escherichia coli (strain K12) OX=83333 GN=lamB PE=1 SV=1	1	6	6	6	24.0	24.0	24.0	49.912	446	446	0.0	58.952	12921000	6	70	2083;3870;4414;5175;7636;12045	True;True;True;True;True;True	2309;4257;4844;5678;8335;13272	3242;5853;6611;7718;11400;18137	4279;7719;8848;10278;15395;24356	4279;7719;8848;10278;15395;24356		
P03004	P03004	11	11	11	Chromosomal replication initiator protein DnaA	dnaA	sp|P03004|DNAA_ECOLI Chromosomal replication initiator protein DnaA OS=Escherichia coli (strain K12) OX=83333 GN=dnaA PE=1 SV=2	1	11	11	11	30.6	30.6	30.6	52.55	467	467	0.0	32.133	16040000	14	71	772;970;2279;2883;3948;4391;5932;9234;11679;12146;13632	True;True;True;True;True;True;True;True;True;True;True	861;1082;2523;3189;4336;4814;6502;10054;12869;13379;14997	1249;1559;3540;4425;5953;5954;6568;8856;13685;17587;18274;18275;20507	1625;2033;4670;5840;5841;7864;7865;8779;11875;18482;23616;24539;24540;24541;27646	1625;2033;4670;5841;7864;8779;11875;18482;23616;24540;27646		
P03007	P03007	1	1	1	DNA polymerase III subunit epsilon	dnaQ	sp|P03007|DPO3E_ECOLI DNA polymerase III subunit epsilon OS=Escherichia coli (strain K12) OX=83333 GN=dnaQ PE=1 SV=1	1	1	1	1	3.7	3.7	3.7	27.099	243	243	0.0069889	1.688	504510	1	72	14254	True	15683	21490	29005	29005		
P03018	P03018	11	11	11	DNA helicase II	uvrD	sp|P03018|UVRD_ECOLI DNA helicase II OS=Escherichia coli (strain K12) OX=83333 GN=uvrD PE=1 SV=1	1	11	11	11	19.3	19.3	19.3	81.989	720	720	0.0	23.338	7994300	11	73	555;623;1820;1923;4076;6230;7692;8863;9369;11913;14503	True;True;True;True;True;True;True;True;True;True;True	613;695;2031;2144;4473;6821;8394;9651;10220;13124;15956	897;1004;2878;3046;6123;9290;11480;13128;13917;17948;21856	1191;1326;3796;4031;8140;12487;15500;17716;18783;24111;29528	1191;1326;3796;4031;8140;12487;15500;17716;18783;24111;29528		
P03023	P03023	4	4	4	Lactose operon repressor	lacI	sp|P03023|LACI_ECOLI Lactose operon repressor OS=Escherichia coli (strain K12) OX=83333 GN=lacI PE=1 SV=3	1	4	4	4	12.2	12.2	12.2	38.59	360	360	0.0	9.0695	2664000	4	74	5257;8455;8515;12999	True;True;True;True	5775;9195;9264;14307	7864;12503;12599;19566	10488;16897;17022;26347	10488;16897;17022;26347		
P03024	P03024	1	1	1	HTH-type transcriptional regulator GalR	galR	sp|P03024|GALR_ECOLI HTH-type transcriptional regulator GalR OS=Escherichia coli (strain K12) OX=83333 GN=galR PE=1 SV=1	1	1	1	1	5.0	5.0	5.0	37.094	343	343	0.0080321	1.5333	557160	1	75	5926	True	6496	8849	11865	11865		
